
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:05:34 2026
Timers Off: Sun Aug  9 01:05:42 2026

Wall Time:        8.11 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.183u      0.000s      0.136w      1 calls
build grid                          :      0.133u      0.000s      0.100w      1 calls
post-process grid                   :      0.050u      0.000s      0.036w      1 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.043w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.033s      0.049w      3 calls
DFH: initialize()                   :      0.350u      0.017s      0.251w      1 calls
DFH: AO Construction                :      0.133u      0.000s      0.095w      1 calls
DFH: AO-Met. Contraction            :      0.133u      0.000s      0.095w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      1 calls
HF: Guess                           :      0.050u      0.017s      0.040w      1 calls
SAD Guess                           :      0.050u      0.017s      0.037w      1 calls
HF: Form G                          :      5.917u      0.300s      4.036w      9 calls
RV: Form V                          :      5.650u      0.283s      3.826w      9 calls
Properties                          :      2.567u      0.183s      1.674w  10881 calls
Functional                          :      0.700u      0.017s      0.469w  10881 calls
V_xc                                :      2.367u      0.000s      1.641w  10881 calls
JK: D                               :      0.000u      0.000s      0.001w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.014w      9 calls
JK: JK                              :      0.233u      0.017s      0.176w      9 calls
DFH: compute_JK()                   :      0.233u      0.017s      0.175w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.067u      0.017s      0.047w      9 calls
DFH: compute_K                      :      0.167u      0.000s      0.120w      9 calls
JK: AO2USO                          :      0.017u      0.000s      0.004w      9 calls
HF: Form F                          :      0.000u      0.000s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.750u      0.233s      0.929w      8 calls
HF: Form C                          :      0.000u      0.000s      0.023w      8 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.183u      0.000s      0.136w      1 calls
| build grid                        :      0.133u      0.000s      0.100w      1 calls
| post-process grid                 :      0.050u      0.000s      0.036w      1 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.043w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.017s      0.037w      1 calls
DFH: initialize()                   :      0.350u      0.017s      0.251w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.017s      0.012w      2 calls
| DFH: AO Construction              :      0.133u      0.000s      0.095w      1 calls
| DFH: AO-Met. Contraction          :      0.133u      0.000s      0.095w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      1 calls
HF: Guess                           :      0.050u      0.017s      0.040w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.037w      1 calls
HF: Form G                          :      5.917u      0.300s      4.036w      9 calls
| RV: Form V                        :      5.650u      0.283s      3.826w      9 calls
| | Properties                      :      2.567u      0.183s      1.674w  10881 calls
| | Functional                      :      0.700u      0.017s      0.469w  10881 calls
| | V_xc                            :      2.367u      0.000s      1.641w  10881 calls
| JK: D                             :      0.000u      0.000s      0.001w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.014w      9 calls
| JK: JK                            :      0.233u      0.017s      0.176w      9 calls
| | DFH: compute_JK()               :      0.233u      0.017s      0.175w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.067u      0.017s      0.047w      9 calls
| | | DFH: compute_K                :      0.167u      0.000s      0.120w      9 calls
| JK: AO2USO                        :      0.017u      0.000s      0.004w      9 calls
HF: Form F                          :      0.000u      0.000s      0.002w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.750u      0.233s      0.929w      8 calls
HF: Form C                          :      0.000u      0.000s      0.023w      8 calls

**************************************************************************************
