
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:30:38 2026
Timers Off: Mon Aug 10 18:30:41 2026

Wall Time:        3.07 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.433u      0.017s      0.072w      1 calls
build grid                          :      0.383u      0.017s      0.041w      1 calls
post-process grid                   :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.016w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.021w     10 calls
DFH: initialize()                   :      3.233u      0.167s      0.623w      1 calls
DFH: AO Construction                :      0.533u      0.000s      0.045w      1 calls
DFH: AO-Met. Contraction            :      1.667u      0.050s      0.140w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.006w      1 calls
HF: Guess                           :      0.033u      0.017s      0.020w      1 calls
SAD Guess                           :      0.033u      0.017s      0.017w      1 calls
HF: Form G                          :     16.483u      0.167s      1.311w     10 calls
RV: Form V                          :     11.667u      0.067s      0.892w     10 calls
Properties                          :      2.677p                          22060 calls
Functional                          :      0.789p                          22060 calls
V_xc                                :      3.644p                          22060 calls
JK: D                               :      0.033u      0.000s      0.001w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     10 calls
JK: JK                              :      4.783u      0.100s      0.416w     10 calls
DFH: compute_JK()                   :      4.783u      0.100s      0.416w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.450u      0.017s      0.038w     10 calls
DFH: compute_K                      :      4.317u      0.000s      0.337w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.001w     10 calls
HF: Form D                          :      0.017u      0.000s      0.001w     10 calls
HF: DIIS                            :      0.350u      0.067s      0.218w      9 calls
HF: Form C                          :      0.050u      0.067s      0.061w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.433u      0.017s      0.072w      1 calls
| build grid                        :      0.383u      0.017s      0.041w      1 calls
| post-process grid                 :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.016w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.010w      1 calls
DFH: initialize()                   :      3.233u      0.167s      0.623w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.010w      9 calls
| DFH: AO Construction              :      0.533u      0.000s      0.045w      1 calls
| DFH: AO-Met. Contraction          :      1.667u      0.050s      0.140w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.006w      1 calls
HF: Guess                           :      0.033u      0.017s      0.020w      1 calls
| SAD Guess                         :      0.033u      0.017s      0.017w      1 calls
HF: Form G                          :     16.483u      0.167s      1.311w     10 calls
| RV: Form V                        :     11.667u      0.067s      0.892w     10 calls
| | Properties                      :      2.677p                          22060 calls
| | Functional                      :      0.789p                          22060 calls
| | V_xc                            :      3.644p                          22060 calls
| JK: D                             :      0.033u      0.000s      0.001w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :      4.783u      0.100s      0.416w     10 calls
| | DFH: compute_JK()               :      4.783u      0.100s      0.416w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.450u      0.017s      0.038w     10 calls
| | | DFH: compute_K                :      4.317u      0.000s      0.337w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.001w     10 calls
HF: Form D                          :      0.017u      0.000s      0.001w     10 calls
HF: DIIS                            :      0.350u      0.067s      0.218w      9 calls
HF: Form C                          :      0.050u      0.067s      0.061w      9 calls

**************************************************************************************
