
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 03:31:00 2026
Timers Off: Sun Aug  9 03:31:35 2026

Wall Time:       34.65 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.250u      0.017s      0.288w      1 calls
build grid                          :      2.100u      0.000s      0.197w      1 calls
post-process grid                   :      0.150u      0.017s      0.090w      1 calls
DFH: sparsity prep                  :      0.183u      0.017s      0.123w      1 calls
Libint2ERI::Libint2ERI              :      0.267u      0.017s      0.160w     10 calls
DFH: initialize()                   :     27.967u      2.267s      3.737w      1 calls
DFH: AO Construction                :      4.867u      0.017s      0.797w     28 calls
DFH: AO-Met. Contraction            :     21.150u      2.100s      2.133w     28 calls
HF: Form core H                     :      0.350u      0.017s      0.035w      1 calls
HF: Form S/X                        :      0.100u      0.067s      0.060w      1 calls
HF: Guess                           :      0.083u      0.083s      0.053w      1 calls
SAD Guess                           :      0.083u      0.067s      0.052w      1 calls
HF: Form G                          :    367.950u      0.917s     28.040w     13 calls
RV: Form V                          :    282.933u      0.367s     21.331w     13 calls
Properties                          :     92.214p                          51688 calls
Functional                          :      3.141p                          51688 calls
V_xc                                :     74.547p                          51688 calls
JK: D                               :      0.050u      0.000s      0.003w     13 calls
JK: USO2AO                          :      0.483u      0.000s      0.050w     13 calls
JK: JK                              :     82.967u      0.517s      6.511w     13 calls
DFH: compute_JK()                   :     82.967u      0.517s      6.510w     13 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     26 calls
DFH: compute_J                      :      5.983u      0.067s      0.464w     26 calls
DFH: compute_K                      :     76.850u      0.133s      5.815w     26 calls
JK: AO2USO                          :      1.083u      0.000s      0.096w     13 calls
HF: Form F                          :      0.000u      0.017s      0.002w     13 calls
HF: Form D                          :      0.017u      0.000s      0.002w     13 calls
HF: DIIS                            :      0.933u      0.183s      0.447w     12 calls
HF: Form C                          :      1.417u      0.967s      0.834w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.250u      0.017s      0.288w      1 calls
| build grid                        :      2.100u      0.000s      0.197w      1 calls
| post-process grid                 :      0.150u      0.017s      0.090w      1 calls
DFH: sparsity prep                  :      0.183u      0.017s      0.123w      1 calls
| Libint2ERI::Libint2ERI            :      0.133u      0.017s      0.083w      1 calls
DFH: initialize()                   :     27.967u      2.267s      3.737w      1 calls
| Libint2ERI::Libint2ERI            :      0.133u      0.000s      0.078w      9 calls
| DFH: AO Construction              :      4.867u      0.017s      0.797w     28 calls
| DFH: AO-Met. Contraction          :     21.150u      2.100s      2.133w     28 calls
HF: Form core H                     :      0.350u      0.017s      0.035w      1 calls
HF: Form S/X                        :      0.100u      0.067s      0.060w      1 calls
HF: Guess                           :      0.083u      0.083s      0.053w      1 calls
| SAD Guess                         :      0.083u      0.067s      0.052w      1 calls
HF: Form G                          :    367.950u      0.917s     28.040w     13 calls
| RV: Form V                        :    282.933u      0.367s     21.331w     13 calls
| | Properties                      :     92.214p                          51688 calls
| | Functional                      :      3.141p                          51688 calls
| | V_xc                            :     74.547p                          51688 calls
| JK: D                             :      0.050u      0.000s      0.003w     13 calls
| JK: USO2AO                        :      0.483u      0.000s      0.050w     13 calls
| JK: JK                            :     82.967u      0.517s      6.511w     13 calls
| | DFH: compute_JK()               :     82.967u      0.517s      6.510w     13 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     26 calls
| | | DFH: compute_J                :      5.983u      0.067s      0.464w     26 calls
| | | DFH: compute_K                :     76.850u      0.133s      5.815w     26 calls
| JK: AO2USO                        :      1.083u      0.000s      0.096w     13 calls
HF: Form F                          :      0.000u      0.017s      0.002w     13 calls
HF: Form D                          :      0.017u      0.000s      0.002w     13 calls
HF: DIIS                            :      0.933u      0.183s      0.447w     12 calls
HF: Form C                          :      1.417u      0.967s      0.834w     12 calls

**************************************************************************************
