
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:29:23 2026
Timers Off: Mon Aug 10 18:29:27 2026

Wall Time:        4.08 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.300u      0.017s      0.061w      1 calls
build grid                          :      0.250u      0.017s      0.030w      1 calls
post-process grid                   :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.012w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.017w     10 calls
DFH: initialize()                   :      2.200u      0.117s      0.472w      1 calls
DFH: AO Construction                :      0.383u      0.000s      0.032w      1 calls
DFH: AO-Met. Contraction            :      1.083u      0.033s      0.092w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.007w      1 calls
HF: Guess                           :      0.067u      0.067s      0.045w      1 calls
SAD Guess                           :      0.050u      0.067s      0.044w      1 calls
HF: Form G                          :     23.317u      0.217s      2.059w     12 calls
RV: Form V                          :     17.767u      0.100s      1.508w     12 calls
Properties                          :      4.637p                          21228 calls
Functional                          :      1.475p                          21228 calls
V_xc                                :      5.886p                          21228 calls
JK: D                               :      0.000u      0.000s      0.001w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :      5.533u      0.117s      0.544w     12 calls
DFH: compute_JK()                   :      5.533u      0.117s      0.544w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     12 calls
DFH: compute_J                      :      0.283u      0.000s      0.034w     12 calls
DFH: compute_K                      :      5.167u      0.083s      0.461w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.617u      0.150s      0.423w     11 calls
HF: Form C                          :      0.167u      0.167s      0.104w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.300u      0.017s      0.061w      1 calls
| build grid                        :      0.250u      0.017s      0.030w      1 calls
| post-process grid                 :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.012w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.008w      1 calls
DFH: initialize()                   :      2.200u      0.117s      0.472w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.009w      9 calls
| DFH: AO Construction              :      0.383u      0.000s      0.032w      1 calls
| DFH: AO-Met. Contraction          :      1.083u      0.033s      0.092w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.007w      1 calls
HF: Guess                           :      0.067u      0.067s      0.045w      1 calls
| SAD Guess                         :      0.050u      0.067s      0.044w      1 calls
HF: Form G                          :     23.317u      0.217s      2.059w     12 calls
| RV: Form V                        :     17.767u      0.100s      1.508w     12 calls
| | Properties                      :      4.637p                          21228 calls
| | Functional                      :      1.475p                          21228 calls
| | V_xc                            :      5.886p                          21228 calls
| JK: D                             :      0.000u      0.000s      0.001w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :      5.533u      0.117s      0.544w     12 calls
| | DFH: compute_JK()               :      5.533u      0.117s      0.544w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     12 calls
| | | DFH: compute_J                :      0.283u      0.000s      0.034w     12 calls
| | | DFH: compute_K                :      5.167u      0.083s      0.461w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.001w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.617u      0.150s      0.423w     11 calls
HF: Form C                          :      0.167u      0.167s      0.104w     11 calls

**************************************************************************************
