
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:54:51 2026
Timers Off: Sun Aug  9 12:54:57 2026

Wall Time:        5.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.717u      0.017s      0.108w      1 calls
build grid                          :      0.650u      0.017s      0.066w      1 calls
post-process grid                   :      0.067u      0.000s      0.042w      1 calls
DFH: sparsity prep                  :      0.067u      0.000s      0.035w      1 calls
Libint2ERI::Libint2ERI              :      0.083u      0.000s      0.046w     10 calls
DFH: initialize()                   :      4.117u      0.550s      0.600w      1 calls
DFH: AO Construction                :      0.850u      0.000s      0.073w      3 calls
DFH: AO-Met. Contraction            :      2.617u      0.450s      0.252w      3 calls
HF: Form core H                     :      0.067u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.033u      0.033s      0.025w      1 calls
SAD Guess                           :      0.033u      0.033s      0.024w      1 calls
HF: Form G                          :     46.767u      0.317s      3.687w     10 calls
RV: Form V                          :     37.583u      0.183s      2.911w     10 calls
Properties                          :      9.423p                          27290 calls
Functional                          :      1.397p                          27290 calls
V_xc                                :     12.333p                          27290 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.033u      0.000s      0.009w     10 calls
JK: JK                              :      8.983u      0.117s      0.742w     10 calls
DFH: compute_JK()                   :      8.983u      0.117s      0.742w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.917u      0.000s      0.072w     10 calls
DFH: compute_K                      :      8.017u      0.033s      0.618w     10 calls
JK: AO2USO                          :      0.100u      0.000s      0.015w     10 calls
HF: Form F                          :      0.000u      0.000s      0.001w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.367u      0.100s      0.256w      9 calls
HF: Form C                          :      0.033u      0.000s      0.025w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.717u      0.017s      0.108w      1 calls
| build grid                        :      0.650u      0.017s      0.066w      1 calls
| post-process grid                 :      0.067u      0.000s      0.042w      1 calls
DFH: sparsity prep                  :      0.067u      0.000s      0.035w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.023w      1 calls
DFH: initialize()                   :      4.117u      0.550s      0.600w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.023w      9 calls
| DFH: AO Construction              :      0.850u      0.000s      0.073w      3 calls
| DFH: AO-Met. Contraction          :      2.617u      0.450s      0.252w      3 calls
HF: Form core H                     :      0.067u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.033u      0.033s      0.025w      1 calls
| SAD Guess                         :      0.033u      0.033s      0.024w      1 calls
HF: Form G                          :     46.767u      0.317s      3.687w     10 calls
| RV: Form V                        :     37.583u      0.183s      2.911w     10 calls
| | Properties                      :      9.423p                          27290 calls
| | Functional                      :      1.397p                          27290 calls
| | V_xc                            :     12.333p                          27290 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.033u      0.000s      0.009w     10 calls
| JK: JK                            :      8.983u      0.117s      0.742w     10 calls
| | DFH: compute_JK()               :      8.983u      0.117s      0.742w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.917u      0.000s      0.072w     10 calls
| | | DFH: compute_K                :      8.017u      0.033s      0.618w     10 calls
| JK: AO2USO                        :      0.100u      0.000s      0.015w     10 calls
HF: Form F                          :      0.000u      0.000s      0.001w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.367u      0.100s      0.256w      9 calls
HF: Form C                          :      0.033u      0.000s      0.025w      9 calls

**************************************************************************************
