
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:10:27 2026
Timers Off: Sun Aug  9 01:11:23 2026

Wall Time:       56.53 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.383u      0.000s      0.238w      1 calls
build grid                          :      0.317u      0.000s      0.196w      1 calls
post-process grid                   :      0.067u      0.000s      0.042w      1 calls
DFH: sparsity prep                  :      0.067u      0.000s      0.037w      1 calls
Libint2ERI::Libint2ERI              :      0.083u      0.017s      0.049w      3 calls
DFH: initialize()                   :      2.317u      0.100s      1.450w      1 calls
DFH: AO Construction                :      0.600u      0.017s      0.376w      1 calls
DFH: AO-Met. Contraction            :      1.417u      0.067s      0.892w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.020w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.006w      1 calls
HF: Guess                           :      0.033u      0.017s      0.059w      1 calls
SAD Guess                           :      0.033u      0.017s      0.057w      1 calls
HF: Form G                          :     61.350u      8.717s     50.611w     10 calls
RV: Form V                          :     55.533u      7.433s     45.403w     10 calls
Properties                          :     25.217u      7.050s     24.742w  22080 calls
Functional                          :      2.483u      0.017s      1.583w  22080 calls
V_xc                                :     27.617u      0.150s     18.901w  22080 calls
JK: D                               :      0.000u      0.000s      0.001w     10 calls
JK: USO2AO                          :      0.017u      0.000s      0.044w     10 calls
JK: JK                              :      5.683u      1.283s      5.057w     10 calls
DFH: compute_JK()                   :      5.683u      1.267s      5.019w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.817u      1.117s      1.555w     10 calls
DFH: compute_K                      :      4.833u      0.083s      3.389w     10 calls
JK: AO2USO                          :      0.100u      0.000s      0.062w     10 calls
HF: Form F                          :      0.000u      0.000s      0.002w     10 calls
HF: Form D                          :      0.000u      0.000s      0.001w     10 calls
HF: DIIS                            :      0.800u      0.250s      0.896w      9 calls
HF: Form C                          :      0.183u      0.000s      0.119w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.383u      0.000s      0.238w      1 calls
| build grid                        :      0.317u      0.000s      0.196w      1 calls
| post-process grid                 :      0.067u      0.000s      0.042w      1 calls
DFH: sparsity prep                  :      0.067u      0.000s      0.037w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.025w      1 calls
DFH: initialize()                   :      2.317u      0.100s      1.450w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.017s      0.025w      2 calls
| DFH: AO Construction              :      0.600u      0.017s      0.376w      1 calls
| DFH: AO-Met. Contraction          :      1.417u      0.067s      0.892w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.020w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.006w      1 calls
HF: Guess                           :      0.033u      0.017s      0.059w      1 calls
| SAD Guess                         :      0.033u      0.017s      0.057w      1 calls
HF: Form G                          :     61.350u      8.717s     50.611w     10 calls
| RV: Form V                        :     55.533u      7.433s     45.403w     10 calls
| | Properties                      :     25.217u      7.050s     24.742w  22080 calls
| | Functional                      :      2.483u      0.017s      1.583w  22080 calls
| | V_xc                            :     27.617u      0.150s     18.901w  22080 calls
| JK: D                             :      0.000u      0.000s      0.001w     10 calls
| JK: USO2AO                        :      0.017u      0.000s      0.044w     10 calls
| JK: JK                            :      5.683u      1.283s      5.057w     10 calls
| | DFH: compute_JK()               :      5.683u      1.267s      5.019w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.817u      1.117s      1.555w     10 calls
| | | DFH: compute_K                :      4.833u      0.083s      3.389w     10 calls
| JK: AO2USO                        :      0.100u      0.000s      0.062w     10 calls
HF: Form F                          :      0.000u      0.000s      0.002w     10 calls
HF: Form D                          :      0.000u      0.000s      0.001w     10 calls
HF: DIIS                            :      0.800u      0.250s      0.896w      9 calls
HF: Form C                          :      0.183u      0.000s      0.119w      9 calls

**************************************************************************************
