
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:22:19 2026
Timers Off: Sun Aug  9 16:22:25 2026

Wall Time:        6.10 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.450u      0.000s      0.072w      1 calls
build grid                          :      0.400u      0.000s      0.040w      1 calls
post-process grid                   :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.025w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.033w     10 calls
DFH: initialize()                   :      2.233u      0.117s      0.291w      1 calls
DFH: AO Construction                :      0.650u      0.017s      0.050w      1 calls
DFH: AO-Met. Contraction            :      1.317u      0.050s      0.117w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.008w      1 calls
HF: Guess                           :      0.033u      0.033s      0.025w      1 calls
SAD Guess                           :      0.033u      0.033s      0.024w      1 calls
HF: Form G                          :     56.817u      0.250s      4.358w     11 calls
RV: Form V                          :     52.050u      0.200s      3.960w     11 calls
Properties                          :     12.935p                          24310 calls
Functional                          :      1.345p                          24310 calls
V_xc                                :     17.236p                          24310 calls
JK: D                               :      0.000u      0.000s      0.001w     11 calls
JK: USO2AO                          :      0.050u      0.000s      0.008w     11 calls
JK: JK                              :      4.517u      0.033s      0.368w     11 calls
DFH: compute_JK()                   :      4.517u      0.033s      0.367w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.700u      0.017s      0.053w     11 calls
DFH: compute_K                      :      3.817u      0.000s      0.291w     11 calls
JK: AO2USO                          :      0.083u      0.017s      0.013w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.500u      0.100s      0.323w     10 calls
HF: Form C                          :      0.167u      0.133s      0.111w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.450u      0.000s      0.072w      1 calls
| build grid                        :      0.400u      0.000s      0.040w      1 calls
| post-process grid                 :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.025w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.016w      1 calls
DFH: initialize()                   :      2.233u      0.117s      0.291w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.016w      9 calls
| DFH: AO Construction              :      0.650u      0.017s      0.050w      1 calls
| DFH: AO-Met. Contraction          :      1.317u      0.050s      0.117w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.008w      1 calls
HF: Guess                           :      0.033u      0.033s      0.025w      1 calls
| SAD Guess                         :      0.033u      0.033s      0.024w      1 calls
HF: Form G                          :     56.817u      0.250s      4.358w     11 calls
| RV: Form V                        :     52.050u      0.200s      3.960w     11 calls
| | Properties                      :     12.935p                          24310 calls
| | Functional                      :      1.345p                          24310 calls
| | V_xc                            :     17.236p                          24310 calls
| JK: D                             :      0.000u      0.000s      0.001w     11 calls
| JK: USO2AO                        :      0.050u      0.000s      0.008w     11 calls
| JK: JK                            :      4.517u      0.033s      0.368w     11 calls
| | DFH: compute_JK()               :      4.517u      0.033s      0.367w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.700u      0.017s      0.053w     11 calls
| | | DFH: compute_K                :      3.817u      0.000s      0.291w     11 calls
| JK: AO2USO                        :      0.083u      0.017s      0.013w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.500u      0.100s      0.323w     10 calls
HF: Form C                          :      0.167u      0.133s      0.111w     10 calls

**************************************************************************************
