
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:30:23 2026
Timers Off: Mon Aug 10 18:30:24 2026

Wall Time:        1.44 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.167u      0.017s      0.039w      1 calls
build grid                          :      0.150u      0.017s      0.020w      1 calls
post-process grid                   :      0.017u      0.000s      0.019w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.004w     10 calls
DFH: initialize()                   :      0.250u      0.050s      0.059w      1 calls
DFH: AO Construction                :      0.083u      0.000s      0.006w      1 calls
DFH: AO-Met. Contraction            :      0.083u      0.017s      0.007w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.017w      1 calls
SAD Guess                           :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :      6.183u      0.033s      0.479w     10 calls
RV: Form V                          :      5.883u      0.017s      0.450w     10 calls
Properties                          :      1.147p                          16280 calls
Functional                          :      0.553p                          16280 calls
V_xc                                :      1.873p                          16280 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     10 calls
JK: JK                              :      0.300u      0.017s      0.026w     10 calls
DFH: compute_JK()                   :      0.300u      0.017s      0.026w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.050u      0.000s      0.005w     10 calls
DFH: compute_K                      :      0.250u      0.000s      0.018w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.283u      0.050s      0.203w      9 calls
HF: Form C                          :      0.000u      0.000s      0.003w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.167u      0.017s      0.039w      1 calls
| build grid                        :      0.150u      0.017s      0.020w      1 calls
| post-process grid                 :      0.017u      0.000s      0.019w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.250u      0.050s      0.059w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      9 calls
| DFH: AO Construction              :      0.083u      0.000s      0.006w      1 calls
| DFH: AO-Met. Contraction          :      0.083u      0.017s      0.007w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.017w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :      6.183u      0.033s      0.479w     10 calls
| RV: Form V                        :      5.883u      0.017s      0.450w     10 calls
| | Properties                      :      1.147p                          16280 calls
| | Functional                      :      0.553p                          16280 calls
| | V_xc                            :      1.873p                          16280 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     10 calls
| JK: JK                            :      0.300u      0.017s      0.026w     10 calls
| | DFH: compute_JK()               :      0.300u      0.017s      0.026w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.050u      0.000s      0.005w     10 calls
| | | DFH: compute_K                :      0.250u      0.000s      0.018w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.283u      0.050s      0.203w      9 calls
HF: Form C                          :      0.000u      0.000s      0.003w      9 calls

**************************************************************************************
