
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 03:35:12 2026
Timers Off: Sun Aug  9 03:37:12 2026

Wall Time:      119.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      8.250u      0.017s      0.849w      1 calls
build grid                          :      7.983u      0.017s      0.675w      1 calls
post-process grid                   :      0.267u      0.000s      0.174w      1 calls
Libint2ERI::Libint2ERI              :      0.433u      0.000s      0.272w     10 calls
JK: (A|Q)^-1                        :      5.000u      0.933s      1.912w      1 calls
JK: (A|mn)                          :     15.517u      0.217s      1.181w      2 calls
JK: (Q|mn)                          :    109.517u      0.117s      8.583w      2 calls
JK: (Q|mn) Write                    :      0.017u      2.467s      1.480w      2 calls
HF: Form core H                     :      0.667u      0.000s      0.060w      1 calls
HF: Form S/X                        :      0.167u      0.100s      0.090w      1 calls
HF: Guess                           :      0.117u      0.050s      0.039w      1 calls
SAD Guess                           :      0.117u      0.050s      0.038w      1 calls
HF: Form G                          :   1263.033u     11.983s    101.263w     12 calls
RV: Form V                          :    873.250u      1.083s     65.774w     12 calls
Properties                          :    280.041p                          70776 calls
Functional                          :      4.601p                          70776 calls
V_xc                                :    240.242p                          70776 calls
JK: D                               :      0.017u      0.000s      0.004w     12 calls
JK: USO2AO                          :      1.233u      0.017s      0.106w     12 calls
JK: JK                              :    385.300u     10.850s     35.093w     12 calls
JK: (Q|mn) Read                     :      0.133u      8.700s      5.322w     25 calls
JK: J                               :     10.050u      0.017s      0.865w     25 calls
JK: J1                              :      5.150u      0.000s      0.428w     25 calls
JK: J2                              :      4.883u      0.017s      0.414w     25 calls
JK: K                               :    375.067u      1.317s     28.453w     25 calls
JK: K1                              :    245.283u      1.183s     18.647w     25 calls
JK: K2                              :    129.783u      0.133s      9.803w     25 calls
JK: AO2USO                          :      2.283u      0.017s      0.192w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.050u      0.000s      0.003w     12 calls
HF: DIIS                            :      1.333u      0.233s      0.489w     11 calls
HF: Form C                          :      2.667u      1.333s      1.445w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      8.250u      0.017s      0.849w      1 calls
| build grid                        :      7.983u      0.017s      0.675w      1 calls
| post-process grid                 :      0.267u      0.000s      0.174w      1 calls
Libint2ERI::Libint2ERI              :      0.433u      0.000s      0.271w      2 calls
JK: (A|Q)^-1                        :      5.000u      0.933s      1.912w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :     15.517u      0.217s      1.181w      2 calls
JK: (Q|mn)                          :    109.517u      0.117s      8.583w      2 calls
JK: (Q|mn) Write                    :      0.017u      2.467s      1.480w      2 calls
HF: Form core H                     :      0.667u      0.000s      0.060w      1 calls
HF: Form S/X                        :      0.167u      0.100s      0.090w      1 calls
HF: Guess                           :      0.117u      0.050s      0.039w      1 calls
| SAD Guess                         :      0.117u      0.050s      0.038w      1 calls
HF: Form G                          :   1263.033u     11.983s    101.263w     12 calls
| RV: Form V                        :    873.250u      1.083s     65.774w     12 calls
| | Properties                      :    280.041p                          70776 calls
| | Functional                      :      4.601p                          70776 calls
| | V_xc                            :    240.242p                          70776 calls
| JK: D                             :      0.017u      0.000s      0.004w     12 calls
| JK: USO2AO                        :      1.233u      0.017s      0.106w     12 calls
| JK: JK                            :    385.300u     10.850s     35.093w     12 calls
| | JK: (Q|mn) Read                 :      0.133u      8.700s      5.322w     25 calls
| | JK: J                           :     10.050u      0.017s      0.865w     25 calls
| | | JK: J1                        :      5.150u      0.000s      0.428w     25 calls
| | | JK: J2                        :      4.883u      0.017s      0.414w     25 calls
| | JK: K                           :    375.067u      1.317s     28.453w     25 calls
| | | JK: K1                        :    245.283u      1.183s     18.647w     25 calls
| | | JK: K2                        :    129.783u      0.133s      9.803w     25 calls
| JK: AO2USO                        :      2.283u      0.017s      0.192w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.050u      0.000s      0.003w     12 calls
HF: DIIS                            :      1.333u      0.233s      0.489w     11 calls
HF: Form C                          :      2.667u      1.333s      1.445w     11 calls

**************************************************************************************
