
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:32:04 2026
Timers Off: Mon Aug 10 18:32:06 2026

Wall Time:        2.63 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.450u      0.017s      0.071w      1 calls
build grid                          :      0.400u      0.017s      0.040w      1 calls
post-process grid                   :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.006w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.017s      0.008w     10 calls
DFH: initialize()                   :      0.800u      0.083s      0.156w      1 calls
DFH: AO Construction                :      0.217u      0.017s      0.018w      1 calls
DFH: AO-Met. Contraction            :      0.350u      0.017s      0.030w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.018w      1 calls
SAD Guess                           :      0.017u      0.033s      0.017w      1 calls
HF: Form G                          :     16.950u      0.083s      1.316w     10 calls
RV: Form V                          :     15.833u      0.083s      1.211w     10 calls
Properties                          :      3.418p                          22620 calls
Functional                          :      1.087p                          22620 calls
V_xc                                :      5.117p                          22620 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w     10 calls
JK: JK                              :      1.117u      0.000s      0.095w     10 calls
DFH: compute_JK()                   :      1.117u      0.000s      0.095w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.200u      0.000s      0.015w     10 calls
DFH: compute_K                      :      0.900u      0.000s      0.074w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.005w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.400u      0.083s      0.276w      9 calls
HF: Form C                          :      0.000u      0.000s      0.004w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.450u      0.017s      0.071w      1 calls
| build grid                        :      0.400u      0.017s      0.040w      1 calls
| post-process grid                 :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.006w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      1 calls
DFH: initialize()                   :      0.800u      0.083s      0.156w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.017s      0.004w      9 calls
| DFH: AO Construction              :      0.217u      0.017s      0.018w      1 calls
| DFH: AO-Met. Contraction          :      0.350u      0.017s      0.030w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.018w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.017w      1 calls
HF: Form G                          :     16.950u      0.083s      1.316w     10 calls
| RV: Form V                        :     15.833u      0.083s      1.211w     10 calls
| | Properties                      :      3.418p                          22620 calls
| | Functional                      :      1.087p                          22620 calls
| | V_xc                            :      5.117p                          22620 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.002w     10 calls
| JK: JK                            :      1.117u      0.000s      0.095w     10 calls
| | DFH: compute_JK()               :      1.117u      0.000s      0.095w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.200u      0.000s      0.015w     10 calls
| | | DFH: compute_K                :      0.900u      0.000s      0.074w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.005w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.400u      0.083s      0.276w      9 calls
HF: Form C                          :      0.000u      0.000s      0.004w      9 calls

**************************************************************************************
