
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:12:40 2026
Timers Off: Sun Aug  9 01:12:48 2026

Wall Time:        8.80 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.417u      0.017s      0.261w      1 calls
build grid                          :      0.350u      0.017s      0.215w      1 calls
post-process grid                   :      0.067u      0.000s      0.045w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.019w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.025w      3 calls
DFH: initialize()                   :      0.533u      0.033s      0.346w      1 calls
DFH: AO Construction                :      0.183u      0.017s      0.118w      1 calls
DFH: AO-Met. Contraction            :      0.233u      0.017s      0.160w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.014w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.033u      0.017s      0.062w      1 calls
SAD Guess                           :      0.033u      0.017s      0.059w      1 calls
HF: Form G                          :      7.550u      0.533s      4.869w      9 calls
RV: Form V                          :      7.150u      0.533s      4.624w      9 calls
Properties                          :      3.417u      0.383s      2.163w  14760 calls
Functional                          :      0.467u      0.000s      0.339w  14760 calls
V_xc                                :      3.217u      0.083s      2.098w  14760 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.017u      0.000s      0.002w      9 calls
JK: JK                              :      0.350u      0.000s      0.234w      9 calls
DFH: compute_JK()                   :      0.350u      0.000s      0.234w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.067u      0.000s      0.066w      9 calls
DFH: compute_K                      :      0.283u      0.000s      0.166w      9 calls
JK: AO2USO                          :      0.017u      0.000s      0.005w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.300u      0.083s      0.896w      8 calls
HF: Form C                          :      0.017u      0.000s      0.006w      8 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.417u      0.017s      0.261w      1 calls
| build grid                        :      0.350u      0.017s      0.215w      1 calls
| post-process grid                 :      0.067u      0.000s      0.045w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.019w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.013w      1 calls
DFH: initialize()                   :      0.533u      0.033s      0.346w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.011w      2 calls
| DFH: AO Construction              :      0.183u      0.017s      0.118w      1 calls
| DFH: AO-Met. Contraction          :      0.233u      0.017s      0.160w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.014w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.033u      0.017s      0.062w      1 calls
| SAD Guess                         :      0.033u      0.017s      0.059w      1 calls
HF: Form G                          :      7.550u      0.533s      4.869w      9 calls
| RV: Form V                        :      7.150u      0.533s      4.624w      9 calls
| | Properties                      :      3.417u      0.383s      2.163w  14760 calls
| | Functional                      :      0.467u      0.000s      0.339w  14760 calls
| | V_xc                            :      3.217u      0.083s      2.098w  14760 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.017u      0.000s      0.002w      9 calls
| JK: JK                            :      0.350u      0.000s      0.234w      9 calls
| | DFH: compute_JK()               :      0.350u      0.000s      0.234w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.067u      0.000s      0.066w      9 calls
| | | DFH: compute_K                :      0.283u      0.000s      0.166w      9 calls
| JK: AO2USO                        :      0.017u      0.000s      0.005w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.300u      0.083s      0.896w      8 calls
HF: Form C                          :      0.017u      0.000s      0.006w      8 calls

**************************************************************************************
