
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:15:05 2026
Timers Off: Sun Aug  9 01:16:21 2026

Wall Time:       75.53 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.183u      0.033s      0.859w      1 calls
build grid                          :      1.017u      0.033s      0.738w      1 calls
post-process grid                   :      0.167u      0.000s      0.121w      1 calls
DFH: sparsity prep                  :      0.133u      0.017s      0.096w      1 calls
Libint2ERI::Libint2ERI              :      0.167u      0.017s      0.117w      3 calls
DFH: initialize()                   :      3.883u      0.083s      2.440w      1 calls
DFH: AO Construction                :      1.017u      0.033s      0.635w      1 calls
DFH: AO-Met. Contraction            :      2.250u      0.033s      1.411w      1 calls
HF: Form core H                     :      0.050u      0.017s      0.033w      1 calls
HF: Form S/X                        :      0.067u      0.000s      0.050w      1 calls
HF: Guess                           :      0.100u      0.017s      0.091w      1 calls
SAD Guess                           :      0.100u      0.017s      0.088w      1 calls
HF: Form G                          :     45.850u      8.050s     63.707w     10 calls
RV: Form V                          :     41.767u      7.033s     58.667w     10 calls
Properties                          :     18.850u      6.550s     43.055w  23880 calls
Functional                          :      1.517u      0.067s      1.263w  23880 calls
V_xc                                :     21.283u      0.183s     14.207w  23880 calls
JK: D                               :      0.000u      0.000s      0.006w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     10 calls
JK: JK                              :      4.083u      0.983s      4.994w     10 calls
DFH: compute_JK()                   :      4.083u      0.983s      4.977w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.617u      0.867s      2.394w     10 calls
DFH: compute_K                      :      3.467u      0.083s      2.520w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.011w     10 calls
HF: Form D                          :      0.000u      0.000s      0.002w     10 calls
HF: DIIS                            :      1.100u      0.283s      1.689w      9 calls
HF: Form C                          :      0.283u      0.000s      0.218w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.183u      0.033s      0.859w      1 calls
| build grid                        :      1.017u      0.033s      0.738w      1 calls
| post-process grid                 :      0.167u      0.000s      0.121w      1 calls
DFH: sparsity prep                  :      0.133u      0.017s      0.096w      1 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.017s      0.071w      1 calls
DFH: initialize()                   :      3.883u      0.083s      2.440w      1 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.000s      0.047w      2 calls
| DFH: AO Construction              :      1.017u      0.033s      0.635w      1 calls
| DFH: AO-Met. Contraction          :      2.250u      0.033s      1.411w      1 calls
HF: Form core H                     :      0.050u      0.017s      0.033w      1 calls
HF: Form S/X                        :      0.067u      0.000s      0.050w      1 calls
HF: Guess                           :      0.100u      0.017s      0.091w      1 calls
| SAD Guess                         :      0.100u      0.017s      0.088w      1 calls
HF: Form G                          :     45.850u      8.050s     63.707w     10 calls
| RV: Form V                        :     41.767u      7.033s     58.667w     10 calls
| | Properties                      :     18.850u      6.550s     43.055w  23880 calls
| | Functional                      :      1.517u      0.067s      1.263w  23880 calls
| | V_xc                            :     21.283u      0.183s     14.207w  23880 calls
| JK: D                             :      0.000u      0.000s      0.006w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :      4.083u      0.983s      4.994w     10 calls
| | DFH: compute_JK()               :      4.083u      0.983s      4.977w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.617u      0.867s      2.394w     10 calls
| | | DFH: compute_K                :      3.467u      0.083s      2.520w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.011w     10 calls
HF: Form D                          :      0.000u      0.000s      0.002w     10 calls
HF: DIIS                            :      1.100u      0.283s      1.689w      9 calls
HF: Form C                          :      0.283u      0.000s      0.218w      9 calls

**************************************************************************************
