
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 09:50:23 2026
Timers Off: Sun Aug  9 09:53:11 2026

Wall Time:      168.30 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      5.483u      0.033s      0.591w      1 calls
build grid                          :      5.267u      0.033s      0.452w      1 calls
post-process grid                   :      0.217u      0.000s      0.139w      1 calls
DFH: sparsity prep                  :      0.550u      0.000s      0.336w      1 calls
Libint2ERI::Libint2ERI              :      1.100u      0.017s      0.661w     11 calls
JK: (A|Q)^-1                        :     10.100u      4.867s      4.002w      1 calls
JK: (A|mn)                          :     22.017u      0.267s      1.679w      3 calls
JK: (Q|mn)                          :    198.383u      0.250s     15.362w      3 calls
JK: (Q|mn) Write                    :      0.000u      2.817s      1.690w      3 calls
HF: Form core H                     :      0.600u      0.017s      0.054w      1 calls
HF: Form S/X                        :      0.900u      0.117s      0.335w      1 calls
HF: Guess                           :      0.250u      0.100s      0.078w      1 calls
SAD Guess                           :      0.250u      0.100s      0.076w      1 calls
HF: Form G                          :   1603.317u     23.700s    134.624w     13 calls
RV: Form V                          :    768.500u      2.517s     59.551w     13 calls
Properties                          :    253.858p                          67873 calls
Functional                          :      4.606p                          67873 calls
V_xc                                :    217.382p                          67873 calls
JK: D                               :      0.200u      0.000s      0.021w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.003w     13 calls
JK: JK                              :    834.600u     21.183s     75.029w     13 calls
JK: (Q|mn) Read                     :      0.267u     14.400s      9.163w     52 calls
JK: J                               :     15.783u      0.533s      1.533w     52 calls
JK: J1                              :      8.150u      0.533s      0.789w     52 calls
JK: J2                              :      7.450u      0.000s      0.681w     52 calls
JK: K                               :    818.517u      4.967s     63.536w     52 calls
JK: K1                              :    446.050u      3.067s     34.774w     52 calls
JK: K2                              :    372.467u      1.900s     28.753w     52 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.017s      0.005w     13 calls
HF: Form D                          :      0.150u      0.017s      0.014w     13 calls
HF: DIIS                            :      5.583u      0.517s      1.152w     12 calls
HF: Form C                          :     13.617u      2.117s      5.421w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      5.483u      0.033s      0.591w      1 calls
| build grid                        :      5.267u      0.033s      0.452w      1 calls
| post-process grid                 :      0.217u      0.000s      0.139w      1 calls
DFH: sparsity prep                  :      0.550u      0.000s      0.336w      1 calls
| Libint2ERI::Libint2ERI            :      0.367u      0.000s      0.221w      1 calls
Libint2ERI::Libint2ERI              :      0.733u      0.000s      0.439w      2 calls
JK: (A|Q)^-1                        :     10.100u      4.867s      4.002w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.001w      8 calls
JK: (A|mn)                          :     22.017u      0.267s      1.679w      3 calls
JK: (Q|mn)                          :    198.383u      0.250s     15.362w      3 calls
JK: (Q|mn) Write                    :      0.000u      2.817s      1.690w      3 calls
HF: Form core H                     :      0.600u      0.017s      0.054w      1 calls
HF: Form S/X                        :      0.900u      0.117s      0.335w      1 calls
HF: Guess                           :      0.250u      0.100s      0.078w      1 calls
| SAD Guess                         :      0.250u      0.100s      0.076w      1 calls
HF: Form G                          :   1603.317u     23.700s    134.624w     13 calls
| RV: Form V                        :    768.500u      2.517s     59.551w     13 calls
| | Properties                      :    253.858p                          67873 calls
| | Functional                      :      4.606p                          67873 calls
| | V_xc                            :    217.382p                          67873 calls
| JK: D                             :      0.200u      0.000s      0.021w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.003w     13 calls
| JK: JK                            :    834.600u     21.183s     75.029w     13 calls
| | JK: (Q|mn) Read                 :      0.267u     14.400s      9.163w     52 calls
| | JK: J                           :     15.783u      0.533s      1.533w     52 calls
| | | JK: J1                        :      8.150u      0.533s      0.789w     52 calls
| | | JK: J2                        :      7.450u      0.000s      0.681w     52 calls
| | JK: K                           :    818.517u      4.967s     63.536w     52 calls
| | | JK: K1                        :    446.050u      3.067s     34.774w     52 calls
| | | JK: K2                        :    372.467u      1.900s     28.753w     52 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.017s      0.005w     13 calls
HF: Form D                          :      0.150u      0.017s      0.014w     13 calls
HF: DIIS                            :      5.583u      0.517s      1.152w     12 calls
HF: Form C                          :     13.617u      2.117s      5.421w     12 calls

**************************************************************************************
