
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:37:12 2026
Timers Off: Mon Aug 10 18:37:13 2026

Wall Time:        1.34 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.167u      0.000s      0.039w      1 calls
build grid                          :      0.150u      0.000s      0.020w      1 calls
post-process grid                   :      0.017u      0.000s      0.019w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.004w     10 calls
DFH: initialize()                   :      0.250u      0.033s      0.057w      1 calls
DFH: AO Construction                :      0.083u      0.000s      0.006w      1 calls
DFH: AO-Met. Contraction            :      0.083u      0.000s      0.007w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.016w      1 calls
SAD Guess                           :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :      5.250u      0.017s      0.404w      9 calls
RV: Form V                          :      5.033u      0.017s      0.380w      9 calls
Properties                          :      0.958p                          15066 calls
Functional                          :      0.496p                          15066 calls
V_xc                                :      1.564p                          15066 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.217u      0.000s      0.021w      9 calls
DFH: compute_JK()                   :      0.217u      0.000s      0.021w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.033u      0.000s      0.004w      9 calls
DFH: compute_K                      :      0.183u      0.000s      0.015w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.283u      0.067s      0.199w      8 calls
HF: Form C                          :      0.000u      0.000s      0.002w      8 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.167u      0.000s      0.039w      1 calls
| build grid                        :      0.150u      0.000s      0.020w      1 calls
| post-process grid                 :      0.017u      0.000s      0.019w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.250u      0.033s      0.057w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      9 calls
| DFH: AO Construction              :      0.083u      0.000s      0.006w      1 calls
| DFH: AO-Met. Contraction          :      0.083u      0.000s      0.007w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.016w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :      5.250u      0.017s      0.404w      9 calls
| RV: Form V                        :      5.033u      0.017s      0.380w      9 calls
| | Properties                      :      0.958p                          15066 calls
| | Functional                      :      0.496p                          15066 calls
| | V_xc                            :      1.564p                          15066 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.217u      0.000s      0.021w      9 calls
| | DFH: compute_JK()               :      0.217u      0.000s      0.021w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.033u      0.000s      0.004w      9 calls
| | | DFH: compute_K                :      0.183u      0.000s      0.015w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.283u      0.067s      0.199w      8 calls
HF: Form C                          :      0.000u      0.000s      0.002w      8 calls

**************************************************************************************
