
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:21:10 2026
Timers Off: Sun Aug  9 12:22:29 2026

Wall Time:       79.18 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      4.033u      0.033s      0.463w      1 calls
build grid                          :      3.833u      0.017s      0.331w      1 calls
post-process grid                   :      0.200u      0.017s      0.132w      1 calls
DFH: sparsity prep                  :      0.267u      0.000s      0.154w      1 calls
Libint2ERI::Libint2ERI              :      0.500u      0.000s      0.304w     11 calls
JK: (A|Q)^-1                        :      3.583u      0.533s      1.274w      1 calls
JK: (A|mn)                          :     11.733u      0.300s      0.919w      1 calls
JK: (Q|mn)                          :     65.250u      0.267s      5.466w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.833s      1.292w      1 calls
HF: Form core H                     :      0.317u      0.017s      0.032w      1 calls
HF: Form S/X                        :      0.367u      0.083s      0.144w      1 calls
HF: Guess                           :      0.100u      0.050s      0.043w      1 calls
SAD Guess                           :      0.100u      0.050s      0.041w      1 calls
HF: Form G                          :    752.400u     10.483s     64.365w     13 calls
RV: Form V                          :    512.833u      1.433s     40.379w     13 calls
Properties                          :    174.803p                          62621 calls
Functional                          :      4.471p                          62621 calls
V_xc                                :    143.214p                          62621 calls
JK: D                               :      0.083u      0.000s      0.009w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    239.450u      9.033s     23.966w     13 calls
JK: (Q|mn) Read                     :      0.083u      5.967s      3.632w     26 calls
JK: J                               :      5.917u      0.017s      0.592w     26 calls
JK: J1                              :      2.900u      0.017s      0.281w     26 calls
JK: J2                              :      3.000u      0.000s      0.294w     26 calls
JK: K                               :    233.400u      1.700s     18.944w     26 calls
JK: K1                              :    149.733u      1.383s     12.310w     26 calls
JK: K2                              :     83.667u      0.317s      6.631w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.003w     13 calls
HF: Form D                          :      0.000u      0.000s      0.006w     13 calls
HF: DIIS                            :      2.500u      0.317s      0.669w     12 calls
HF: Form C                          :      6.067u      1.533s      2.741w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      4.033u      0.033s      0.463w      1 calls
| build grid                        :      3.833u      0.017s      0.331w      1 calls
| post-process grid                 :      0.200u      0.017s      0.132w      1 calls
DFH: sparsity prep                  :      0.267u      0.000s      0.154w      1 calls
| Libint2ERI::Libint2ERI            :      0.167u      0.000s      0.102w      1 calls
Libint2ERI::Libint2ERI              :      0.333u      0.000s      0.201w      2 calls
JK: (A|Q)^-1                        :      3.583u      0.533s      1.274w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :     11.733u      0.300s      0.919w      1 calls
JK: (Q|mn)                          :     65.250u      0.267s      5.466w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.833s      1.292w      1 calls
HF: Form core H                     :      0.317u      0.017s      0.032w      1 calls
HF: Form S/X                        :      0.367u      0.083s      0.144w      1 calls
HF: Guess                           :      0.100u      0.050s      0.043w      1 calls
| SAD Guess                         :      0.100u      0.050s      0.041w      1 calls
HF: Form G                          :    752.400u     10.483s     64.365w     13 calls
| RV: Form V                        :    512.833u      1.433s     40.379w     13 calls
| | Properties                      :    174.803p                          62621 calls
| | Functional                      :      4.471p                          62621 calls
| | V_xc                            :    143.214p                          62621 calls
| JK: D                             :      0.083u      0.000s      0.009w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    239.450u      9.033s     23.966w     13 calls
| | JK: (Q|mn) Read                 :      0.083u      5.967s      3.632w     26 calls
| | JK: J                           :      5.917u      0.017s      0.592w     26 calls
| | | JK: J1                        :      2.900u      0.017s      0.281w     26 calls
| | | JK: J2                        :      3.000u      0.000s      0.294w     26 calls
| | JK: K                           :    233.400u      1.700s     18.944w     26 calls
| | | JK: K1                        :    149.733u      1.383s     12.310w     26 calls
| | | JK: K2                        :     83.667u      0.317s      6.631w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.003w     13 calls
HF: Form D                          :      0.000u      0.000s      0.006w     13 calls
HF: DIIS                            :      2.500u      0.317s      0.669w     12 calls
HF: Form C                          :      6.067u      1.533s      2.741w     12 calls

**************************************************************************************
