
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:35:24 2026
Timers Off: Mon Aug 10 19:36:02 2026

Wall Time:       38.04 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      5.833u      0.033s      0.632w      1 calls
build grid                          :      5.583u      0.033s      0.481w      1 calls
post-process grid                   :      0.250u      0.000s      0.151w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.046w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.062w     10 calls
DFH: initialize()                   :     47.867u      2.067s      7.452w      1 calls
DFH: AO Construction                :      7.150u      0.050s      1.314w     28 calls
DFH: AO-Met. Contraction            :     34.617u      1.733s      3.703w     28 calls
HF: Form core H                     :      0.333u      0.000s      0.031w      1 calls
HF: Form S/X                        :      0.217u      0.100s      0.106w      1 calls
HF: Guess                           :      0.117u      0.167s      0.092w      1 calls
SAD Guess                           :      0.117u      0.167s      0.090w      1 calls
HF: Form G                          :    331.283u      2.067s     26.715w     12 calls
RV: Form V                          :    229.683u      0.967s     18.168w     12 calls
Properties                          :     83.035p                          62460 calls
Functional                          :      4.654p                          62460 calls
V_xc                                :     57.412p                          62460 calls
JK: D                               :      0.067u      0.000s      0.004w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :    101.500u      1.100s      8.537w     12 calls
DFH: compute_JK()                   :    101.483u      1.100s      8.536w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      4.767u      0.033s      0.376w     24 calls
DFH: compute_K                      :     96.483u      0.400s      7.676w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.004w     12 calls
HF: DIIS                            :      1.233u      0.200s      0.542w     11 calls
HF: Form C                          :      2.067u      0.950s      1.099w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      5.833u      0.033s      0.632w      1 calls
| build grid                        :      5.583u      0.033s      0.481w      1 calls
| post-process grid                 :      0.250u      0.000s      0.151w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.046w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.031w      1 calls
DFH: initialize()                   :     47.867u      2.067s      7.452w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.031w      9 calls
| DFH: AO Construction              :      7.150u      0.050s      1.314w     28 calls
| DFH: AO-Met. Contraction          :     34.617u      1.733s      3.703w     28 calls
HF: Form core H                     :      0.333u      0.000s      0.031w      1 calls
HF: Form S/X                        :      0.217u      0.100s      0.106w      1 calls
HF: Guess                           :      0.117u      0.167s      0.092w      1 calls
| SAD Guess                         :      0.117u      0.167s      0.090w      1 calls
HF: Form G                          :    331.283u      2.067s     26.715w     12 calls
| RV: Form V                        :    229.683u      0.967s     18.168w     12 calls
| | Properties                      :     83.035p                          62460 calls
| | Functional                      :      4.654p                          62460 calls
| | V_xc                            :     57.412p                          62460 calls
| JK: D                             :      0.067u      0.000s      0.004w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :    101.500u      1.100s      8.537w     12 calls
| | DFH: compute_JK()               :    101.483u      1.100s      8.536w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      4.767u      0.033s      0.376w     24 calls
| | | DFH: compute_K                :     96.483u      0.400s      7.676w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.004w     12 calls
HF: DIIS                            :      1.233u      0.200s      0.542w     11 calls
HF: Form C                          :      2.067u      0.950s      1.099w     11 calls

**************************************************************************************
