
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:27:00 2026
Timers Off: Mon Aug 10 19:30:20 2026

Wall Time:      199.88 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :     58.033u      0.117s      5.051w      1 calls
build grid                          :     57.167u      0.100s      4.521w      1 calls
post-process grid                   :      0.867u      0.017s      0.530w      1 calls
Libint2ERI::Libint2ERI              :      0.233u      0.017s      0.155w     10 calls
JK: (A|Q)^-1                        :     29.317u      4.967s     11.346w      1 calls
JK: (A|mn)                          :     27.817u      0.700s      2.168w      2 calls
JK: (Q|mn)                          :    184.617u      0.633s     14.879w      2 calls
JK: (Q|mn) Write                    :      0.017u      2.783s      4.465w      2 calls
HF: Form core H                     :      0.983u      0.000s      0.084w      1 calls
HF: Form S/X                        :      0.133u      0.083s      0.071w      1 calls
HF: Guess                           :      0.083u      0.033s      0.034w      1 calls
SAD Guess                           :      0.083u      0.033s      0.033w      1 calls
HF: Form G                          :   1729.050u     31.183s    157.102w     13 calls
RV: Form V                          :    843.167u      4.383s     71.763w     13 calls
Properties                          :    321.928p                         128089 calls
Functional                          :     10.475p                         128089 calls
V_xc                                :    240.217p                         128089 calls
JK: D                               :      0.033u      0.017s      0.006w     13 calls
JK: USO2AO                          :      1.167u      0.000s      0.111w     13 calls
JK: JK                              :    881.917u     26.700s     84.953w     13 calls
JK: (Q|mn) Read                     :      0.183u     13.867s      9.215w     40 calls
JK: J                               :     13.050u      0.517s      1.267w     40 calls
JK: J1                              :      6.767u      0.467s      0.673w     40 calls
JK: J2                              :      6.200u      0.033s      0.560w     40 calls
JK: K                               :    868.617u      7.017s     71.219w     40 calls
JK: K1                              :    427.567u      4.300s     33.645w     40 calls
JK: K2                              :    441.050u      2.717s     37.569w     40 calls
JK: AO2USO                          :      1.950u      0.033s      0.181w     13 calls
HF: Form F                          :      0.017u      0.017s      0.003w     13 calls
HF: Form D                          :      0.033u      0.000s      0.004w     13 calls
HF: DIIS                            :      1.100u      0.317s      0.608w     12 calls
HF: Form C                          :      2.233u      1.117s      1.227w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :     58.033u      0.117s      5.051w      1 calls
| build grid                        :     57.167u      0.100s      4.521w      1 calls
| post-process grid                 :      0.867u      0.017s      0.530w      1 calls
Libint2ERI::Libint2ERI              :      0.233u      0.017s      0.153w      2 calls
JK: (A|Q)^-1                        :     29.317u      4.967s     11.346w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      8 calls
JK: (A|mn)                          :     27.817u      0.700s      2.168w      2 calls
JK: (Q|mn)                          :    184.617u      0.633s     14.879w      2 calls
JK: (Q|mn) Write                    :      0.017u      2.783s      4.465w      2 calls
HF: Form core H                     :      0.983u      0.000s      0.084w      1 calls
HF: Form S/X                        :      0.133u      0.083s      0.071w      1 calls
HF: Guess                           :      0.083u      0.033s      0.034w      1 calls
| SAD Guess                         :      0.083u      0.033s      0.033w      1 calls
HF: Form G                          :   1729.050u     31.183s    157.102w     13 calls
| RV: Form V                        :    843.167u      4.383s     71.763w     13 calls
| | Properties                      :    321.928p                         128089 calls
| | Functional                      :     10.475p                         128089 calls
| | V_xc                            :    240.217p                         128089 calls
| JK: D                             :      0.033u      0.017s      0.006w     13 calls
| JK: USO2AO                        :      1.167u      0.000s      0.111w     13 calls
| JK: JK                            :    881.917u     26.700s     84.953w     13 calls
| | JK: (Q|mn) Read                 :      0.183u     13.867s      9.215w     40 calls
| | JK: J                           :     13.050u      0.517s      1.267w     40 calls
| | | JK: J1                        :      6.767u      0.467s      0.673w     40 calls
| | | JK: J2                        :      6.200u      0.033s      0.560w     40 calls
| | JK: K                           :    868.617u      7.017s     71.219w     40 calls
| | | JK: K1                        :    427.567u      4.300s     33.645w     40 calls
| | | JK: K2                        :    441.050u      2.717s     37.569w     40 calls
| JK: AO2USO                        :      1.950u      0.033s      0.181w     13 calls
HF: Form F                          :      0.017u      0.017s      0.003w     13 calls
HF: Form D                          :      0.033u      0.000s      0.004w     13 calls
HF: DIIS                            :      1.100u      0.317s      0.608w     12 calls
HF: Form C                          :      2.233u      1.117s      1.227w     12 calls

**************************************************************************************
