
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 20:06:14 2026
Timers Off: Mon Aug 10 20:09:47 2026

Wall Time:      212.82 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :     78.233u      0.200s      7.234w      1 calls
build grid                          :     76.967u      0.167s      6.450w      1 calls
post-process grid                   :      1.267u      0.033s      0.784w      1 calls
Libint2ERI::Libint2ERI              :      0.300u      0.033s      0.205w     10 calls
JK: (A|Q)^-1                        :     52.617u      2.600s     18.086w      1 calls
JK: (A|mn)                          :     25.717u      0.667s      2.333w      2 calls
JK: (Q|mn)                          :    231.583u      1.500s     21.006w      2 calls
JK: (Q|mn) Write                    :      0.017u      1.417s      1.215w      2 calls
HF: Form core H                     :      1.467u      0.000s      0.119w      1 calls
HF: Form S/X                        :      0.800u      0.133s      0.330w      1 calls
HF: Guess                           :      0.167u      0.067s      0.056w      1 calls
SAD Guess                           :      0.167u      0.067s      0.054w      1 calls
HF: Form G                          :   1538.667u     29.217s    153.390w     12 calls
RV: Form V                          :    524.900u      3.617s     50.460w     12 calls
Properties                          :    236.325p                         139680 calls
Functional                          :     14.363p                         139680 calls
V_xc                                :    150.260p                         139680 calls
JK: D                               :      0.217u      0.000s      0.027w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w     12 calls
JK: JK                              :   1013.450u     25.583s    102.881w     12 calls
JK: (Q|mn) Read                     :      0.150u     10.383s      6.539w     37 calls
JK: J                               :      9.617u      0.417s      0.933w     37 calls
JK: J1                              :      5.150u      0.383s      0.499w     37 calls
JK: J2                              :      4.467u      0.033s      0.406w     37 calls
JK: K                               :   1003.617u     10.683s     93.024w     37 calls
JK: K1                              :    316.100u      5.217s     29.232w     37 calls
JK: K2                              :    687.517u      5.433s     63.786w     37 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.083u      0.000s      0.010w     12 calls
HF: Form D                          :      0.067u      0.000s      0.012w     12 calls
HF: DIIS                            :      3.867u      0.417s      1.013w     11 calls
HF: Form C                          :     10.200u      1.700s      4.522w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :     78.233u      0.200s      7.234w      1 calls
| build grid                        :     76.967u      0.167s      6.450w      1 calls
| post-process grid                 :      1.267u      0.033s      0.784w      1 calls
Libint2ERI::Libint2ERI              :      0.300u      0.017s      0.203w      2 calls
JK: (A|Q)^-1                        :     52.617u      2.600s     18.086w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.002w      8 calls
JK: (A|mn)                          :     25.717u      0.667s      2.333w      2 calls
JK: (Q|mn)                          :    231.583u      1.500s     21.006w      2 calls
JK: (Q|mn) Write                    :      0.017u      1.417s      1.215w      2 calls
HF: Form core H                     :      1.467u      0.000s      0.119w      1 calls
HF: Form S/X                        :      0.800u      0.133s      0.330w      1 calls
HF: Guess                           :      0.167u      0.067s      0.056w      1 calls
| SAD Guess                         :      0.167u      0.067s      0.054w      1 calls
HF: Form G                          :   1538.667u     29.217s    153.390w     12 calls
| RV: Form V                        :    524.900u      3.617s     50.460w     12 calls
| | Properties                      :    236.325p                         139680 calls
| | Functional                      :     14.363p                         139680 calls
| | V_xc                            :    150.260p                         139680 calls
| JK: D                             :      0.217u      0.000s      0.027w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.002w     12 calls
| JK: JK                            :   1013.450u     25.583s    102.881w     12 calls
| | JK: (Q|mn) Read                 :      0.150u     10.383s      6.539w     37 calls
| | JK: J                           :      9.617u      0.417s      0.933w     37 calls
| | | JK: J1                        :      5.150u      0.383s      0.499w     37 calls
| | | JK: J2                        :      4.467u      0.033s      0.406w     37 calls
| | JK: K                           :   1003.617u     10.683s     93.024w     37 calls
| | | JK: K1                        :    316.100u      5.217s     29.232w     37 calls
| | | JK: K2                        :    687.517u      5.433s     63.786w     37 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.083u      0.000s      0.010w     12 calls
HF: Form D                          :      0.067u      0.000s      0.012w     12 calls
HF: DIIS                            :      3.867u      0.417s      1.013w     11 calls
HF: Form C                          :     10.200u      1.700s      4.522w     11 calls

**************************************************************************************
