
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:09:02 2026
Timers Off: Sun Aug  9 16:09:27 2026

Wall Time:       25.16 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.333u      0.017s      0.288w      1 calls
build grid                          :      2.200u      0.017s      0.202w      1 calls
post-process grid                   :      0.133u      0.000s      0.086w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.091w      1 calls
Libint2ERI::Libint2ERI              :      0.200u      0.000s      0.121w     10 calls
DFH: initialize()                   :     18.433u      2.417s      2.832w      1 calls
DFH: AO Construction                :      3.133u      0.000s      0.683w     30 calls
DFH: AO-Met. Contraction            :     13.717u      2.283s      1.493w     30 calls
HF: Form core H                     :      0.167u      0.000s      0.016w      1 calls
HF: Form S/X                        :      0.167u      0.067s      0.078w      1 calls
HF: Guess                           :      0.067u      0.050s      0.037w      1 calls
SAD Guess                           :      0.067u      0.050s      0.036w      1 calls
HF: Form G                          :    251.533u      0.767s     19.265w     11 calls
RV: Form V                          :    205.617u      0.433s     15.605w     11 calls
Properties                          :     67.556p                          42416 calls
Functional                          :      2.309p                          42416 calls
V_xc                                :     54.780p                          42416 calls
JK: D                               :      0.000u      0.000s      0.003w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     11 calls
JK: JK                              :     45.917u      0.333s      3.652w     11 calls
DFH: compute_JK()                   :     45.917u      0.333s      3.652w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      4.083u      0.033s      0.316w     22 calls
DFH: compute_K                      :     41.750u      0.100s      3.193w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.050u      0.000s      0.002w     11 calls
HF: DIIS                            :      1.083u      0.133s      0.377w     10 calls
HF: Form C                          :      2.250u      0.817s      1.118w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.333u      0.017s      0.288w      1 calls
| build grid                        :      2.200u      0.017s      0.202w      1 calls
| post-process grid                 :      0.133u      0.000s      0.086w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.091w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.060w      1 calls
DFH: initialize()                   :     18.433u      2.417s      2.832w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.061w      9 calls
| DFH: AO Construction              :      3.133u      0.000s      0.683w     30 calls
| DFH: AO-Met. Contraction          :     13.717u      2.283s      1.493w     30 calls
HF: Form core H                     :      0.167u      0.000s      0.016w      1 calls
HF: Form S/X                        :      0.167u      0.067s      0.078w      1 calls
HF: Guess                           :      0.067u      0.050s      0.037w      1 calls
| SAD Guess                         :      0.067u      0.050s      0.036w      1 calls
HF: Form G                          :    251.533u      0.767s     19.265w     11 calls
| RV: Form V                        :    205.617u      0.433s     15.605w     11 calls
| | Properties                      :     67.556p                          42416 calls
| | Functional                      :      2.309p                          42416 calls
| | V_xc                            :     54.780p                          42416 calls
| JK: D                             :      0.000u      0.000s      0.003w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     11 calls
| JK: JK                            :     45.917u      0.333s      3.652w     11 calls
| | DFH: compute_JK()               :     45.917u      0.333s      3.652w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      4.083u      0.033s      0.316w     22 calls
| | | DFH: compute_K                :     41.750u      0.100s      3.193w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.050u      0.000s      0.002w     11 calls
HF: DIIS                            :      1.083u      0.133s      0.377w     10 calls
HF: Form C                          :      2.250u      0.817s      1.118w     10 calls

**************************************************************************************
