
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:55:36 2026
Timers Off: Sun Aug  9 12:55:46 2026

Wall Time:        9.37 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.817u      0.000s      0.121w      1 calls
build grid                          :      0.750u      0.000s      0.075w      1 calls
post-process grid                   :      0.067u      0.000s      0.046w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.047w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.062w     10 calls
DFH: initialize()                   :      6.317u      1.517s      1.203w      1 calls
DFH: AO Construction                :      1.083u      0.017s      0.260w     23 calls
DFH: AO-Met. Contraction            :      4.300u      1.400s      0.541w     23 calls
HF: Form core H                     :      0.067u      0.017s      0.009w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.050u      0.017s      0.023w      1 calls
SAD Guess                           :      0.050u      0.017s      0.022w      1 calls
HF: Form G                          :     84.417u      0.483s      6.735w      9 calls
RV: Form V                          :     68.000u      0.283s      5.359w      9 calls
Properties                          :     20.846p                          25488 calls
Functional                          :      1.557p                          25488 calls
V_xc                                :     20.298p                          25488 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.100u      0.000s      0.011w      9 calls
JK: JK                              :     16.100u      0.150s      1.329w      9 calls
DFH: compute_JK()                   :     16.100u      0.150s      1.328w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     18 calls
DFH: compute_J                      :      1.417u      0.033s      0.112w     18 calls
DFH: compute_K                      :     14.650u      0.017s      1.150w     18 calls
JK: AO2USO                          :      0.183u      0.033s      0.024w      9 calls
HF: Form F                          :      0.000u      0.000s      0.001w      9 calls
HF: Form D                          :      0.017u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.350u      0.083s      0.282w      8 calls
HF: Form C                          :      0.067u      0.000s      0.030w      8 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.817u      0.000s      0.121w      1 calls
| build grid                        :      0.750u      0.000s      0.075w      1 calls
| post-process grid                 :      0.067u      0.000s      0.046w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.047w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.031w      1 calls
DFH: initialize()                   :      6.317u      1.517s      1.203w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.031w      9 calls
| DFH: AO Construction              :      1.083u      0.017s      0.260w     23 calls
| DFH: AO-Met. Contraction          :      4.300u      1.400s      0.541w     23 calls
HF: Form core H                     :      0.067u      0.017s      0.009w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.050u      0.017s      0.023w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.022w      1 calls
HF: Form G                          :     84.417u      0.483s      6.735w      9 calls
| RV: Form V                        :     68.000u      0.283s      5.359w      9 calls
| | Properties                      :     20.846p                          25488 calls
| | Functional                      :      1.557p                          25488 calls
| | V_xc                            :     20.298p                          25488 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.100u      0.000s      0.011w      9 calls
| JK: JK                            :     16.100u      0.150s      1.329w      9 calls
| | DFH: compute_JK()               :     16.100u      0.150s      1.328w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     18 calls
| | | DFH: compute_J                :      1.417u      0.033s      0.112w     18 calls
| | | DFH: compute_K                :     14.650u      0.017s      1.150w     18 calls
| JK: AO2USO                        :      0.183u      0.033s      0.024w      9 calls
HF: Form F                          :      0.000u      0.000s      0.001w      9 calls
HF: Form D                          :      0.017u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.350u      0.083s      0.282w      8 calls
HF: Form C                          :      0.067u      0.000s      0.030w      8 calls

**************************************************************************************
