
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:55:11 2026
Timers Off: Sun Aug  9 12:55:18 2026

Wall Time:        6.89 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.733u      0.000s      0.106w      1 calls
build grid                          :      0.667u      0.000s      0.065w      1 calls
post-process grid                   :      0.067u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.067u      0.000s      0.035w      1 calls
Libint2ERI::Libint2ERI              :      0.083u      0.000s      0.046w     10 calls
DFH: initialize()                   :      3.817u      0.967s      0.766w      1 calls
DFH: AO Construction                :      0.717u      0.000s      0.175w     21 calls
DFH: AO-Met. Contraction            :      2.450u      0.883s      0.315w     21 calls
HF: Form core H                     :      0.050u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.050u      0.033s      0.026w      1 calls
SAD Guess                           :      0.050u      0.033s      0.026w      1 calls
HF: Form G                          :     60.067u      0.417s      4.854w     10 calls
RV: Form V                          :     50.067u      0.283s      3.998w     10 calls
Properties                          :     15.795p                          27200 calls
Functional                          :      1.476p                          27200 calls
V_xc                                :     14.456p                          27200 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.067u      0.017s      0.010w     10 calls
JK: JK                              :      9.783u      0.083s      0.820w     10 calls
DFH: compute_JK()                   :      9.783u      0.083s      0.820w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     20 calls
DFH: compute_J                      :      1.017u      0.017s      0.085w     20 calls
DFH: compute_K                      :      8.750u      0.033s      0.692w     20 calls
JK: AO2USO                          :      0.117u      0.017s      0.016w     10 calls
HF: Form F                          :      0.000u      0.017s      0.001w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.300u      0.100s      0.238w      9 calls
HF: Form C                          :      0.117u      0.000s      0.025w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.733u      0.000s      0.106w      1 calls
| build grid                        :      0.667u      0.000s      0.065w      1 calls
| post-process grid                 :      0.067u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.067u      0.000s      0.035w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.023w      1 calls
DFH: initialize()                   :      3.817u      0.967s      0.766w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.023w      9 calls
| DFH: AO Construction              :      0.717u      0.000s      0.175w     21 calls
| DFH: AO-Met. Contraction          :      2.450u      0.883s      0.315w     21 calls
HF: Form core H                     :      0.050u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.050u      0.033s      0.026w      1 calls
| SAD Guess                         :      0.050u      0.033s      0.026w      1 calls
HF: Form G                          :     60.067u      0.417s      4.854w     10 calls
| RV: Form V                        :     50.067u      0.283s      3.998w     10 calls
| | Properties                      :     15.795p                          27200 calls
| | Functional                      :      1.476p                          27200 calls
| | V_xc                            :     14.456p                          27200 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.067u      0.017s      0.010w     10 calls
| JK: JK                            :      9.783u      0.083s      0.820w     10 calls
| | DFH: compute_JK()               :      9.783u      0.083s      0.820w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     20 calls
| | | DFH: compute_J                :      1.017u      0.017s      0.085w     20 calls
| | | DFH: compute_K                :      8.750u      0.033s      0.692w     20 calls
| JK: AO2USO                        :      0.117u      0.017s      0.016w     10 calls
HF: Form F                          :      0.000u      0.017s      0.001w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.300u      0.100s      0.238w      9 calls
HF: Form C                          :      0.117u      0.000s      0.025w      9 calls

**************************************************************************************
