
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:09:32 2026
Timers Off: Sun Aug  9 16:09:58 2026

Wall Time:       25.63 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.300u      0.017s      0.288w      1 calls
build grid                          :      2.150u      0.017s      0.197w      1 calls
post-process grid                   :      0.150u      0.000s      0.091w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.091w      1 calls
Libint2ERI::Libint2ERI              :      0.183u      0.017s      0.120w     10 calls
DFH: initialize()                   :     19.267u      2.167s      2.907w      1 calls
DFH: AO Construction                :      3.483u      0.033s      0.726w     30 calls
DFH: AO-Met. Contraction            :     14.217u      2.000s      1.532w     30 calls
HF: Form core H                     :      0.200u      0.017s      0.020w      1 calls
HF: Form S/X                        :      0.217u      0.067s      0.102w      1 calls
HF: Guess                           :      0.083u      0.067s      0.043w      1 calls
SAD Guess                           :      0.083u      0.067s      0.041w      1 calls
HF: Form G                          :    255.683u      0.733s     19.587w     11 calls
RV: Form V                          :    208.783u      0.400s     15.859w     11 calls
Properties                          :     69.350p                          42746 calls
Functional                          :      2.362p                          42746 calls
V_xc                                :     54.930p                          42746 calls
JK: D                               :      0.067u      0.000s      0.003w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :     46.800u      0.333s      3.719w     11 calls
DFH: compute_JK()                   :     46.800u      0.333s      3.718w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      4.033u      0.000s      0.313w     22 calls
DFH: compute_K                      :     42.700u      0.100s      3.254w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.017u      0.000s      0.002w     11 calls
HF: DIIS                            :      1.167u      0.117s      0.413w     10 calls
HF: Form C                          :      2.167u      0.817s      1.076w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.300u      0.017s      0.288w      1 calls
| build grid                        :      2.150u      0.017s      0.197w      1 calls
| post-process grid                 :      0.150u      0.000s      0.091w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.091w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.060w      1 calls
DFH: initialize()                   :     19.267u      2.167s      2.907w      1 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.017s      0.060w      9 calls
| DFH: AO Construction              :      3.483u      0.033s      0.726w     30 calls
| DFH: AO-Met. Contraction          :     14.217u      2.000s      1.532w     30 calls
HF: Form core H                     :      0.200u      0.017s      0.020w      1 calls
HF: Form S/X                        :      0.217u      0.067s      0.102w      1 calls
HF: Guess                           :      0.083u      0.067s      0.043w      1 calls
| SAD Guess                         :      0.083u      0.067s      0.041w      1 calls
HF: Form G                          :    255.683u      0.733s     19.587w     11 calls
| RV: Form V                        :    208.783u      0.400s     15.859w     11 calls
| | Properties                      :     69.350p                          42746 calls
| | Functional                      :      2.362p                          42746 calls
| | V_xc                            :     54.930p                          42746 calls
| JK: D                             :      0.067u      0.000s      0.003w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :     46.800u      0.333s      3.719w     11 calls
| | DFH: compute_JK()               :     46.800u      0.333s      3.718w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      4.033u      0.000s      0.313w     22 calls
| | | DFH: compute_K                :     42.700u      0.100s      3.254w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.017u      0.000s      0.002w     11 calls
HF: DIIS                            :      1.167u      0.117s      0.413w     10 calls
HF: Form C                          :      2.167u      0.817s      1.076w     10 calls

**************************************************************************************
