
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:11:54 2026
Timers Off: Mon Aug 10 18:12:03 2026

Wall Time:        9.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.417u      0.017s      0.302w      1 calls
build grid                          :      2.283u      0.017s      0.215w      1 calls
post-process grid                   :      0.133u      0.000s      0.087w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.019w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.025w     10 calls
DFH: initialize()                   :      6.900u      0.600s      1.438w      1 calls
DFH: AO Construction                :      1.183u      0.033s      0.284w     22 calls
DFH: AO-Met. Contraction            :      4.150u      0.433s      0.500w     22 calls
HF: Form core H                     :      0.067u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.083u      0.033s      0.036w      1 calls
HF: Guess                           :      0.050u      0.067s      0.043w      1 calls
SAD Guess                           :      0.050u      0.067s      0.042w      1 calls
HF: Form G                          :     71.683u      0.633s      5.973w     11 calls
RV: Form V                          :     58.333u      0.433s      4.823w     11 calls
Properties                          :     19.824p                          42647 calls
Functional                          :      2.010p                          42647 calls
V_xc                                :     16.649p                          42647 calls
JK: D                               :      0.000u      0.000s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :     13.333u      0.200s      1.146w     11 calls
DFH: compute_JK()                   :     13.333u      0.200s      1.146w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      1.183u      0.083s      0.105w     22 calls
DFH: compute_K                      :     12.100u      0.050s      0.953w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.017u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.400u      0.117s      0.298w     10 calls
HF: Form C                          :      0.317u      0.250s      0.177w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.417u      0.017s      0.302w      1 calls
| build grid                        :      2.283u      0.017s      0.215w      1 calls
| post-process grid                 :      0.133u      0.000s      0.087w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.019w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.013w      1 calls
DFH: initialize()                   :      6.900u      0.600s      1.438w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.013w      9 calls
| DFH: AO Construction              :      1.183u      0.033s      0.284w     22 calls
| DFH: AO-Met. Contraction          :      4.150u      0.433s      0.500w     22 calls
HF: Form core H                     :      0.067u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.083u      0.033s      0.036w      1 calls
HF: Guess                           :      0.050u      0.067s      0.043w      1 calls
| SAD Guess                         :      0.050u      0.067s      0.042w      1 calls
HF: Form G                          :     71.683u      0.633s      5.973w     11 calls
| RV: Form V                        :     58.333u      0.433s      4.823w     11 calls
| | Properties                      :     19.824p                          42647 calls
| | Functional                      :      2.010p                          42647 calls
| | V_xc                            :     16.649p                          42647 calls
| JK: D                             :      0.000u      0.000s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :     13.333u      0.200s      1.146w     11 calls
| | DFH: compute_JK()               :     13.333u      0.200s      1.146w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      1.183u      0.083s      0.105w     22 calls
| | | DFH: compute_K                :     12.100u      0.050s      0.953w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.017u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.400u      0.117s      0.298w     10 calls
HF: Form C                          :      0.317u      0.250s      0.177w     10 calls

**************************************************************************************
