
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 15:39:31 2026
Timers Off: Sun Aug  9 15:41:18 2026

Wall Time:      106.95 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      6.350u      0.050s      0.710w      1 calls
build grid                          :      6.083u      0.033s      0.546w      1 calls
post-process grid                   :      0.267u      0.017s      0.163w      1 calls
DFH: sparsity prep                  :      0.417u      0.000s      0.253w      1 calls
Libint2ERI::Libint2ERI              :      0.800u      0.017s      0.489w     11 calls
JK: (A|Q)^-1                        :      6.600u      2.683s      2.434w      1 calls
JK: (A|mn)                          :     14.783u      0.267s      1.161w      2 calls
JK: (Q|mn)                          :     97.533u      0.283s      7.815w      2 calls
JK: (Q|mn) Write                    :      0.017u      2.000s      1.218w      2 calls
HF: Form core H                     :      0.483u      0.000s      0.044w      1 calls
HF: Form S/X                        :      0.633u      0.100s      0.241w      1 calls
HF: Guess                           :      0.183u      0.067s      0.054w      1 calls
SAD Guess                           :      0.183u      0.067s      0.052w      1 calls
HF: Form G                          :   1032.617u     14.917s     85.532w     13 calls
RV: Form V                          :    605.167u      1.950s     46.448w     13 calls
Properties                          :    199.835p                          69420 calls
Functional                          :      3.941p                          69420 calls
V_xc                                :    167.442p                          69420 calls
JK: D                               :      0.183u      0.000s      0.010w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    427.233u     12.900s     39.062w     13 calls
JK: (Q|mn) Read                     :      0.067u      8.150s      5.010w     39 calls
JK: J                               :     10.783u      0.300s      1.008w     39 calls
JK: J1                              :      5.433u      0.267s      0.515w     39 calls
JK: J2                              :      5.300u      0.033s      0.461w     39 calls
JK: K                               :    416.367u      3.367s     32.377w     39 calls
JK: K1                              :    247.233u      2.400s     19.273w     39 calls
JK: K2                              :    169.133u      0.967s     13.100w     39 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.017s      0.003w     13 calls
HF: Form D                          :      0.100u      0.000s      0.008w     13 calls
HF: DIIS                            :      3.617u      0.317s      0.810w     12 calls
HF: Form C                          :      8.950u      1.417s      3.805w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      6.350u      0.050s      0.710w      1 calls
| build grid                        :      6.083u      0.033s      0.546w      1 calls
| post-process grid                 :      0.267u      0.017s      0.163w      1 calls
DFH: sparsity prep                  :      0.417u      0.000s      0.253w      1 calls
| Libint2ERI::Libint2ERI            :      0.283u      0.000s      0.169w      1 calls
Libint2ERI::Libint2ERI              :      0.517u      0.000s      0.318w      2 calls
JK: (A|Q)^-1                        :      6.600u      2.683s      2.434w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.001w      8 calls
JK: (A|mn)                          :     14.783u      0.267s      1.161w      2 calls
JK: (Q|mn)                          :     97.533u      0.283s      7.815w      2 calls
JK: (Q|mn) Write                    :      0.017u      2.000s      1.218w      2 calls
HF: Form core H                     :      0.483u      0.000s      0.044w      1 calls
HF: Form S/X                        :      0.633u      0.100s      0.241w      1 calls
HF: Guess                           :      0.183u      0.067s      0.054w      1 calls
| SAD Guess                         :      0.183u      0.067s      0.052w      1 calls
HF: Form G                          :   1032.617u     14.917s     85.532w     13 calls
| RV: Form V                        :    605.167u      1.950s     46.448w     13 calls
| | Properties                      :    199.835p                          69420 calls
| | Functional                      :      3.941p                          69420 calls
| | V_xc                            :    167.442p                          69420 calls
| JK: D                             :      0.183u      0.000s      0.010w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    427.233u     12.900s     39.062w     13 calls
| | JK: (Q|mn) Read                 :      0.067u      8.150s      5.010w     39 calls
| | JK: J                           :     10.783u      0.300s      1.008w     39 calls
| | | JK: J1                        :      5.433u      0.267s      0.515w     39 calls
| | | JK: J2                        :      5.300u      0.033s      0.461w     39 calls
| | JK: K                           :    416.367u      3.367s     32.377w     39 calls
| | | JK: K1                        :    247.233u      2.400s     19.273w     39 calls
| | | JK: K2                        :    169.133u      0.967s     13.100w     39 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.017s      0.003w     13 calls
HF: Form D                          :      0.100u      0.000s      0.008w     13 calls
HF: DIIS                            :      3.617u      0.317s      0.810w     12 calls
HF: Form C                          :      8.950u      1.417s      3.805w     12 calls

**************************************************************************************
