
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 15:41:22 2026
Timers Off: Sun Aug  9 15:43:10 2026

Wall Time:      108.12 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      6.050u      0.033s      0.645w      1 calls
build grid                          :      5.800u      0.017s      0.493w      1 calls
post-process grid                   :      0.250u      0.017s      0.152w      1 calls
DFH: sparsity prep                  :      0.400u      0.000s      0.247w      1 calls
Libint2ERI::Libint2ERI              :      0.800u      0.000s      0.477w     11 calls
JK: (A|Q)^-1                        :      5.850u      2.300s      2.262w      1 calls
JK: (A|mn)                          :     13.583u      0.267s      1.048w      2 calls
JK: (Q|mn)                          :     99.433u      0.167s      7.854w      2 calls
JK: (Q|mn) Write                    :      0.017u      1.850s      1.118w      2 calls
HF: Form core H                     :      0.467u      0.000s      0.047w      1 calls
HF: Form S/X                        :      0.667u      0.100s      0.259w      1 calls
HF: Guess                           :      0.167u      0.083s      0.076w      1 calls
SAD Guess                           :      0.167u      0.083s      0.075w      1 calls
HF: Form G                          :   1045.950u     16.350s     87.331w     13 calls
RV: Form V                          :    608.233u      1.717s     46.637w     13 calls
Properties                          :    201.332p                          70044 calls
Functional                          :      4.312p                          70044 calls
V_xc                                :    167.063p                          70044 calls
JK: D                               :      0.150u      0.017s      0.011w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    437.550u     14.600s     40.669w     13 calls
JK: (Q|mn) Read                     :      0.117u      8.883s      5.505w     27 calls
JK: J                               :     10.867u      0.450s      1.000w     27 calls
JK: J1                              :      5.717u      0.450s      0.527w     27 calls
JK: J2                              :      5.083u      0.000s      0.449w     27 calls
JK: K                               :    426.517u      4.133s     33.498w     27 calls
JK: K1                              :    251.483u      2.783s     19.789w     27 calls
JK: K2                              :    175.033u      1.350s     13.705w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.017u      0.000s      0.004w     13 calls
HF: Form D                          :      0.067u      0.000s      0.008w     13 calls
HF: DIIS                            :      3.900u      0.350s      0.886w     12 calls
HF: Form C                          :      9.933u      1.617s      4.276w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      6.050u      0.033s      0.645w      1 calls
| build grid                        :      5.800u      0.017s      0.493w      1 calls
| post-process grid                 :      0.250u      0.017s      0.152w      1 calls
DFH: sparsity prep                  :      0.400u      0.000s      0.247w      1 calls
| Libint2ERI::Libint2ERI            :      0.267u      0.000s      0.163w      1 calls
Libint2ERI::Libint2ERI              :      0.533u      0.000s      0.313w      2 calls
JK: (A|Q)^-1                        :      5.850u      2.300s      2.262w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :     13.583u      0.267s      1.048w      2 calls
JK: (Q|mn)                          :     99.433u      0.167s      7.854w      2 calls
JK: (Q|mn) Write                    :      0.017u      1.850s      1.118w      2 calls
HF: Form core H                     :      0.467u      0.000s      0.047w      1 calls
HF: Form S/X                        :      0.667u      0.100s      0.259w      1 calls
HF: Guess                           :      0.167u      0.083s      0.076w      1 calls
| SAD Guess                         :      0.167u      0.083s      0.075w      1 calls
HF: Form G                          :   1045.950u     16.350s     87.331w     13 calls
| RV: Form V                        :    608.233u      1.717s     46.637w     13 calls
| | Properties                      :    201.332p                          70044 calls
| | Functional                      :      4.312p                          70044 calls
| | V_xc                            :    167.063p                          70044 calls
| JK: D                             :      0.150u      0.017s      0.011w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    437.550u     14.600s     40.669w     13 calls
| | JK: (Q|mn) Read                 :      0.117u      8.883s      5.505w     27 calls
| | JK: J                           :     10.867u      0.450s      1.000w     27 calls
| | | JK: J1                        :      5.717u      0.450s      0.527w     27 calls
| | | JK: J2                        :      5.083u      0.000s      0.449w     27 calls
| | JK: K                           :    426.517u      4.133s     33.498w     27 calls
| | | JK: K1                        :    251.483u      2.783s     19.789w     27 calls
| | | JK: K2                        :    175.033u      1.350s     13.705w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.017u      0.000s      0.004w     13 calls
HF: Form D                          :      0.067u      0.000s      0.008w     13 calls
HF: DIIS                            :      3.900u      0.350s      0.886w     12 calls
HF: Form C                          :      9.933u      1.617s      4.276w     12 calls

**************************************************************************************
