
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:14:00 2026
Timers Off: Mon Aug 10 18:14:09 2026

Wall Time:        9.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.750u      0.017s      0.212w      1 calls
build grid                          :      1.650u      0.017s      0.142w      1 calls
post-process grid                   :      0.100u      0.000s      0.070w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.018w      1 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.024w     10 calls
DFH: initialize()                   :      5.683u      0.817s      1.230w      1 calls
DFH: AO Construction                :      1.017u      0.017s      0.231w     23 calls
DFH: AO-Met. Contraction            :      3.300u      0.667s      0.433w     23 calls
HF: Form core H                     :      0.050u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.033u      0.033s      0.016w      1 calls
HF: Guess                           :      0.033u      0.050s      0.027w      1 calls
SAD Guess                           :      0.033u      0.050s      0.026w      1 calls
HF: Form G                          :     83.567u      0.400s      6.458w     11 calls
RV: Form V                          :     70.183u      0.250s      5.354w     11 calls
Properties                          :     21.650p                          39842 calls
Functional                          :      2.165p                          39842 calls
V_xc                                :     18.922p                          39842 calls
JK: D                               :      0.000u      0.000s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :     13.383u      0.150s      1.098w     11 calls
DFH: compute_JK()                   :     13.383u      0.150s      1.098w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      1.167u      0.050s      0.094w     22 calls
DFH: compute_K                      :     12.150u      0.033s      0.929w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.483u      0.100s      0.267w     10 calls
HF: Form C                          :      0.433u      0.333s      0.263w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.750u      0.017s      0.212w      1 calls
| build grid                        :      1.650u      0.017s      0.142w      1 calls
| post-process grid                 :      0.100u      0.000s      0.070w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.018w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.012w      1 calls
DFH: initialize()                   :      5.683u      0.817s      1.230w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.012w      9 calls
| DFH: AO Construction              :      1.017u      0.017s      0.231w     23 calls
| DFH: AO-Met. Contraction          :      3.300u      0.667s      0.433w     23 calls
HF: Form core H                     :      0.050u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.033u      0.033s      0.016w      1 calls
HF: Guess                           :      0.033u      0.050s      0.027w      1 calls
| SAD Guess                         :      0.033u      0.050s      0.026w      1 calls
HF: Form G                          :     83.567u      0.400s      6.458w     11 calls
| RV: Form V                        :     70.183u      0.250s      5.354w     11 calls
| | Properties                      :     21.650p                          39842 calls
| | Functional                      :      2.165p                          39842 calls
| | V_xc                            :     18.922p                          39842 calls
| JK: D                             :      0.000u      0.000s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :     13.383u      0.150s      1.098w     11 calls
| | DFH: compute_JK()               :     13.383u      0.150s      1.098w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      1.167u      0.050s      0.094w     22 calls
| | | DFH: compute_K                :     12.150u      0.033s      0.929w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.483u      0.100s      0.267w     10 calls
HF: Form C                          :      0.433u      0.333s      0.263w     10 calls

**************************************************************************************
