
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:22:50 2026
Timers Off: Sun Aug  9 01:24:52 2026

Wall Time:      122.48 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.683u      0.017s      0.422w      1 calls
build grid                          :      0.583u      0.017s      0.361w      1 calls
post-process grid                   :      0.100u      0.000s      0.061w      1 calls
DFH: sparsity prep                  :      0.133u      0.017s      0.115w      1 calls
Libint2ERI::Libint2ERI              :      0.183u      0.017s      0.146w      3 calls
DFH: initialize()                   :      8.683u      0.367s      5.763w      1 calls
DFH: AO Construction                :      2.400u      0.083s      1.569w      1 calls
DFH: AO-Met. Contraction            :      5.367u      0.250s      3.572w      1 calls
HF: Form core H                     :      0.067u      0.000s      0.054w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.008w      1 calls
HF: Guess                           :      0.067u      0.017s      0.109w      1 calls
SAD Guess                           :      0.050u      0.017s      0.105w      1 calls
HF: Form G                          :     61.267u     13.300s    107.955w      8 calls
RV: Form V                          :     55.167u     11.350s     97.929w      8 calls
Properties                          :     25.200u     10.400s     72.790w  19904 calls
Functional                          :      2.033u      0.067s      1.779w  19904 calls
V_xc                                :     27.767u      0.533s     20.074w  19904 calls
JK: D                               :      0.000u      0.000s      0.001w      8 calls
JK: USO2AO                          :      0.100u      0.033s      0.095w      8 calls
JK: JK                              :      5.917u      1.900s      9.711w      8 calls
DFH: compute_JK()                   :      5.917u      1.900s      9.689w      8 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      8 calls
DFH: compute_J                      :      0.933u      1.667s      6.060w      8 calls
DFH: compute_K                      :      4.983u      0.183s      3.520w      8 calls
JK: AO2USO                          :      0.067u      0.017s      0.054w      8 calls
HF: Form F                          :      0.000u      0.000s      0.004w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.517u      0.417s      2.519w      7 calls
HF: Form C                          :      0.083u      0.033s      0.070w      7 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.683u      0.017s      0.422w      1 calls
| build grid                        :      0.583u      0.017s      0.361w      1 calls
| post-process grid                 :      0.100u      0.000s      0.061w      1 calls
DFH: sparsity prep                  :      0.133u      0.017s      0.115w      1 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.017s      0.078w      1 calls
DFH: initialize()                   :      8.683u      0.367s      5.763w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.069w      2 calls
| DFH: AO Construction              :      2.400u      0.083s      1.569w      1 calls
| DFH: AO-Met. Contraction          :      5.367u      0.250s      3.572w      1 calls
HF: Form core H                     :      0.067u      0.000s      0.054w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.008w      1 calls
HF: Guess                           :      0.067u      0.017s      0.109w      1 calls
| SAD Guess                         :      0.050u      0.017s      0.105w      1 calls
HF: Form G                          :     61.267u     13.300s    107.955w      8 calls
| RV: Form V                        :     55.167u     11.350s     97.929w      8 calls
| | Properties                      :     25.200u     10.400s     72.790w  19904 calls
| | Functional                      :      2.033u      0.067s      1.779w  19904 calls
| | V_xc                            :     27.767u      0.533s     20.074w  19904 calls
| JK: D                             :      0.000u      0.000s      0.001w      8 calls
| JK: USO2AO                        :      0.100u      0.033s      0.095w      8 calls
| JK: JK                            :      5.917u      1.900s      9.711w      8 calls
| | DFH: compute_JK()               :      5.917u      1.900s      9.689w      8 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      8 calls
| | | DFH: compute_J                :      0.933u      1.667s      6.060w      8 calls
| | | DFH: compute_K                :      4.983u      0.183s      3.520w      8 calls
| JK: AO2USO                        :      0.067u      0.017s      0.054w      8 calls
HF: Form F                          :      0.000u      0.000s      0.004w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.517u      0.417s      2.519w      7 calls
HF: Form C                          :      0.083u      0.033s      0.070w      7 calls

**************************************************************************************
