
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:32:19 2026
Timers Off: Mon Aug 10 18:32:23 2026

Wall Time:        4.23 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.700u      0.000s      0.107w      1 calls
build grid                          :      0.633u      0.000s      0.067w      1 calls
post-process grid                   :      0.067u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.011w     10 calls
DFH: initialize()                   :      1.483u      0.100s      0.266w      1 calls
DFH: AO Construction                :      0.383u      0.000s      0.030w      1 calls
DFH: AO-Met. Contraction            :      0.717u      0.033s      0.061w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.006w      1 calls
HF: Guess                           :      0.017u      0.033s      0.019w      1 calls
SAD Guess                           :      0.017u      0.033s      0.018w      1 calls
HF: Form G                          :     30.717u      0.183s      2.486w     11 calls
RV: Form V                          :     28.100u      0.150s      2.254w     11 calls
Properties                          :      7.055p                          29491 calls
Functional                          :      1.906p                          29491 calls
V_xc                                :      8.957p                          29491 calls
JK: D                               :      0.000u      0.000s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      2.600u      0.033s      0.229w     11 calls
DFH: compute_JK()                   :      2.600u      0.033s      0.228w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.317u      0.017s      0.030w     11 calls
DFH: compute_K                      :      2.250u      0.017s      0.175w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.650u      0.133s      0.369w     10 calls
HF: Form C                          :      0.150u      0.167s      0.104w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.700u      0.000s      0.107w      1 calls
| build grid                        :      0.633u      0.000s      0.067w      1 calls
| post-process grid                 :      0.067u      0.000s      0.041w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      1 calls
DFH: initialize()                   :      1.483u      0.100s      0.266w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      9 calls
| DFH: AO Construction              :      0.383u      0.000s      0.030w      1 calls
| DFH: AO-Met. Contraction          :      0.717u      0.033s      0.061w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.006w      1 calls
HF: Guess                           :      0.017u      0.033s      0.019w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.018w      1 calls
HF: Form G                          :     30.717u      0.183s      2.486w     11 calls
| RV: Form V                        :     28.100u      0.150s      2.254w     11 calls
| | Properties                      :      7.055p                          29491 calls
| | Functional                      :      1.906p                          29491 calls
| | V_xc                            :      8.957p                          29491 calls
| JK: D                             :      0.000u      0.000s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      2.600u      0.033s      0.229w     11 calls
| | DFH: compute_JK()               :      2.600u      0.033s      0.228w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.317u      0.017s      0.030w     11 calls
| | | DFH: compute_K                :      2.250u      0.017s      0.175w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.650u      0.133s      0.369w     10 calls
HF: Form C                          :      0.150u      0.167s      0.104w     10 calls

**************************************************************************************
