
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:30:22 2026
Timers Off: Mon Aug 10 19:34:38 2026

Wall Time:      255.91 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :     68.983u      0.400s      6.532w      1 calls
build grid                          :     67.933u      0.383s      5.881w      1 calls
post-process grid                   :      1.050u      0.017s      0.651w      1 calls
Libint2ERI::Libint2ERI              :      0.350u      0.000s      0.200w     10 calls
JK: (A|Q)^-1                        :     38.733u      6.883s     13.914w      1 calls
JK: (A|mn)                          :     35.133u      0.633s      2.896w      2 calls
JK: (Q|mn)                          :    293.800u      1.683s     26.989w      2 calls
JK: (Q|mn) Write                    :      0.017u      2.800s      2.246w      2 calls
HF: Form core H                     :      0.850u      0.017s      0.072w      1 calls
HF: Form S/X                        :      0.450u      0.100s      0.183w      1 calls
HF: Guess                           :      0.117u      0.050s      0.090w      1 calls
SAD Guess                           :      0.117u      0.050s      0.089w      1 calls
HF: Form G                          :   1958.150u     46.933s    194.384w     13 calls
RV: Form V                          :    994.850u      7.100s     89.828w     13 calls
Properties                          :    404.570p                         128297 calls
Functional                          :     12.434p                         128297 calls
V_xc                                :    300.250p                         128297 calls
JK: D                               :      0.317u      0.000s      0.044w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     13 calls
JK: JK                              :    962.950u     39.767s    104.480w     13 calls
JK: (Q|mn) Read                     :      0.267u     20.617s     14.575w     40 calls
JK: J                               :     14.000u      1.517s      1.610w     40 calls
JK: J1                              :      7.300u      1.433s      0.933w     40 calls
JK: J2                              :      6.550u      0.083s      0.640w     40 calls
JK: K                               :    948.650u     11.900s     84.704w     40 calls
JK: K1                              :    464.117u      7.500s     41.153w     40 calls
JK: K2                              :    484.533u      4.400s     43.544w     40 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.083u      0.000s      0.014w     13 calls
HF: Form D                          :      0.100u      0.000s      0.013w     13 calls
HF: DIIS                            :      3.467u      0.567s      1.217w     12 calls
HF: Form C                          :      8.600u      1.817s      3.971w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :     68.983u      0.400s      6.532w      1 calls
| build grid                        :     67.933u      0.383s      5.881w      1 calls
| post-process grid                 :      1.050u      0.017s      0.651w      1 calls
Libint2ERI::Libint2ERI              :      0.333u      0.000s      0.198w      2 calls
JK: (A|Q)^-1                        :     38.733u      6.883s     13.914w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.002w      8 calls
JK: (A|mn)                          :     35.133u      0.633s      2.896w      2 calls
JK: (Q|mn)                          :    293.800u      1.683s     26.989w      2 calls
JK: (Q|mn) Write                    :      0.017u      2.800s      2.246w      2 calls
HF: Form core H                     :      0.850u      0.017s      0.072w      1 calls
HF: Form S/X                        :      0.450u      0.100s      0.183w      1 calls
HF: Guess                           :      0.117u      0.050s      0.090w      1 calls
| SAD Guess                         :      0.117u      0.050s      0.089w      1 calls
HF: Form G                          :   1958.150u     46.933s    194.384w     13 calls
| RV: Form V                        :    994.850u      7.100s     89.828w     13 calls
| | Properties                      :    404.570p                         128297 calls
| | Functional                      :     12.434p                         128297 calls
| | V_xc                            :    300.250p                         128297 calls
| JK: D                             :      0.317u      0.000s      0.044w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     13 calls
| JK: JK                            :    962.950u     39.767s    104.480w     13 calls
| | JK: (Q|mn) Read                 :      0.267u     20.617s     14.575w     40 calls
| | JK: J                           :     14.000u      1.517s      1.610w     40 calls
| | | JK: J1                        :      7.300u      1.433s      0.933w     40 calls
| | | JK: J2                        :      6.550u      0.083s      0.640w     40 calls
| | JK: K                           :    948.650u     11.900s     84.704w     40 calls
| | | JK: K1                        :    464.117u      7.500s     41.153w     40 calls
| | | JK: K2                        :    484.533u      4.400s     43.544w     40 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.083u      0.000s      0.014w     13 calls
HF: Form D                          :      0.100u      0.000s      0.013w     13 calls
HF: DIIS                            :      3.467u      0.567s      1.217w     12 calls
HF: Form C                          :      8.600u      1.817s      3.971w     12 calls

**************************************************************************************
