
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:29:43 2026
Timers Off: Mon Aug 10 18:29:47 2026

Wall Time:        4.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.433u      0.017s      0.079w      1 calls
build grid                          :      0.383u      0.017s      0.040w      1 calls
post-process grid                   :      0.050u      0.000s      0.038w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.013w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.018w     10 calls
DFH: initialize()                   :      2.600u      0.133s      0.511w      1 calls
DFH: AO Construction                :      0.467u      0.017s      0.037w      1 calls
DFH: AO-Met. Contraction            :      1.300u      0.017s      0.110w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.009w      1 calls
HF: Guess                           :      0.067u      0.083s      0.045w      1 calls
SAD Guess                           :      0.067u      0.083s      0.044w      1 calls
HF: Form G                          :     28.183u      0.250s      2.498w     11 calls
RV: Form V                          :     21.633u      0.133s      1.852w     11 calls
Properties                          :      5.726p                          22869 calls
Functional                          :      1.724p                          22869 calls
V_xc                                :      7.023p                          22869 calls
JK: D                               :      0.000u      0.000s      0.002w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      6.550u      0.117s      0.641w     11 calls
DFH: compute_JK()                   :      6.550u      0.117s      0.641w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.467u      0.000s      0.039w     11 calls
DFH: compute_K                      :      6.083u      0.033s      0.552w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.017s      0.001w     11 calls
HF: Form D                          :      0.000u      0.017s      0.001w     11 calls
HF: DIIS                            :      0.650u      0.117s      0.423w     10 calls
HF: Form C                          :      0.200u      0.167s      0.114w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.433u      0.017s      0.079w      1 calls
| build grid                        :      0.383u      0.017s      0.040w      1 calls
| post-process grid                 :      0.050u      0.000s      0.038w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.013w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.009w      1 calls
DFH: initialize()                   :      2.600u      0.133s      0.511w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.009w      9 calls
| DFH: AO Construction              :      0.467u      0.017s      0.037w      1 calls
| DFH: AO-Met. Contraction          :      1.300u      0.017s      0.110w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.009w      1 calls
HF: Guess                           :      0.067u      0.083s      0.045w      1 calls
| SAD Guess                         :      0.067u      0.083s      0.044w      1 calls
HF: Form G                          :     28.183u      0.250s      2.498w     11 calls
| RV: Form V                        :     21.633u      0.133s      1.852w     11 calls
| | Properties                      :      5.726p                          22869 calls
| | Functional                      :      1.724p                          22869 calls
| | V_xc                            :      7.023p                          22869 calls
| JK: D                             :      0.000u      0.000s      0.002w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      6.550u      0.117s      0.641w     11 calls
| | DFH: compute_JK()               :      6.550u      0.117s      0.641w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.467u      0.000s      0.039w     11 calls
| | | DFH: compute_K                :      6.083u      0.033s      0.552w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.017s      0.001w     11 calls
HF: Form D                          :      0.000u      0.017s      0.001w     11 calls
HF: DIIS                            :      0.650u      0.117s      0.423w     10 calls
HF: Form C                          :      0.200u      0.167s      0.114w     10 calls

**************************************************************************************
