
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 11:16:46 2026
Timers Off: Sun Aug  9 11:18:00 2026

Wall Time:       74.60 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      7.483u      0.050s      0.807w      1 calls
build grid                          :      7.200u      0.033s      0.633w      1 calls
post-process grid                   :      0.283u      0.017s      0.174w      1 calls
Libint2ERI::Libint2ERI              :      0.400u      0.000s      0.239w     10 calls
JK: (A|Q)^-1                        :      4.700u      0.517s      1.740w      1 calls
JK: (A|mn)                          :     10.000u      0.250s      0.774w      1 calls
JK: (Q|mn)                          :     68.183u      0.183s      5.429w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.800s      1.101w      1 calls
HF: Form core H                     :      0.467u      0.000s      0.044w      1 calls
HF: Form S/X                        :      0.517u      0.083s      0.196w      1 calls
HF: Guess                           :      0.133u      0.050s      0.067w      1 calls
SAD Guess                           :      0.133u      0.050s      0.048w      1 calls
HF: Form G                          :    701.383u      9.850s     58.257w     13 calls
RV: Form V                          :    417.350u      1.100s     32.028w     13 calls
Properties                          :    140.178p                          79014 calls
Functional                          :      4.965p                          79014 calls
V_xc                                :    110.697p                          79014 calls
JK: D                               :      0.100u      0.000s      0.010w     13 calls
JK: USO2AO                          :      0.000u      0.017s      0.001w     13 calls
JK: JK                              :    283.883u      8.733s     26.206w     13 calls
JK: (Q|mn) Read                     :      0.083u      5.817s      3.551w     26 calls
JK: J                               :      6.467u      0.067s      0.596w     26 calls
JK: J1                              :      3.233u      0.067s      0.298w     26 calls
JK: J2                              :      3.217u      0.000s      0.280w     26 calls
JK: K                               :    277.267u      1.900s     21.499w     26 calls
JK: K1                              :    149.083u      1.583s     11.663w     26 calls
JK: K2                              :    128.183u      0.283s      9.832w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.004w     13 calls
HF: Form D                          :      0.033u      0.000s      0.007w     13 calls
HF: DIIS                            :      3.233u      0.350s      0.758w     12 calls
HF: Form C                          :      8.000u      1.400s      3.469w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      7.483u      0.050s      0.807w      1 calls
| build grid                        :      7.200u      0.033s      0.633w      1 calls
| post-process grid                 :      0.283u      0.017s      0.174w      1 calls
Libint2ERI::Libint2ERI              :      0.400u      0.000s      0.238w      2 calls
JK: (A|Q)^-1                        :      4.700u      0.517s      1.740w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :     10.000u      0.250s      0.774w      1 calls
JK: (Q|mn)                          :     68.183u      0.183s      5.429w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.800s      1.101w      1 calls
HF: Form core H                     :      0.467u      0.000s      0.044w      1 calls
HF: Form S/X                        :      0.517u      0.083s      0.196w      1 calls
HF: Guess                           :      0.133u      0.050s      0.067w      1 calls
| SAD Guess                         :      0.133u      0.050s      0.048w      1 calls
HF: Form G                          :    701.383u      9.850s     58.257w     13 calls
| RV: Form V                        :    417.350u      1.100s     32.028w     13 calls
| | Properties                      :    140.178p                          79014 calls
| | Functional                      :      4.965p                          79014 calls
| | V_xc                            :    110.697p                          79014 calls
| JK: D                             :      0.100u      0.000s      0.010w     13 calls
| JK: USO2AO                        :      0.000u      0.017s      0.001w     13 calls
| JK: JK                            :    283.883u      8.733s     26.206w     13 calls
| | JK: (Q|mn) Read                 :      0.083u      5.817s      3.551w     26 calls
| | JK: J                           :      6.467u      0.067s      0.596w     26 calls
| | | JK: J1                        :      3.233u      0.067s      0.298w     26 calls
| | | JK: J2                        :      3.217u      0.000s      0.280w     26 calls
| | JK: K                           :    277.267u      1.900s     21.499w     26 calls
| | | JK: K1                        :    149.083u      1.583s     11.663w     26 calls
| | | JK: K2                        :    128.183u      0.283s      9.832w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.004w     13 calls
HF: Form D                          :      0.033u      0.000s      0.007w     13 calls
HF: DIIS                            :      3.233u      0.350s      0.758w     12 calls
HF: Form C                          :      8.000u      1.400s      3.469w     12 calls

**************************************************************************************
