
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 10:51:57 2026
Timers Off: Sun Aug  9 10:59:21 2026

Wall Time:      443.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :     11.933u      0.050s      1.295w      1 calls
build grid                          :     11.450u      0.033s      0.996w      1 calls
post-process grid                   :      0.483u      0.017s      0.299w      1 calls
Libint2ERI::Libint2ERI              :      1.200u      0.033s      0.734w     10 calls
JK: (A|Q)^-1                        :     23.833u     15.800s     10.415w      1 calls
JK: (A|mn)                          :     43.850u      0.600s      3.503w      4 calls
JK: (Q|mn)                          :    506.217u      2.750s     45.937w      4 calls
JK: (Q|mn) Write                    :      0.050u      8.350s      5.665w      4 calls
HF: Form core H                     :      0.917u      0.017s      0.082w      1 calls
HF: Form S/X                        :      1.550u      0.150s      0.533w      1 calls
HF: Guess                           :      0.367u      0.067s      0.089w      1 calls
SAD Guess                           :      0.367u      0.067s      0.087w      1 calls
HF: Form G                          :   3469.650u     78.533s    356.606w     13 calls
RV: Form V                          :   1363.133u      9.117s    127.981w     13 calls
Properties                          :    539.143p                          81250 calls
Functional                          :      9.457p                          81250 calls
V_xc                                :    472.663p                          81250 calls
JK: D                               :      0.467u      0.017s      0.055w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.006w     13 calls
JK: JK                              :   2105.867u     69.367s    228.514w     13 calls
JK: (Q|mn) Read                     :      0.400u     47.033s     33.754w     66 calls
JK: J                               :     24.733u      0.800s      2.618w     66 calls
JK: J1                              :     12.833u      0.667s      1.355w     66 calls
JK: J2                              :     11.583u      0.133s      1.129w     66 calls
JK: K                               :   2080.667u     19.217s    190.373w     66 calls
JK: K1                              :    892.633u      9.567s     79.337w     66 calls
JK: K2                              :   1188.017u      9.650s    111.010w     66 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.083u      0.017s      0.022w     13 calls
HF: Form D                          :      0.217u      0.000s      0.024w     13 calls
HF: DIIS                            :     13.383u      0.983s      2.664w     12 calls
HF: Form C                          :     32.167u      3.867s     12.274w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :     11.933u      0.050s      1.295w      1 calls
| build grid                        :     11.450u      0.033s      0.996w      1 calls
| post-process grid                 :      0.483u      0.017s      0.299w      1 calls
Libint2ERI::Libint2ERI              :      1.200u      0.017s      0.732w      2 calls
JK: (A|Q)^-1                        :     23.833u     15.800s     10.415w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.002w      8 calls
JK: (A|mn)                          :     43.850u      0.600s      3.503w      4 calls
JK: (Q|mn)                          :    506.217u      2.750s     45.937w      4 calls
JK: (Q|mn) Write                    :      0.050u      8.350s      5.665w      4 calls
HF: Form core H                     :      0.917u      0.017s      0.082w      1 calls
HF: Form S/X                        :      1.550u      0.150s      0.533w      1 calls
HF: Guess                           :      0.367u      0.067s      0.089w      1 calls
| SAD Guess                         :      0.367u      0.067s      0.087w      1 calls
HF: Form G                          :   3469.650u     78.533s    356.606w     13 calls
| RV: Form V                        :   1363.133u      9.117s    127.981w     13 calls
| | Properties                      :    539.143p                          81250 calls
| | Functional                      :      9.457p                          81250 calls
| | V_xc                            :    472.663p                          81250 calls
| JK: D                             :      0.467u      0.017s      0.055w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.006w     13 calls
| JK: JK                            :   2105.867u     69.367s    228.514w     13 calls
| | JK: (Q|mn) Read                 :      0.400u     47.033s     33.754w     66 calls
| | JK: J                           :     24.733u      0.800s      2.618w     66 calls
| | | JK: J1                        :     12.833u      0.667s      1.355w     66 calls
| | | JK: J2                        :     11.583u      0.133s      1.129w     66 calls
| | JK: K                           :   2080.667u     19.217s    190.373w     66 calls
| | | JK: K1                        :    892.633u      9.567s     79.337w     66 calls
| | | JK: K2                        :   1188.017u      9.650s    111.010w     66 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.083u      0.017s      0.022w     13 calls
HF: Form D                          :      0.217u      0.000s      0.024w     13 calls
HF: DIIS                            :     13.383u      0.983s      2.664w     12 calls
HF: Form C                          :     32.167u      3.867s     12.274w     12 calls

**************************************************************************************
