
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 15:36:30 2026
Timers Off: Sun Aug  9 15:38:04 2026

Wall Time:       93.46 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      5.700u      0.017s      0.609w      1 calls
build grid                          :      5.483u      0.017s      0.472w      1 calls
post-process grid                   :      0.217u      0.000s      0.136w      1 calls
DFH: sparsity prep                  :      0.383u      0.017s      0.256w      1 calls
Libint2ERI::Libint2ERI              :      0.767u      0.017s      0.486w     11 calls
JK: (A|Q)^-1                        :      5.917u      2.450s      2.312w      1 calls
JK: (A|mn)                          :     12.933u      0.500s      1.081w      2 calls
JK: (Q|mn)                          :     84.883u      0.267s      6.876w      2 calls
JK: (Q|mn) Write                    :      0.000u      1.883s      2.026w      2 calls
HF: Form core H                     :      0.483u      0.017s      0.050w      1 calls
HF: Form S/X                        :      0.667u      0.100s      0.248w      1 calls
HF: Guess                           :      0.167u      0.067s      0.065w      1 calls
SAD Guess                           :      0.167u      0.067s      0.063w      1 calls
HF: Form G                          :    847.533u     13.567s     72.107w     13 calls
RV: Form V                          :    491.417u      2.200s     38.308w     13 calls
Properties                          :    167.724p                          69810 calls
Functional                          :      3.199p                          69810 calls
V_xc                                :    135.116p                          69810 calls
JK: D                               :      0.100u      0.000s      0.009w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    356.000u     11.350s     33.776w     13 calls
JK: (Q|mn) Read                     :      0.100u      6.233s      4.791w     27 calls
JK: J                               :      9.367u      0.467s      0.962w     27 calls
JK: J1                              :      4.583u      0.417s      0.508w     27 calls
JK: J2                              :      4.783u      0.050s      0.440w     27 calls
JK: K                               :    346.517u      3.700s     27.442w     27 calls
JK: K1                              :    195.100u      2.567s     15.566w     27 calls
JK: K2                              :    151.417u      1.133s     11.874w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.017u      0.000s      0.003w     13 calls
HF: Form D                          :      0.017u      0.000s      0.008w     13 calls
HF: DIIS                            :      3.367u      0.300s      1.266w     12 calls
HF: Form C                          :      7.750u      1.167s      3.262w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      5.700u      0.017s      0.609w      1 calls
| build grid                        :      5.483u      0.017s      0.472w      1 calls
| post-process grid                 :      0.217u      0.000s      0.136w      1 calls
DFH: sparsity prep                  :      0.383u      0.017s      0.256w      1 calls
| Libint2ERI::Libint2ERI            :      0.250u      0.017s      0.177w      1 calls
Libint2ERI::Libint2ERI              :      0.517u      0.000s      0.309w      2 calls
JK: (A|Q)^-1                        :      5.917u      2.450s      2.312w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :     12.933u      0.500s      1.081w      2 calls
JK: (Q|mn)                          :     84.883u      0.267s      6.876w      2 calls
JK: (Q|mn) Write                    :      0.000u      1.883s      2.026w      2 calls
HF: Form core H                     :      0.483u      0.017s      0.050w      1 calls
HF: Form S/X                        :      0.667u      0.100s      0.248w      1 calls
HF: Guess                           :      0.167u      0.067s      0.065w      1 calls
| SAD Guess                         :      0.167u      0.067s      0.063w      1 calls
HF: Form G                          :    847.533u     13.567s     72.107w     13 calls
| RV: Form V                        :    491.417u      2.200s     38.308w     13 calls
| | Properties                      :    167.724p                          69810 calls
| | Functional                      :      3.199p                          69810 calls
| | V_xc                            :    135.116p                          69810 calls
| JK: D                             :      0.100u      0.000s      0.009w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    356.000u     11.350s     33.776w     13 calls
| | JK: (Q|mn) Read                 :      0.100u      6.233s      4.791w     27 calls
| | JK: J                           :      9.367u      0.467s      0.962w     27 calls
| | | JK: J1                        :      4.583u      0.417s      0.508w     27 calls
| | | JK: J2                        :      4.783u      0.050s      0.440w     27 calls
| | JK: K                           :    346.517u      3.700s     27.442w     27 calls
| | | JK: K1                        :    195.100u      2.567s     15.566w     27 calls
| | | JK: K2                        :    151.417u      1.133s     11.874w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.017u      0.000s      0.003w     13 calls
HF: Form D                          :      0.017u      0.000s      0.008w     13 calls
HF: DIIS                            :      3.367u      0.300s      1.266w     12 calls
HF: Form C                          :      7.750u      1.167s      3.262w     12 calls

**************************************************************************************
