
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:53:00 2026
Timers Off: Sun Aug  9 12:53:01 2026

Wall Time:        1.60 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.117u      0.000s      0.025w      1 calls
build grid                          :      0.100u      0.000s      0.010w      1 calls
post-process grid                   :      0.017u      0.000s      0.015w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.010w     10 calls
DFH: initialize()                   :      0.250u      0.033s      0.048w      1 calls
DFH: AO Construction                :      0.100u      0.000s      0.009w      1 calls
DFH: AO-Met. Contraction            :      0.100u      0.000s      0.009w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.033s      0.020w      1 calls
SAD Guess                           :      0.017u      0.033s      0.020w      1 calls
HF: Form G                          :      8.400u      0.067s      0.673w     10 calls
RV: Form V                          :      8.000u      0.050s      0.630w     10 calls
Properties                          :      1.691p                          13810 calls
Functional                          :      0.487p                          13810 calls
V_xc                                :      2.821p                          13810 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.017u      0.017s      0.002w     10 calls
JK: JK                              :      0.367u      0.000s      0.035w     10 calls
DFH: compute_JK()                   :      0.367u      0.000s      0.035w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.083u      0.000s      0.008w     10 calls
DFH: compute_K                      :      0.283u      0.000s      0.024w     10 calls
JK: AO2USO                          :      0.017u      0.000s      0.003w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.300u      0.050s      0.205w      9 calls
HF: Form C                          :      0.017u      0.000s      0.006w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.117u      0.000s      0.025w      1 calls
| build grid                        :      0.100u      0.000s      0.010w      1 calls
| post-process grid                 :      0.017u      0.000s      0.015w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      1 calls
DFH: initialize()                   :      0.250u      0.033s      0.048w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      9 calls
| DFH: AO Construction              :      0.100u      0.000s      0.009w      1 calls
| DFH: AO-Met. Contraction          :      0.100u      0.000s      0.009w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.001w      1 calls
HF: Guess                           :      0.017u      0.033s      0.020w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.020w      1 calls
HF: Form G                          :      8.400u      0.067s      0.673w     10 calls
| RV: Form V                        :      8.000u      0.050s      0.630w     10 calls
| | Properties                      :      1.691p                          13810 calls
| | Functional                      :      0.487p                          13810 calls
| | V_xc                            :      2.821p                          13810 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.017u      0.017s      0.002w     10 calls
| JK: JK                            :      0.367u      0.000s      0.035w     10 calls
| | DFH: compute_JK()               :      0.367u      0.000s      0.035w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.083u      0.000s      0.008w     10 calls
| | | DFH: compute_K                :      0.283u      0.000s      0.024w     10 calls
| JK: AO2USO                        :      0.017u      0.000s      0.003w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.300u      0.050s      0.205w      9 calls
HF: Form C                          :      0.017u      0.000s      0.006w      9 calls

**************************************************************************************
