
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:52:40 2026
Timers Off: Sun Aug  9 12:52:48 2026

Wall Time:        8.62 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.367u      0.000s      0.065w      1 calls
build grid                          :      0.317u      0.000s      0.035w      1 calls
post-process grid                   :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.056w      1 calls
Libint2ERI::Libint2ERI              :      0.117u      0.000s      0.073w     10 calls
DFH: initialize()                   :      6.517u      0.833s      0.902w      1 calls
DFH: AO Construction                :      1.333u      0.033s      0.137w      6 calls
DFH: AO-Met. Contraction            :      4.350u      0.700s      0.431w      6 calls
HF: Form core H                     :      0.067u      0.000s      0.009w      1 calls
HF: Form S/X                        :      0.083u      0.050s      0.043w      1 calls
HF: Guess                           :      0.083u      0.067s      0.046w      1 calls
SAD Guess                           :      0.083u      0.067s      0.045w      1 calls
HF: Form G                          :     70.383u      0.383s      5.560w     12 calls
RV: Form V                          :     50.250u      0.167s      3.902w     12 calls
Properties                          :     12.864p                          25380 calls
Functional                          :      1.411p                          25380 calls
V_xc                                :     16.832p                          25380 calls
JK: D                               :      0.033u      0.000s      0.002w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     12 calls
JK: JK                              :     20.100u      0.217s      1.653w     12 calls
DFH: compute_JK()                   :     20.100u      0.217s      1.652w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     13 calls
DFH: compute_J                      :      1.750u      0.000s      0.135w     13 calls
DFH: compute_K                      :     18.333u      0.050s      1.426w     13 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.017s      0.001w     12 calls
HF: Form D                          :      0.017u      0.000s      0.002w     12 calls
HF: DIIS                            :      0.850u      0.133s      0.391w     11 calls
HF: Form C                          :      1.100u      0.650s      0.616w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.367u      0.000s      0.065w      1 calls
| build grid                        :      0.317u      0.000s      0.035w      1 calls
| post-process grid                 :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.056w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.037w      1 calls
DFH: initialize()                   :      6.517u      0.833s      0.902w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.036w      9 calls
| DFH: AO Construction              :      1.333u      0.033s      0.137w      6 calls
| DFH: AO-Met. Contraction          :      4.350u      0.700s      0.431w      6 calls
HF: Form core H                     :      0.067u      0.000s      0.009w      1 calls
HF: Form S/X                        :      0.083u      0.050s      0.043w      1 calls
HF: Guess                           :      0.083u      0.067s      0.046w      1 calls
| SAD Guess                         :      0.083u      0.067s      0.045w      1 calls
HF: Form G                          :     70.383u      0.383s      5.560w     12 calls
| RV: Form V                        :     50.250u      0.167s      3.902w     12 calls
| | Properties                      :     12.864p                          25380 calls
| | Functional                      :      1.411p                          25380 calls
| | V_xc                            :     16.832p                          25380 calls
| JK: D                             :      0.033u      0.000s      0.002w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     12 calls
| JK: JK                            :     20.100u      0.217s      1.653w     12 calls
| | DFH: compute_JK()               :     20.100u      0.217s      1.652w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     13 calls
| | | DFH: compute_J                :      1.750u      0.000s      0.135w     13 calls
| | | DFH: compute_K                :     18.333u      0.050s      1.426w     13 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.017s      0.001w     12 calls
HF: Form D                          :      0.017u      0.000s      0.002w     12 calls
HF: DIIS                            :      0.850u      0.133s      0.391w     11 calls
HF: Form C                          :      1.100u      0.650s      0.616w     11 calls

**************************************************************************************
