
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 03:27:59 2026
Timers Off: Sun Aug  9 03:30:23 2026

Wall Time:      143.99 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      7.150u      0.033s      0.724w      1 calls
build grid                          :      6.883u      0.033s      0.563w      1 calls
post-process grid                   :      0.267u      0.000s      0.161w      1 calls
Libint2ERI::Libint2ERI              :      0.700u      0.033s      0.427w     10 calls
JK: (A|Q)^-1                        :      8.450u      3.950s      3.377w      1 calls
JK: (A|mn)                          :     17.900u      0.250s      1.362w      3 calls
JK: (Q|mn)                          :    167.217u      0.233s     12.930w      3 calls
JK: (Q|mn) Write                    :      0.017u      3.033s      1.835w      3 calls
HF: Form core H                     :      0.667u      0.000s      0.061w      1 calls
HF: Form S/X                        :      0.933u      0.133s      0.339w      1 calls
HF: Guess                           :      0.267u      0.083s      0.074w      1 calls
SAD Guess                           :      0.267u      0.083s      0.072w      1 calls
HF: Form G                          :   1382.667u     17.000s    113.346w     13 calls
RV: Form V                          :    688.950u      1.033s     51.947w     13 calls
Properties                          :    225.205p                          75868 calls
Functional                          :      4.839p                          75868 calls
V_xc                                :    185.013p                          75868 calls
JK: D                               :      0.167u      0.017s      0.017w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    693.433u     15.933s     61.363w     13 calls
JK: (Q|mn) Read                     :      0.200u     11.967s      7.802w     40 calls
JK: J                               :     13.850u      0.100s      1.252w     40 calls
JK: J1                              :      7.083u      0.083s      0.627w     40 calls
JK: J2                              :      6.717u      0.017s      0.580w     40 calls
JK: K                               :    679.333u      2.617s     51.539w     40 calls
JK: K1                              :    378.517u      1.967s     28.778w     40 calls
JK: K2                              :    300.817u      0.650s     22.753w     40 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.050u      0.000s      0.006w     13 calls
HF: Form D                          :      0.133u      0.000s      0.011w     13 calls
HF: DIIS                            :      5.783u      0.500s      1.101w     12 calls
HF: Form C                          :     14.183u      2.083s      5.726w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      7.150u      0.033s      0.724w      1 calls
| build grid                        :      6.883u      0.033s      0.563w      1 calls
| post-process grid                 :      0.267u      0.000s      0.161w      1 calls
Libint2ERI::Libint2ERI              :      0.700u      0.017s      0.425w      2 calls
JK: (A|Q)^-1                        :      8.450u      3.950s      3.377w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.001w      8 calls
JK: (A|mn)                          :     17.900u      0.250s      1.362w      3 calls
JK: (Q|mn)                          :    167.217u      0.233s     12.930w      3 calls
JK: (Q|mn) Write                    :      0.017u      3.033s      1.835w      3 calls
HF: Form core H                     :      0.667u      0.000s      0.061w      1 calls
HF: Form S/X                        :      0.933u      0.133s      0.339w      1 calls
HF: Guess                           :      0.267u      0.083s      0.074w      1 calls
| SAD Guess                         :      0.267u      0.083s      0.072w      1 calls
HF: Form G                          :   1382.667u     17.000s    113.346w     13 calls
| RV: Form V                        :    688.950u      1.033s     51.947w     13 calls
| | Properties                      :    225.205p                          75868 calls
| | Functional                      :      4.839p                          75868 calls
| | V_xc                            :    185.013p                          75868 calls
| JK: D                             :      0.167u      0.017s      0.017w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    693.433u     15.933s     61.363w     13 calls
| | JK: (Q|mn) Read                 :      0.200u     11.967s      7.802w     40 calls
| | JK: J                           :     13.850u      0.100s      1.252w     40 calls
| | | JK: J1                        :      7.083u      0.083s      0.627w     40 calls
| | | JK: J2                        :      6.717u      0.017s      0.580w     40 calls
| | JK: K                           :    679.333u      2.617s     51.539w     40 calls
| | | JK: K1                        :    378.517u      1.967s     28.778w     40 calls
| | | JK: K2                        :    300.817u      0.650s     22.753w     40 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.050u      0.000s      0.006w     13 calls
HF: Form D                          :      0.133u      0.000s      0.011w     13 calls
HF: DIIS                            :      5.783u      0.500s      1.101w     12 calls
HF: Form C                          :     14.183u      2.083s      5.726w     12 calls

**************************************************************************************
