
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:52:55 2026
Timers Off: Sun Aug  9 12:52:56 2026

Wall Time:        1.64 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.133u      0.000s      0.026w      1 calls
build grid                          :      0.100u      0.000s      0.011w      1 calls
post-process grid                   :      0.033u      0.000s      0.015w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.010w     10 calls
DFH: initialize()                   :      0.267u      0.033s      0.047w      1 calls
DFH: AO Construction                :      0.100u      0.017s      0.009w      1 calls
DFH: AO-Met. Contraction            :      0.117u      0.000s      0.009w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      1 calls
HF: Guess                           :      0.033u      0.033s      0.020w      1 calls
SAD Guess                           :      0.033u      0.033s      0.020w      1 calls
HF: Form G                          :      8.200u      0.133s      0.672w     10 calls
RV: Form V                          :      7.850u      0.133s      0.633w     10 calls
Properties                          :      1.754p                          13250 calls
Functional                          :      0.486p                          13250 calls
V_xc                                :      2.784p                          13250 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     10 calls
JK: JK                              :      0.350u      0.000s      0.037w     10 calls
DFH: compute_JK()                   :      0.350u      0.000s      0.037w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.050u      0.000s      0.009w     10 calls
DFH: compute_K                      :      0.300u      0.000s      0.025w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.001w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.317u      0.050s      0.219w      9 calls
HF: Form C                          :      0.083u      0.017s      0.031w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.133u      0.000s      0.026w      1 calls
| build grid                        :      0.100u      0.000s      0.011w      1 calls
| post-process grid                 :      0.033u      0.000s      0.015w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      1 calls
DFH: initialize()                   :      0.267u      0.033s      0.047w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      9 calls
| DFH: AO Construction              :      0.100u      0.017s      0.009w      1 calls
| DFH: AO-Met. Contraction          :      0.117u      0.000s      0.009w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      1 calls
HF: Guess                           :      0.033u      0.033s      0.020w      1 calls
| SAD Guess                         :      0.033u      0.033s      0.020w      1 calls
HF: Form G                          :      8.200u      0.133s      0.672w     10 calls
| RV: Form V                        :      7.850u      0.133s      0.633w     10 calls
| | Properties                      :      1.754p                          13250 calls
| | Functional                      :      0.486p                          13250 calls
| | V_xc                            :      2.784p                          13250 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :      0.350u      0.000s      0.037w     10 calls
| | DFH: compute_JK()               :      0.350u      0.000s      0.037w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.050u      0.000s      0.009w     10 calls
| | | DFH: compute_K                :      0.300u      0.000s      0.025w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.001w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.317u      0.050s      0.219w      9 calls
HF: Form C                          :      0.083u      0.017s      0.031w      9 calls

**************************************************************************************
