
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:26:15 2026
Timers Off: Mon Aug 10 19:27:00 2026

Wall Time:       44.66 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      5.300u      0.033s      0.568w      1 calls
build grid                          :      5.100u      0.017s      0.441w      1 calls
post-process grid                   :      0.200u      0.017s      0.126w      1 calls
DFH: sparsity prep                  :      0.100u      0.000s      0.064w      1 calls
Libint2ERI::Libint2ERI              :      0.133u      0.000s      0.085w     10 calls
DFH: initialize()                   :     60.267u      2.417s      9.777w      1 calls
DFH: AO Construction                :      7.250u      0.000s      1.402w     32 calls
DFH: AO-Met. Contraction            :     43.867u      2.100s      4.726w     32 calls
HF: Form core H                     :      0.350u      0.017s      0.032w      1 calls
HF: Form S/X                        :      0.233u      0.083s      0.114w      1 calls
HF: Guess                           :      0.100u      0.133s      0.083w      1 calls
SAD Guess                           :      0.100u      0.133s      0.081w      1 calls
HF: Form G                          :    395.200u      2.300s     31.055w     12 calls
RV: Form V                          :    229.100u      0.650s     17.463w     12 calls
Properties                          :     79.088p                          62508 calls
Functional                          :      4.176p                          62508 calls
V_xc                                :     56.229p                          62508 calls
JK: D                               :      0.033u      0.000s      0.006w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :    166.067u      1.617s     13.576w     12 calls
DFH: compute_JK()                   :    166.067u      1.617s     13.576w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      5.983u      0.033s      0.474w     24 calls
DFH: compute_K                      :    159.700u      0.633s     12.299w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.067u      0.017s      0.004w     12 calls
HF: DIIS                            :      1.317u      0.250s      0.548w     11 calls
HF: Form C                          :      2.333u      0.933s      1.207w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      5.300u      0.033s      0.568w      1 calls
| build grid                        :      5.100u      0.017s      0.441w      1 calls
| post-process grid                 :      0.200u      0.017s      0.126w      1 calls
DFH: sparsity prep                  :      0.100u      0.000s      0.064w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.043w      1 calls
DFH: initialize()                   :     60.267u      2.417s      9.777w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.043w      9 calls
| DFH: AO Construction              :      7.250u      0.000s      1.402w     32 calls
| DFH: AO-Met. Contraction          :     43.867u      2.100s      4.726w     32 calls
HF: Form core H                     :      0.350u      0.017s      0.032w      1 calls
HF: Form S/X                        :      0.233u      0.083s      0.114w      1 calls
HF: Guess                           :      0.100u      0.133s      0.083w      1 calls
| SAD Guess                         :      0.100u      0.133s      0.081w      1 calls
HF: Form G                          :    395.200u      2.300s     31.055w     12 calls
| RV: Form V                        :    229.100u      0.650s     17.463w     12 calls
| | Properties                      :     79.088p                          62508 calls
| | Functional                      :      4.176p                          62508 calls
| | V_xc                            :     56.229p                          62508 calls
| JK: D                             :      0.033u      0.000s      0.006w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :    166.067u      1.617s     13.576w     12 calls
| | DFH: compute_JK()               :    166.067u      1.617s     13.576w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      5.983u      0.033s      0.474w     24 calls
| | | DFH: compute_K                :    159.700u      0.633s     12.299w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.067u      0.017s      0.004w     12 calls
HF: DIIS                            :      1.317u      0.250s      0.548w     11 calls
HF: Form C                          :      2.333u      0.933s      1.207w     11 calls

**************************************************************************************
