
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:31:23 2026
Timers Off: Sun Aug  9 01:32:14 2026

Wall Time:       51.07 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.000u      0.017s      0.629w      1 calls
build grid                          :      0.850u      0.017s      0.522w      1 calls
post-process grid                   :      0.150u      0.000s      0.107w      1 calls
DFH: sparsity prep                  :      0.183u      0.017s      0.114w      1 calls
Libint2ERI::Libint2ERI              :      0.250u      0.017s      0.155w      3 calls
DFH: initialize()                   :      7.667u      0.217s      4.992w      1 calls
DFH: AO Construction                :      2.017u      0.033s      1.296w      1 calls
DFH: AO-Met. Contraction            :      4.733u      0.167s      3.113w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.049w      1 calls
HF: Form S/X                        :      0.100u      0.000s      0.080w      1 calls
HF: Guess                           :      0.083u      0.017s      0.063w      1 calls
SAD Guess                           :      0.083u      0.017s      0.062w      1 calls
HF: Form G                          :     49.917u      8.917s     39.768w     10 calls
RV: Form V                          :     44.717u      7.467s     35.139w     10 calls
Properties                          :     20.083u      7.150s     20.038w  25070 calls
Functional                          :      1.700u      0.050s      1.031w  25070 calls
V_xc                                :     22.900u      0.167s     13.992w  25070 calls
JK: D                               :      0.000u      0.000s      0.003w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.003w     10 calls
JK: JK                              :      5.200u      1.433s      4.618w     10 calls
DFH: compute_JK()                   :      5.200u      1.433s      4.615w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.667u      1.300s      1.763w     10 calls
DFH: compute_K                      :      4.500u      0.050s      2.770w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.002w     10 calls
HF: Form D                          :      0.000u      0.000s      0.002w     10 calls
HF: DIIS                            :      0.733u      0.233s      0.764w      9 calls
HF: Form C                          :      0.517u      0.000s      0.309w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.000u      0.017s      0.629w      1 calls
| build grid                        :      0.850u      0.017s      0.522w      1 calls
| post-process grid                 :      0.150u      0.000s      0.107w      1 calls
DFH: sparsity prep                  :      0.183u      0.017s      0.114w      1 calls
| Libint2ERI::Libint2ERI            :      0.117u      0.017s      0.072w      1 calls
DFH: initialize()                   :      7.667u      0.217s      4.992w      1 calls
| Libint2ERI::Libint2ERI            :      0.133u      0.000s      0.083w      2 calls
| DFH: AO Construction              :      2.017u      0.033s      1.296w      1 calls
| DFH: AO-Met. Contraction          :      4.733u      0.167s      3.113w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.049w      1 calls
HF: Form S/X                        :      0.100u      0.000s      0.080w      1 calls
HF: Guess                           :      0.083u      0.017s      0.063w      1 calls
| SAD Guess                         :      0.083u      0.017s      0.062w      1 calls
HF: Form G                          :     49.917u      8.917s     39.768w     10 calls
| RV: Form V                        :     44.717u      7.467s     35.139w     10 calls
| | Properties                      :     20.083u      7.150s     20.038w  25070 calls
| | Functional                      :      1.700u      0.050s      1.031w  25070 calls
| | V_xc                            :     22.900u      0.167s     13.992w  25070 calls
| JK: D                             :      0.000u      0.000s      0.003w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.003w     10 calls
| JK: JK                            :      5.200u      1.433s      4.618w     10 calls
| | DFH: compute_JK()               :      5.200u      1.433s      4.615w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.667u      1.300s      1.763w     10 calls
| | | DFH: compute_K                :      4.500u      0.050s      2.770w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.000s      0.002w     10 calls
HF: Form D                          :      0.000u      0.000s      0.002w     10 calls
HF: DIIS                            :      0.733u      0.233s      0.764w      9 calls
HF: Form C                          :      0.517u      0.000s      0.309w      9 calls

**************************************************************************************
