
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:36:41 2026
Timers Off: Mon Aug 10 18:36:43 2026

Wall Time:        1.99 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.283u      0.017s      0.052w      1 calls
build grid                          :      0.233u      0.017s      0.027w      1 calls
post-process grid                   :      0.050u      0.000s      0.025w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.005w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.007w     10 calls
DFH: initialize()                   :      0.650u      0.067s      0.132w      1 calls
DFH: AO Construction                :      0.183u      0.000s      0.015w      1 calls
DFH: AO-Met. Contraction            :      0.267u      0.017s      0.022w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.017u      0.050s      0.026w      1 calls
SAD Guess                           :      0.017u      0.050s      0.025w      1 calls
HF: Form G                          :     11.250u      0.033s      0.867w     11 calls
RV: Form V                          :     10.300u      0.017s      0.785w     11 calls
Properties                          :      2.154p                          20977 calls
Functional                          :      0.707p                          20977 calls
V_xc                                :      3.388p                          20977 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      0.950u      0.017s      0.079w     11 calls
DFH: compute_JK()                   :      0.950u      0.017s      0.079w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.183u      0.000s      0.013w     11 calls
DFH: compute_K                      :      0.767u      0.017s      0.060w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.300u      0.067s      0.212w     10 calls
HF: Form C                          :      0.050u      0.033s      0.023w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.283u      0.017s      0.052w      1 calls
| build grid                        :      0.233u      0.017s      0.027w      1 calls
| post-process grid                 :      0.050u      0.000s      0.025w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.005w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.003w      1 calls
DFH: initialize()                   :      0.650u      0.067s      0.132w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      9 calls
| DFH: AO Construction              :      0.183u      0.000s      0.015w      1 calls
| DFH: AO-Met. Contraction          :      0.267u      0.017s      0.022w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.017u      0.050s      0.026w      1 calls
| SAD Guess                         :      0.017u      0.050s      0.025w      1 calls
HF: Form G                          :     11.250u      0.033s      0.867w     11 calls
| RV: Form V                        :     10.300u      0.017s      0.785w     11 calls
| | Properties                      :      2.154p                          20977 calls
| | Functional                      :      0.707p                          20977 calls
| | V_xc                            :      3.388p                          20977 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      0.950u      0.017s      0.079w     11 calls
| | DFH: compute_JK()               :      0.950u      0.017s      0.079w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.183u      0.000s      0.013w     11 calls
| | | DFH: compute_K                :      0.767u      0.017s      0.060w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.300u      0.067s      0.212w     10 calls
HF: Form C                          :      0.050u      0.033s      0.023w     10 calls

**************************************************************************************
