
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:31:29 2026
Timers Off: Mon Aug 10 18:31:33 2026

Wall Time:        4.91 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.950u      0.017s      0.150w      1 calls
build grid                          :      0.850u      0.017s      0.089w      1 calls
post-process grid                   :      0.100u      0.000s      0.061w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.016w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.022w     10 calls
DFH: initialize()                   :      3.683u      0.200s      0.679w      1 calls
DFH: AO Construction                :      0.617u      0.017s      0.049w      1 calls
DFH: AO-Met. Contraction            :      2.017u      0.050s      0.168w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.050u      0.050s      0.030w      1 calls
SAD Guess                           :      0.033u      0.050s      0.029w      1 calls
HF: Form G                          :     31.100u      0.200s      2.514w      9 calls
RV: Form V                          :     24.733u      0.117s      1.929w      9 calls
Properties                          :      6.025p                          25416 calls
Functional                          :      1.688p                          25416 calls
V_xc                                :      7.617p                          25416 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.033u      0.000s      0.005w      9 calls
JK: JK                              :      6.300u      0.083s      0.565w      9 calls
DFH: compute_JK()                   :      6.300u      0.083s      0.565w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.467u      0.000s      0.040w      9 calls
DFH: compute_K                      :      5.800u      0.017s      0.472w      9 calls
JK: AO2USO                          :      0.033u      0.000s      0.010w      9 calls
HF: Form F                          :      0.000u      0.017s      0.001w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.567u      0.117s      0.402w      8 calls
HF: Form C                          :      0.033u      0.000s      0.010w      8 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.950u      0.017s      0.150w      1 calls
| build grid                        :      0.850u      0.017s      0.089w      1 calls
| post-process grid                 :      0.100u      0.000s      0.061w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.016w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.011w      1 calls
DFH: initialize()                   :      3.683u      0.200s      0.679w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.011w      9 calls
| DFH: AO Construction              :      0.617u      0.017s      0.049w      1 calls
| DFH: AO-Met. Contraction          :      2.017u      0.050s      0.168w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.050u      0.050s      0.030w      1 calls
| SAD Guess                         :      0.033u      0.050s      0.029w      1 calls
HF: Form G                          :     31.100u      0.200s      2.514w      9 calls
| RV: Form V                        :     24.733u      0.117s      1.929w      9 calls
| | Properties                      :      6.025p                          25416 calls
| | Functional                      :      1.688p                          25416 calls
| | V_xc                            :      7.617p                          25416 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.033u      0.000s      0.005w      9 calls
| JK: JK                            :      6.300u      0.083s      0.565w      9 calls
| | DFH: compute_JK()               :      6.300u      0.083s      0.565w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.467u      0.000s      0.040w      9 calls
| | | DFH: compute_K                :      5.800u      0.017s      0.472w      9 calls
| JK: AO2USO                        :      0.033u      0.000s      0.010w      9 calls
HF: Form F                          :      0.000u      0.017s      0.001w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.567u      0.117s      0.402w      8 calls
HF: Form C                          :      0.033u      0.000s      0.010w      8 calls

**************************************************************************************
