
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:30:08 2026
Timers Off: Mon Aug 10 18:30:10 2026

Wall Time:        2.19 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.283u      0.017s      0.056w      1 calls
build grid                          :      0.250u      0.000s      0.030w      1 calls
post-process grid                   :      0.033u      0.017s      0.026w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.017s      0.011w     10 calls
DFH: initialize()                   :      1.250u      0.117s      0.276w      1 calls
DFH: AO Construction                :      0.267u      0.017s      0.022w      1 calls
DFH: AO-Met. Contraction            :      0.567u      0.033s      0.080w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.033s      0.027w      1 calls
SAD Guess                           :      0.033u      0.033s      0.026w      1 calls
HF: Form G                          :     11.217u      0.117s      0.895w     10 calls
RV: Form V                          :      9.617u      0.067s      0.740w     10 calls
Properties                          :      2.024p                          19240 calls
Functional                          :      0.666p                          19240 calls
V_xc                                :      3.184p                          19240 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.003w     10 calls
JK: JK                              :      1.583u      0.050s      0.146w     10 calls
DFH: compute_JK()                   :      1.583u      0.050s      0.146w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.233u      0.017s      0.019w     10 calls
DFH: compute_K                      :      1.350u      0.000s      0.109w     10 calls
JK: AO2USO                          :      0.017u      0.000s      0.003w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.267u      0.050s      0.208w      9 calls
HF: Form C                          :      0.000u      0.000s      0.007w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.283u      0.017s      0.056w      1 calls
| build grid                        :      0.250u      0.000s      0.030w      1 calls
| post-process grid                 :      0.033u      0.017s      0.026w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.006w      1 calls
DFH: initialize()                   :      1.250u      0.117s      0.276w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.006w      9 calls
| DFH: AO Construction              :      0.267u      0.017s      0.022w      1 calls
| DFH: AO-Met. Contraction          :      0.567u      0.033s      0.080w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.033s      0.027w      1 calls
| SAD Guess                         :      0.033u      0.033s      0.026w      1 calls
HF: Form G                          :     11.217u      0.117s      0.895w     10 calls
| RV: Form V                        :      9.617u      0.067s      0.740w     10 calls
| | Properties                      :      2.024p                          19240 calls
| | Functional                      :      0.666p                          19240 calls
| | V_xc                            :      3.184p                          19240 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.003w     10 calls
| JK: JK                            :      1.583u      0.050s      0.146w     10 calls
| | DFH: compute_JK()               :      1.583u      0.050s      0.146w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.233u      0.017s      0.019w     10 calls
| | | DFH: compute_K                :      1.350u      0.000s      0.109w     10 calls
| JK: AO2USO                        :      0.017u      0.000s      0.003w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.267u      0.050s      0.208w      9 calls
HF: Form C                          :      0.000u      0.000s      0.007w      9 calls

**************************************************************************************
