
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:44:57 2026
Timers Off: Mon Aug 10 19:45:29 2026

Wall Time:       31.57 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      9.017u      0.033s      0.976w      1 calls
build grid                          :      8.667u      0.033s      0.759w      1 calls
post-process grid                   :      0.350u      0.000s      0.218w      1 calls
Libint2ERI::Libint2ERI              :      0.083u      0.000s      0.054w     10 calls
JK: (A|Q)^-1                        :      4.983u      0.317s      2.008w      1 calls
JK: (A|mn)                          :      4.400u      0.200s      0.350w      1 calls
JK: (Q|mn)                          :     25.483u      0.133s      2.327w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.317s      0.254w      1 calls
HF: Form core H                     :      0.333u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.167u      0.083s      0.087w      1 calls
HF: Guess                           :      0.083u      0.083s      0.054w      1 calls
SAD Guess                           :      0.083u      0.083s      0.052w      1 calls
HF: Form G                          :    250.633u      3.933s     22.347w     12 calls
RV: Form V                          :    156.533u      0.650s     13.184w     12 calls
Properties                          :     58.072p                          73044 calls
Functional                          :      5.955p                          73044 calls
V_xc                                :     40.543p                          73044 calls
JK: D                               :      0.050u      0.017s      0.006w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     12 calls
JK: JK                              :     94.033u      3.250s      9.151w     12 calls
JK: (Q|mn) Read                     :      0.017u      1.617s      1.080w     24 calls
JK: J                               :      2.200u      0.100s      0.249w     24 calls
JK: J1                              :      1.083u      0.067s      0.131w     24 calls
JK: J2                              :      1.117u      0.033s      0.113w     24 calls
JK: K                               :     91.783u      1.200s      7.642w     24 calls
JK: K1                              :     45.517u      0.850s      3.802w     24 calls
JK: K2                              :     46.267u      0.350s      3.840w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.033u      0.000s      0.003w     12 calls
HF: DIIS                            :      1.117u      0.150s      0.525w     11 calls
HF: Form C                          :      1.967u      0.900s      1.030w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      9.017u      0.033s      0.976w      1 calls
| build grid                        :      8.667u      0.033s      0.759w      1 calls
| post-process grid                 :      0.350u      0.000s      0.218w      1 calls
Libint2ERI::Libint2ERI              :      0.083u      0.000s      0.053w      2 calls
JK: (A|Q)^-1                        :      4.983u      0.317s      2.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :      4.400u      0.200s      0.350w      1 calls
JK: (Q|mn)                          :     25.483u      0.133s      2.327w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.317s      0.254w      1 calls
HF: Form core H                     :      0.333u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.167u      0.083s      0.087w      1 calls
HF: Guess                           :      0.083u      0.083s      0.054w      1 calls
| SAD Guess                         :      0.083u      0.083s      0.052w      1 calls
HF: Form G                          :    250.633u      3.933s     22.347w     12 calls
| RV: Form V                        :    156.533u      0.650s     13.184w     12 calls
| | Properties                      :     58.072p                          73044 calls
| | Functional                      :      5.955p                          73044 calls
| | V_xc                            :     40.543p                          73044 calls
| JK: D                             :      0.050u      0.017s      0.006w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     12 calls
| JK: JK                            :     94.033u      3.250s      9.151w     12 calls
| | JK: (Q|mn) Read                 :      0.017u      1.617s      1.080w     24 calls
| | JK: J                           :      2.200u      0.100s      0.249w     24 calls
| | | JK: J1                        :      1.083u      0.067s      0.131w     24 calls
| | | JK: J2                        :      1.117u      0.033s      0.113w     24 calls
| | JK: K                           :     91.783u      1.200s      7.642w     24 calls
| | | JK: K1                        :     45.517u      0.850s      3.802w     24 calls
| | | JK: K2                        :     46.267u      0.350s      3.840w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.033u      0.000s      0.003w     12 calls
HF: DIIS                            :      1.117u      0.150s      0.525w     11 calls
HF: Form C                          :      1.967u      0.900s      1.030w     11 calls

**************************************************************************************
