
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 03:24:17 2026
Timers Off: Sun Aug  9 03:25:26 2026

Wall Time:       69.01 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      5.583u      0.017s      0.602w      1 calls
build grid                          :      5.350u      0.017s      0.457w      1 calls
post-process grid                   :      0.233u      0.000s      0.145w      1 calls
DFH: sparsity prep                  :      0.233u      0.000s      0.145w      1 calls
Libint2ERI::Libint2ERI              :      0.467u      0.000s      0.283w     11 calls
JK: (A|Q)^-1                        :      3.017u      0.533s      1.190w      1 calls
JK: (A|mn)                          :      8.633u      0.217s      0.665w      1 calls
JK: (Q|mn)                          :     53.233u      0.083s      4.234w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.833s      0.780w      1 calls
HF: Form core H                     :      0.333u      0.000s      0.031w      1 calls
HF: Form S/X                        :      0.367u      0.083s      0.150w      1 calls
HF: Guess                           :      0.100u      0.050s      0.039w      1 calls
SAD Guess                           :      0.100u      0.050s      0.038w      1 calls
HF: Form G                          :    695.100u      8.200s     56.617w     12 calls
RV: Form V                          :    498.967u      0.717s     37.765w     12 calls
Properties                          :    159.915p                          61176 calls
Functional                          :      3.892p                          61176 calls
V_xc                                :    137.796p                          61176 calls
JK: D                               :      0.050u      0.000s      0.006w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     12 calls
JK: JK                              :    196.067u      7.467s     18.836w     12 calls
JK: (Q|mn) Read                     :      0.100u      5.600s      3.439w     24 calls
JK: J                               :      5.883u      0.000s      0.520w     24 calls
JK: J1                              :      3.000u      0.000s      0.254w     24 calls
JK: J2                              :      2.833u      0.000s      0.246w     24 calls
JK: K                               :    190.050u      1.000s     14.415w     24 calls
JK: K1                              :    125.683u      0.933s      9.557w     24 calls
JK: K2                              :     64.367u      0.067s      4.857w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.017u      0.000s      0.004w     12 calls
HF: Form D                          :      0.050u      0.000s      0.005w     12 calls
HF: DIIS                            :      2.183u      0.233s      0.563w     11 calls
HF: Form C                          :      5.217u      1.133s      2.396w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      5.583u      0.017s      0.602w      1 calls
| build grid                        :      5.350u      0.017s      0.457w      1 calls
| post-process grid                 :      0.233u      0.000s      0.145w      1 calls
DFH: sparsity prep                  :      0.233u      0.000s      0.145w      1 calls
| Libint2ERI::Libint2ERI            :      0.167u      0.000s      0.096w      1 calls
Libint2ERI::Libint2ERI              :      0.300u      0.000s      0.186w      2 calls
JK: (A|Q)^-1                        :      3.017u      0.533s      1.190w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :      8.633u      0.217s      0.665w      1 calls
JK: (Q|mn)                          :     53.233u      0.083s      4.234w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.833s      0.780w      1 calls
HF: Form core H                     :      0.333u      0.000s      0.031w      1 calls
HF: Form S/X                        :      0.367u      0.083s      0.150w      1 calls
HF: Guess                           :      0.100u      0.050s      0.039w      1 calls
| SAD Guess                         :      0.100u      0.050s      0.038w      1 calls
HF: Form G                          :    695.100u      8.200s     56.617w     12 calls
| RV: Form V                        :    498.967u      0.717s     37.765w     12 calls
| | Properties                      :    159.915p                          61176 calls
| | Functional                      :      3.892p                          61176 calls
| | V_xc                            :    137.796p                          61176 calls
| JK: D                             :      0.050u      0.000s      0.006w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     12 calls
| JK: JK                            :    196.067u      7.467s     18.836w     12 calls
| | JK: (Q|mn) Read                 :      0.100u      5.600s      3.439w     24 calls
| | JK: J                           :      5.883u      0.000s      0.520w     24 calls
| | | JK: J1                        :      3.000u      0.000s      0.254w     24 calls
| | | JK: J2                        :      2.833u      0.000s      0.246w     24 calls
| | JK: K                           :    190.050u      1.000s     14.415w     24 calls
| | | JK: K1                        :    125.683u      0.933s      9.557w     24 calls
| | | JK: K2                        :     64.367u      0.067s      4.857w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.017u      0.000s      0.004w     12 calls
HF: Form D                          :      0.050u      0.000s      0.005w     12 calls
HF: DIIS                            :      2.183u      0.233s      0.563w     11 calls
HF: Form C                          :      5.217u      1.133s      2.396w     11 calls

**************************************************************************************
