
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:20:09 2026
Timers Off: Mon Aug 10 18:20:49 2026

Wall Time:       39.71 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :     10.250u      0.150s      1.938w      1 calls
build grid                          :      9.783u      0.133s      1.637w      1 calls
post-process grid                   :      0.467u      0.017s      0.300w      1 calls
DFH: sparsity prep                  :      0.100u      0.000s      0.060w      1 calls
Libint2ERI::Libint2ERI              :      0.133u      0.000s      0.084w     10 calls
DFH: initialize()                   :     44.633u      2.400s      7.559w      1 calls
DFH: AO Construction                :      6.567u      0.050s      1.003w     25 calls
DFH: AO-Met. Contraction            :     30.667u      2.017s      3.391w     25 calls
HF: Form core H                     :      0.300u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.167u      0.083s      0.092w      1 calls
HF: Guess                           :      0.083u      0.133s      0.080w      1 calls
SAD Guess                           :      0.083u      0.133s      0.079w      1 calls
HF: Form G                          :    299.300u      2.683s     26.261w     12 calls
RV: Form V                          :    194.133u      1.117s     15.801w     12 calls
Properties                          :     71.721p                          65076 calls
Functional                          :      4.761p                          65076 calls
V_xc                                :     49.578p                          65076 calls
JK: D                               :      0.067u      0.000s      0.013w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :    105.100u      1.567s     10.435w     12 calls
DFH: compute_JK()                   :    105.083u      1.567s     10.434w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      4.850u      0.183s      0.452w     24 calls
DFH: compute_K                      :    100.017u      0.650s      9.364w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.100u      0.017s      0.013w     12 calls
HF: DIIS                            :      1.250u      0.267s      0.702w     11 calls
HF: Form C                          :      2.083u      0.850s      1.056w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :     10.250u      0.150s      1.938w      1 calls
| build grid                        :      9.783u      0.133s      1.637w      1 calls
| post-process grid                 :      0.467u      0.017s      0.300w      1 calls
DFH: sparsity prep                  :      0.100u      0.000s      0.060w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.039w      1 calls
DFH: initialize()                   :     44.633u      2.400s      7.559w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.045w      9 calls
| DFH: AO Construction              :      6.567u      0.050s      1.003w     25 calls
| DFH: AO-Met. Contraction          :     30.667u      2.017s      3.391w     25 calls
HF: Form core H                     :      0.300u      0.000s      0.030w      1 calls
HF: Form S/X                        :      0.167u      0.083s      0.092w      1 calls
HF: Guess                           :      0.083u      0.133s      0.080w      1 calls
| SAD Guess                         :      0.083u      0.133s      0.079w      1 calls
HF: Form G                          :    299.300u      2.683s     26.261w     12 calls
| RV: Form V                        :    194.133u      1.117s     15.801w     12 calls
| | Properties                      :     71.721p                          65076 calls
| | Functional                      :      4.761p                          65076 calls
| | V_xc                            :     49.578p                          65076 calls
| JK: D                             :      0.067u      0.000s      0.013w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :    105.100u      1.567s     10.435w     12 calls
| | DFH: compute_JK()               :    105.083u      1.567s     10.434w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      4.850u      0.183s      0.452w     24 calls
| | | DFH: compute_K                :    100.017u      0.650s      9.364w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.100u      0.017s      0.013w     12 calls
HF: DIIS                            :      1.250u      0.267s      0.702w     11 calls
HF: Form C                          :      2.083u      0.850s      1.056w     11 calls

**************************************************************************************
