
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 20:15:33 2026
Timers Off: Mon Aug 10 20:17:19 2026

Wall Time:      105.84 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :     17.350u      0.083s      1.709w      1 calls
build grid                          :     16.833u      0.067s      1.387w      1 calls
post-process grid                   :      0.517u      0.017s      0.322w      1 calls
Libint2ERI::Libint2ERI              :      0.167u      0.017s      0.094w     10 calls
JK: (A|Q)^-1                        :     13.083u      0.633s      5.579w      1 calls
JK: (A|mn)                          :     14.917u      0.500s      1.553w      1 calls
JK: (Q|mn)                          :     86.867u      0.583s      8.612w      1 calls
JK: (Q|mn) Write                    :      0.017u      0.817s      0.589w      1 calls
HF: Form core H                     :      0.483u      0.000s      0.042w      1 calls
HF: Form S/X                        :      0.267u      0.100s      0.131w      1 calls
HF: Guess                           :      0.100u      0.083s      0.050w      1 calls
SAD Guess                           :      0.100u      0.083s      0.049w      1 calls
HF: Form G                          :    837.450u     14.700s     82.637w     12 calls
RV: Form V                          :    534.367u      4.033s     49.914w     12 calls
Properties                          :    226.924p                          85632 calls
Functional                          :      9.273p                          85632 calls
V_xc                                :    161.589p                          85632 calls
JK: D                               :      0.067u      0.000s      0.014w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :    302.950u     10.667s     32.696w     12 calls
JK: (Q|mn) Read                     :      0.083u      5.950s      3.651w     24 calls
JK: J                               :      5.200u      0.133s      0.510w     24 calls
JK: J1                              :      2.750u      0.100s      0.259w     24 calls
JK: J2                              :      2.433u      0.033s      0.240w     24 calls
JK: K                               :    297.600u      3.617s     27.997w     24 calls
JK: K1                              :    146.800u      2.683s     13.691w     24 calls
JK: K2                              :    150.800u      0.933s     14.304w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.017u      0.000s      0.004w     12 calls
HF: Form D                          :      0.050u      0.000s      0.006w     12 calls
HF: DIIS                            :      2.000u      0.333s      0.843w     11 calls
HF: Form C                          :      3.933u      1.367s      2.001w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :     17.350u      0.083s      1.709w      1 calls
| build grid                        :     16.833u      0.067s      1.387w      1 calls
| post-process grid                 :      0.517u      0.017s      0.322w      1 calls
Libint2ERI::Libint2ERI              :      0.167u      0.017s      0.093w      2 calls
JK: (A|Q)^-1                        :     13.083u      0.633s      5.579w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      8 calls
JK: (A|mn)                          :     14.917u      0.500s      1.553w      1 calls
JK: (Q|mn)                          :     86.867u      0.583s      8.612w      1 calls
JK: (Q|mn) Write                    :      0.017u      0.817s      0.589w      1 calls
HF: Form core H                     :      0.483u      0.000s      0.042w      1 calls
HF: Form S/X                        :      0.267u      0.100s      0.131w      1 calls
HF: Guess                           :      0.100u      0.083s      0.050w      1 calls
| SAD Guess                         :      0.100u      0.083s      0.049w      1 calls
HF: Form G                          :    837.450u     14.700s     82.637w     12 calls
| RV: Form V                        :    534.367u      4.033s     49.914w     12 calls
| | Properties                      :    226.924p                          85632 calls
| | Functional                      :      9.273p                          85632 calls
| | V_xc                            :    161.589p                          85632 calls
| JK: D                             :      0.067u      0.000s      0.014w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :    302.950u     10.667s     32.696w     12 calls
| | JK: (Q|mn) Read                 :      0.083u      5.950s      3.651w     24 calls
| | JK: J                           :      5.200u      0.133s      0.510w     24 calls
| | | JK: J1                        :      2.750u      0.100s      0.259w     24 calls
| | | JK: J2                        :      2.433u      0.033s      0.240w     24 calls
| | JK: K                           :    297.600u      3.617s     27.997w     24 calls
| | | JK: K1                        :    146.800u      2.683s     13.691w     24 calls
| | | JK: K2                        :    150.800u      0.933s     14.304w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.017u      0.000s      0.004w     12 calls
HF: Form D                          :      0.050u      0.000s      0.006w     12 calls
HF: DIIS                            :      2.000u      0.333s      0.843w     11 calls
HF: Form C                          :      3.933u      1.367s      2.001w     11 calls

**************************************************************************************
