
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:12:53 2026
Timers Off: Mon Aug 10 19:13:49 2026

Wall Time:       55.37 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      8.567u      0.050s      0.908w      1 calls
build grid                          :      8.200u      0.033s      0.686w      1 calls
post-process grid                   :      0.367u      0.017s      0.222w      1 calls
Libint2ERI::Libint2ERI              :      0.133u      0.000s      0.085w     10 calls
JK: (A|Q)^-1                        :      9.533u      0.533s      3.874w      1 calls
JK: (A|mn)                          :      8.683u      0.233s      0.672w      1 calls
JK: (Q|mn)                          :     55.867u      0.267s      4.790w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.517s      0.531w      1 calls
HF: Form core H                     :      0.317u      0.000s      0.028w      1 calls
HF: Form S/X                        :      0.183u      0.067s      0.094w      1 calls
HF: Guess                           :      0.117u      0.133s      0.171w      1 calls
SAD Guess                           :      0.117u      0.133s      0.169w      1 calls
HF: Form G                          :    451.600u      9.933s     40.518w     13 calls
RV: Form V                          :    231.050u      1.717s     19.439w     13 calls
Properties                          :     86.145p                          75842 calls
Functional                          :      5.861p                          75842 calls
V_xc                                :     63.253p                          75842 calls
JK: D                               :      0.033u      0.000s      0.008w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     13 calls
JK: JK                              :    220.517u      8.217s     21.064w     13 calls
JK: (Q|mn) Read                     :      0.100u      3.783s      2.370w     26 calls
JK: J                               :      4.517u      0.450s      0.465w     26 calls
JK: J1                              :      2.433u      0.450s      0.262w     26 calls
JK: J2                              :      2.067u      0.000s      0.193w     26 calls
JK: K                               :    215.867u      3.283s     17.805w     26 calls
JK: K1                              :    111.267u      2.200s      9.123w     26 calls
JK: K2                              :    104.600u      1.083s      8.681w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.002w     13 calls
HF: Form D                          :      0.050u      0.000s      0.004w     13 calls
HF: DIIS                            :      1.450u      0.200s      0.698w     12 calls
HF: Form C                          :      2.800u      1.100s      1.421w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      8.567u      0.050s      0.908w      1 calls
| build grid                        :      8.200u      0.033s      0.686w      1 calls
| post-process grid                 :      0.367u      0.017s      0.222w      1 calls
Libint2ERI::Libint2ERI              :      0.133u      0.000s      0.083w      2 calls
JK: (A|Q)^-1                        :      9.533u      0.533s      3.874w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :      8.683u      0.233s      0.672w      1 calls
JK: (Q|mn)                          :     55.867u      0.267s      4.790w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.517s      0.531w      1 calls
HF: Form core H                     :      0.317u      0.000s      0.028w      1 calls
HF: Form S/X                        :      0.183u      0.067s      0.094w      1 calls
HF: Guess                           :      0.117u      0.133s      0.171w      1 calls
| SAD Guess                         :      0.117u      0.133s      0.169w      1 calls
HF: Form G                          :    451.600u      9.933s     40.518w     13 calls
| RV: Form V                        :    231.050u      1.717s     19.439w     13 calls
| | Properties                      :     86.145p                          75842 calls
| | Functional                      :      5.861p                          75842 calls
| | V_xc                            :     63.253p                          75842 calls
| JK: D                             :      0.033u      0.000s      0.008w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     13 calls
| JK: JK                            :    220.517u      8.217s     21.064w     13 calls
| | JK: (Q|mn) Read                 :      0.100u      3.783s      2.370w     26 calls
| | JK: J                           :      4.517u      0.450s      0.465w     26 calls
| | | JK: J1                        :      2.433u      0.450s      0.262w     26 calls
| | | JK: J2                        :      2.067u      0.000s      0.193w     26 calls
| | JK: K                           :    215.867u      3.283s     17.805w     26 calls
| | | JK: K1                        :    111.267u      2.200s      9.123w     26 calls
| | | JK: K2                        :    104.600u      1.083s      8.681w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.000s      0.002w     13 calls
HF: Form D                          :      0.050u      0.000s      0.004w     13 calls
HF: DIIS                            :      1.450u      0.200s      0.698w     12 calls
HF: Form C                          :      2.800u      1.100s      1.421w     12 calls

**************************************************************************************
