
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:16:56 2026
Timers Off: Sun Aug  9 16:17:28 2026

Wall Time:       31.45 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.817u      0.017s      0.232w      1 calls
build grid                          :      1.683u      0.017s      0.149w      1 calls
post-process grid                   :      0.133u      0.000s      0.083w      1 calls
DFH: sparsity prep                  :      0.133u      0.000s      0.088w      1 calls
Libint2ERI::Libint2ERI              :      0.200u      0.000s      0.116w     10 calls
DFH: initialize()                   :     21.700u      3.517s      3.388w      1 calls
DFH: AO Construction                :      4.167u      0.000s      0.935w     32 calls
DFH: AO-Met. Contraction            :     16.100u      3.367s      1.845w     32 calls
HF: Form core H                     :      0.233u      0.017s      0.022w      1 calls
HF: Form S/X                        :      0.267u      0.083s      0.125w      1 calls
HF: Guess                           :      0.100u      0.083s      0.052w      1 calls
SAD Guess                           :      0.100u      0.083s      0.050w      1 calls
HF: Form G                          :    319.283u      0.933s     24.453w     12 calls
RV: Form V                          :    262.983u      0.483s     19.964w     12 calls
Properties                          :     84.335p                          43464 calls
Functional                          :      2.797p                          43464 calls
V_xc                                :     72.348p                          43464 calls
JK: D                               :      0.000u      0.033s      0.003w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     12 calls
JK: JK                              :     56.300u      0.400s      4.479w     12 calls
DFH: compute_JK()                   :     56.300u      0.400s      4.478w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      4.483u      0.033s      0.348w     24 calls
DFH: compute_K                      :     51.683u      0.167s      3.950w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.017u      0.000s      0.003w     12 calls
HF: DIIS                            :      1.450u      0.233s      0.515w     11 calls
HF: Form C                          :      2.867u      0.950s      1.433w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.817u      0.017s      0.232w      1 calls
| build grid                        :      1.683u      0.017s      0.149w      1 calls
| post-process grid                 :      0.133u      0.000s      0.083w      1 calls
DFH: sparsity prep                  :      0.133u      0.000s      0.088w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.059w      1 calls
DFH: initialize()                   :     21.700u      3.517s      3.388w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.058w      9 calls
| DFH: AO Construction              :      4.167u      0.000s      0.935w     32 calls
| DFH: AO-Met. Contraction          :     16.100u      3.367s      1.845w     32 calls
HF: Form core H                     :      0.233u      0.017s      0.022w      1 calls
HF: Form S/X                        :      0.267u      0.083s      0.125w      1 calls
HF: Guess                           :      0.100u      0.083s      0.052w      1 calls
| SAD Guess                         :      0.100u      0.083s      0.050w      1 calls
HF: Form G                          :    319.283u      0.933s     24.453w     12 calls
| RV: Form V                        :    262.983u      0.483s     19.964w     12 calls
| | Properties                      :     84.335p                          43464 calls
| | Functional                      :      2.797p                          43464 calls
| | V_xc                            :     72.348p                          43464 calls
| JK: D                             :      0.000u      0.033s      0.003w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     12 calls
| JK: JK                            :     56.300u      0.400s      4.479w     12 calls
| | DFH: compute_JK()               :     56.300u      0.400s      4.478w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      4.483u      0.033s      0.348w     24 calls
| | | DFH: compute_K                :     51.683u      0.167s      3.950w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.017u      0.000s      0.003w     12 calls
HF: DIIS                            :      1.450u      0.233s      0.515w     11 calls
HF: Form C                          :      2.867u      0.950s      1.433w     11 calls

**************************************************************************************
