
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:37:32 2026
Timers Off: Mon Aug 10 18:37:34 2026

Wall Time:        2.47 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.700u      0.017s      0.102w      1 calls
build grid                          :      0.633u      0.017s      0.064w      1 calls
post-process grid                   :      0.067u      0.000s      0.039w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.006w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.008w     10 calls
DFH: initialize()                   :      0.833u      0.067s      0.156w      1 calls
DFH: AO Construction                :      0.233u      0.000s      0.019w      1 calls
DFH: AO-Met. Contraction            :      0.367u      0.017s      0.031w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.017w      1 calls
SAD Guess                           :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :     15.350u      0.067s      1.181w     10 calls
RV: Form V                          :     14.433u      0.050s      1.094w     10 calls
Properties                          :      3.119p                          26660 calls
Functional                          :      0.942p                          26660 calls
V_xc                                :      4.636p                          26660 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.003w     10 calls
JK: JK                              :      0.900u      0.017s      0.076w     10 calls
DFH: compute_JK()                   :      0.900u      0.017s      0.076w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.167u      0.000s      0.014w     10 calls
DFH: compute_K                      :      0.733u      0.000s      0.058w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.004w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.333u      0.050s      0.207w      9 calls
HF: Form C                          :      0.017u      0.000s      0.004w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.700u      0.017s      0.102w      1 calls
| build grid                        :      0.633u      0.017s      0.064w      1 calls
| post-process grid                 :      0.067u      0.000s      0.039w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.006w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.004w      1 calls
DFH: initialize()                   :      0.833u      0.067s      0.156w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.004w      9 calls
| DFH: AO Construction              :      0.233u      0.000s      0.019w      1 calls
| DFH: AO-Met. Contraction          :      0.367u      0.017s      0.031w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.017w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :     15.350u      0.067s      1.181w     10 calls
| RV: Form V                        :     14.433u      0.050s      1.094w     10 calls
| | Properties                      :      3.119p                          26660 calls
| | Functional                      :      0.942p                          26660 calls
| | V_xc                            :      4.636p                          26660 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.003w     10 calls
| JK: JK                            :      0.900u      0.017s      0.076w     10 calls
| | DFH: compute_JK()               :      0.900u      0.017s      0.076w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.167u      0.000s      0.014w     10 calls
| | | DFH: compute_K                :      0.733u      0.000s      0.058w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.004w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.333u      0.050s      0.207w      9 calls
HF: Form C                          :      0.017u      0.000s      0.004w      9 calls

**************************************************************************************
