
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:36:45 2026
Timers Off: Mon Aug 10 19:38:23 2026

Wall Time:       97.25 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      9.350u      0.033s      0.951w      1 calls
build grid                          :      9.067u      0.017s      0.774w      1 calls
post-process grid                   :      0.283u      0.017s      0.177w      1 calls
Libint2ERI::Libint2ERI              :      0.167u      0.000s      0.103w     10 calls
JK: (A|Q)^-1                        :     15.700u      0.717s      6.413w      1 calls
JK: (A|mn)                          :     15.517u      0.383s      1.234w      1 calls
JK: (Q|mn)                          :    105.817u      0.417s      9.007w      1 calls
JK: (Q|mn) Write                    :      0.017u      0.900s      0.940w      1 calls
HF: Form core H                     :      0.317u      0.000s      0.029w      1 calls
HF: Form S/X                        :      0.217u      0.067s      0.097w      1 calls
HF: Guess                           :      0.083u      0.083s      0.055w      1 calls
SAD Guess                           :      0.083u      0.083s      0.054w      1 calls
HF: Form G                          :    809.767u     16.467s     74.035w     13 calls
RV: Form V                          :    362.617u      2.200s     30.814w     13 calls
Properties                          :    139.129p                          80821 calls
Functional                          :      6.819p                          80821 calls
V_xc                                :    100.032p                          80821 calls
JK: D                               :      0.100u      0.000s      0.014w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    447.050u     14.250s     43.195w     13 calls
JK: (Q|mn) Read                     :      0.150u      6.500s      3.976w     26 calls
JK: J                               :      7.300u      0.567s      0.770w     26 calls
JK: J1                              :      4.017u      0.550s      0.444w     26 calls
JK: J2                              :      3.267u      0.017s      0.312w     26 calls
JK: K                               :    439.583u      5.883s     37.720w     26 calls
JK: K1                              :    214.483u      3.833s     18.355w     26 calls
JK: K2                              :    225.100u      2.050s     19.363w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.017u      0.017s      0.003w     13 calls
HF: Form D                          :      0.100u      0.000s      0.008w     13 calls
HF: DIIS                            :      1.850u      0.283s      0.732w     12 calls
HF: Form C                          :      4.433u      1.350s      2.141w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      9.350u      0.033s      0.951w      1 calls
| build grid                        :      9.067u      0.017s      0.774w      1 calls
| post-process grid                 :      0.283u      0.017s      0.177w      1 calls
Libint2ERI::Libint2ERI              :      0.167u      0.000s      0.102w      2 calls
JK: (A|Q)^-1                        :     15.700u      0.717s      6.413w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :     15.517u      0.383s      1.234w      1 calls
JK: (Q|mn)                          :    105.817u      0.417s      9.007w      1 calls
JK: (Q|mn) Write                    :      0.017u      0.900s      0.940w      1 calls
HF: Form core H                     :      0.317u      0.000s      0.029w      1 calls
HF: Form S/X                        :      0.217u      0.067s      0.097w      1 calls
HF: Guess                           :      0.083u      0.083s      0.055w      1 calls
| SAD Guess                         :      0.083u      0.083s      0.054w      1 calls
HF: Form G                          :    809.767u     16.467s     74.035w     13 calls
| RV: Form V                        :    362.617u      2.200s     30.814w     13 calls
| | Properties                      :    139.129p                          80821 calls
| | Functional                      :      6.819p                          80821 calls
| | V_xc                            :    100.032p                          80821 calls
| JK: D                             :      0.100u      0.000s      0.014w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    447.050u     14.250s     43.195w     13 calls
| | JK: (Q|mn) Read                 :      0.150u      6.500s      3.976w     26 calls
| | JK: J                           :      7.300u      0.567s      0.770w     26 calls
| | | JK: J1                        :      4.017u      0.550s      0.444w     26 calls
| | | JK: J2                        :      3.267u      0.017s      0.312w     26 calls
| | JK: K                           :    439.583u      5.883s     37.720w     26 calls
| | | JK: K1                        :    214.483u      3.833s     18.355w     26 calls
| | | JK: K2                        :    225.100u      2.050s     19.363w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.017u      0.017s      0.003w     13 calls
HF: Form D                          :      0.100u      0.000s      0.008w     13 calls
HF: DIIS                            :      1.850u      0.283s      0.732w     12 calls
HF: Form C                          :      4.433u      1.350s      2.141w     12 calls

**************************************************************************************
