
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:52:09 2026
Timers Off: Sun Aug  9 12:52:18 2026

Wall Time:        8.53 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.383u      0.017s      0.070w      1 calls
build grid                          :      0.333u      0.017s      0.040w      1 calls
post-process grid                   :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.055w      1 calls
Libint2ERI::Libint2ERI              :      0.117u      0.000s      0.073w     10 calls
DFH: initialize()                   :      6.433u      0.733s      0.917w      1 calls
DFH: AO Construction                :      1.300u      0.000s      0.158w     10 calls
DFH: AO-Met. Contraction            :      4.283u      0.633s      0.426w     10 calls
HF: Form core H                     :      0.083u      0.017s      0.010w      1 calls
HF: Form S/X                        :      0.033u      0.017s      0.016w      1 calls
HF: Guess                           :      0.067u      0.050s      0.042w      1 calls
SAD Guess                           :      0.067u      0.050s      0.041w      1 calls
HF: Form G                          :     73.850u      0.600s      5.930w     12 calls
RV: Form V                          :     52.617u      0.350s      4.165w     12 calls
Properties                          :     13.794p                          24696 calls
Functional                          :      1.429p                          24696 calls
V_xc                                :     17.861p                          24696 calls
JK: D                               :      0.017u      0.000s      0.002w     12 calls
JK: USO2AO                          :      0.117u      0.000s      0.017w     12 calls
JK: JK                              :     20.700u      0.217s      1.698w     12 calls
DFH: compute_JK()                   :     20.700u      0.217s      1.698w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      1.767u      0.000s      0.148w     24 calls
DFH: compute_K                      :     18.867u      0.117s      1.490w     24 calls
JK: AO2USO                          :      0.233u      0.000s      0.028w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.002w     12 calls
HF: DIIS                            :      0.550u      0.133s      0.354w     11 calls
HF: Form C                          :      0.367u      0.317s      0.227w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.383u      0.017s      0.070w      1 calls
| build grid                        :      0.333u      0.017s      0.040w      1 calls
| post-process grid                 :      0.050u      0.000s      0.030w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.055w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.037w      1 calls
DFH: initialize()                   :      6.433u      0.733s      0.917w      1 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.000s      0.036w      9 calls
| DFH: AO Construction              :      1.300u      0.000s      0.158w     10 calls
| DFH: AO-Met. Contraction          :      4.283u      0.633s      0.426w     10 calls
HF: Form core H                     :      0.083u      0.017s      0.010w      1 calls
HF: Form S/X                        :      0.033u      0.017s      0.016w      1 calls
HF: Guess                           :      0.067u      0.050s      0.042w      1 calls
| SAD Guess                         :      0.067u      0.050s      0.041w      1 calls
HF: Form G                          :     73.850u      0.600s      5.930w     12 calls
| RV: Form V                        :     52.617u      0.350s      4.165w     12 calls
| | Properties                      :     13.794p                          24696 calls
| | Functional                      :      1.429p                          24696 calls
| | V_xc                            :     17.861p                          24696 calls
| JK: D                             :      0.017u      0.000s      0.002w     12 calls
| JK: USO2AO                        :      0.117u      0.000s      0.017w     12 calls
| JK: JK                            :     20.700u      0.217s      1.698w     12 calls
| | DFH: compute_JK()               :     20.700u      0.217s      1.698w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      1.767u      0.000s      0.148w     24 calls
| | | DFH: compute_K                :     18.867u      0.117s      1.490w     24 calls
| JK: AO2USO                        :      0.233u      0.000s      0.028w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.002w     12 calls
HF: DIIS                            :      0.550u      0.133s      0.354w     11 calls
HF: Form C                          :      0.367u      0.317s      0.227w     11 calls

**************************************************************************************
