
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:29:17 2026
Timers Off: Mon Aug 10 18:29:22 2026

Wall Time:        4.36 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.267u      0.017s      0.059w      1 calls
build grid                          :      0.217u      0.017s      0.029w      1 calls
post-process grid                   :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.012w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.017w     10 calls
DFH: initialize()                   :      2.150u      0.117s      0.445w      1 calls
DFH: AO Construction                :      0.383u      0.017s      0.032w      1 calls
DFH: AO-Met. Contraction            :      1.067u      0.033s      0.091w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.007w      1 calls
HF: Guess                           :      0.050u      0.067s      0.043w      1 calls
SAD Guess                           :      0.050u      0.067s      0.042w      1 calls
HF: Form G                          :     23.050u      0.250s      2.095w     12 calls
RV: Form V                          :     17.417u      0.133s      1.508w     12 calls
Properties                          :      4.677p                          21132 calls
Functional                          :      1.511p                          21132 calls
V_xc                                :      5.777p                          21132 calls
JK: D                               :      0.000u      0.000s      0.003w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     12 calls
JK: JK                              :      5.633u      0.117s      0.578w     12 calls
DFH: compute_JK()                   :      5.633u      0.117s      0.578w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     12 calls
DFH: compute_J                      :      0.350u      0.000s      0.039w     12 calls
DFH: compute_K                      :      5.250u      0.033s      0.489w     12 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.017s      0.001w     12 calls
HF: Form D                          :      0.017u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.683u      0.150s      0.485w     11 calls
HF: Form C                          :      0.133u      0.167s      0.107w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.267u      0.017s      0.059w      1 calls
| build grid                        :      0.217u      0.017s      0.029w      1 calls
| post-process grid                 :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.012w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.008w      1 calls
DFH: initialize()                   :      2.150u      0.117s      0.445w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.009w      9 calls
| DFH: AO Construction              :      0.383u      0.017s      0.032w      1 calls
| DFH: AO-Met. Contraction          :      1.067u      0.033s      0.091w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.007w      1 calls
HF: Guess                           :      0.050u      0.067s      0.043w      1 calls
| SAD Guess                         :      0.050u      0.067s      0.042w      1 calls
HF: Form G                          :     23.050u      0.250s      2.095w     12 calls
| RV: Form V                        :     17.417u      0.133s      1.508w     12 calls
| | Properties                      :      4.677p                          21132 calls
| | Functional                      :      1.511p                          21132 calls
| | V_xc                            :      5.777p                          21132 calls
| JK: D                             :      0.000u      0.000s      0.003w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     12 calls
| JK: JK                            :      5.633u      0.117s      0.578w     12 calls
| | DFH: compute_JK()               :      5.633u      0.117s      0.578w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     12 calls
| | | DFH: compute_J                :      0.350u      0.000s      0.039w     12 calls
| | | DFH: compute_K                :      5.250u      0.033s      0.489w     12 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.017s      0.001w     12 calls
HF: Form D                          :      0.017u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.683u      0.150s      0.485w     11 calls
HF: Form C                          :      0.133u      0.167s      0.107w     11 calls

**************************************************************************************
