
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:13:44 2026
Timers Off: Sun Aug  9 01:14:01 2026

Wall Time:       17.16 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.383u      0.017s      0.282w      1 calls
build grid                          :      0.283u      0.000s      0.203w      1 calls
post-process grid                   :      0.100u      0.017s      0.079w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.070w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.084w      3 calls
DFH: initialize()                   :      0.600u      0.033s      0.457w      1 calls
DFH: AO Construction                :      0.217u      0.017s      0.171w      1 calls
DFH: AO-Met. Contraction            :      0.233u      0.017s      0.164w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.387w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.025w      1 calls
HF: Guess                           :      0.050u      0.033s      0.132w      1 calls
SAD Guess                           :      0.050u      0.033s      0.129w      1 calls
HF: Form G                          :     15.300u      0.750s     10.785w     10 calls
RV: Form V                          :     14.817u      0.733s     10.410w     10 calls
Properties                          :      6.500u      0.533s      4.721w  15220 calls
Functional                          :      1.700u      0.067s      1.063w  15220 calls
V_xc                                :      6.533u      0.050s      4.557w  15220 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.005w     10 calls
JK: JK                              :      0.433u      0.017s      0.348w     10 calls
DFH: compute_JK()                   :      0.433u      0.017s      0.348w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.100u      0.017s      0.080w     10 calls
DFH: compute_K                      :      0.333u      0.000s      0.259w     10 calls
JK: AO2USO                          :      0.033u      0.000s      0.009w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.517u      0.150s      0.551w      9 calls
HF: Form C                          :      0.050u      0.000s      0.022w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.383u      0.017s      0.282w      1 calls
| build grid                        :      0.283u      0.000s      0.203w      1 calls
| post-process grid                 :      0.100u      0.017s      0.079w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.070w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.055w      1 calls
DFH: initialize()                   :      0.600u      0.033s      0.457w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.029w      2 calls
| DFH: AO Construction              :      0.217u      0.017s      0.171w      1 calls
| DFH: AO-Met. Contraction          :      0.233u      0.017s      0.164w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.387w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.025w      1 calls
HF: Guess                           :      0.050u      0.033s      0.132w      1 calls
| SAD Guess                         :      0.050u      0.033s      0.129w      1 calls
HF: Form G                          :     15.300u      0.750s     10.785w     10 calls
| RV: Form V                        :     14.817u      0.733s     10.410w     10 calls
| | Properties                      :      6.500u      0.533s      4.721w  15220 calls
| | Functional                      :      1.700u      0.067s      1.063w  15220 calls
| | V_xc                            :      6.533u      0.050s      4.557w  15220 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.005w     10 calls
| JK: JK                            :      0.433u      0.017s      0.348w     10 calls
| | DFH: compute_JK()               :      0.433u      0.017s      0.348w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.100u      0.017s      0.080w     10 calls
| | | DFH: compute_K                :      0.333u      0.000s      0.259w     10 calls
| JK: AO2USO                        :      0.033u      0.000s      0.009w     10 calls
HF: Form F                          :      0.000u      0.000s      0.000w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.517u      0.150s      0.551w      9 calls
HF: Form C                          :      0.050u      0.000s      0.022w      9 calls

**************************************************************************************
