
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:33:50 2026
Timers Off: Mon Aug 10 18:33:53 2026

Wall Time:        3.25 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.717u      0.000s      0.103w      1 calls
build grid                          :      0.650u      0.000s      0.064w      1 calls
post-process grid                   :      0.067u      0.000s      0.039w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.010w     10 calls
DFH: initialize()                   :      1.417u      0.100s      0.267w      1 calls
DFH: AO Construction                :      0.367u      0.000s      0.032w      1 calls
DFH: AO-Met. Contraction            :      0.667u      0.033s      0.058w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.003w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.005w      1 calls
HF: Guess                           :      0.017u      0.033s      0.017w      1 calls
SAD Guess                           :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :     21.817u      0.083s      1.676w     11 calls
RV: Form V                          :     19.750u      0.050s      1.500w     11 calls
Properties                          :      4.494p                          29216 calls
Functional                          :      1.233p                          29216 calls
V_xc                                :      6.231p                          29216 calls
JK: D                               :      0.000u      0.000s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      2.067u      0.033s      0.174w     11 calls
DFH: compute_JK()                   :      2.067u      0.033s      0.173w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.350u      0.000s      0.025w     11 calls
DFH: compute_K                      :      1.717u      0.017s      0.133w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.367u      0.083s      0.272w     10 calls
HF: Form C                          :      0.150u      0.133s      0.070w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.717u      0.000s      0.103w      1 calls
| build grid                        :      0.650u      0.000s      0.064w      1 calls
| post-process grid                 :      0.067u      0.000s      0.039w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.008w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.005w      1 calls
DFH: initialize()                   :      1.417u      0.100s      0.267w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.005w      9 calls
| DFH: AO Construction              :      0.367u      0.000s      0.032w      1 calls
| DFH: AO-Met. Contraction          :      0.667u      0.033s      0.058w      1 calls
HF: Form core H                     :      0.017u      0.017s      0.003w      1 calls
HF: Form S/X                        :      0.017u      0.000s      0.005w      1 calls
HF: Guess                           :      0.017u      0.033s      0.017w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.016w      1 calls
HF: Form G                          :     21.817u      0.083s      1.676w     11 calls
| RV: Form V                        :     19.750u      0.050s      1.500w     11 calls
| | Properties                      :      4.494p                          29216 calls
| | Functional                      :      1.233p                          29216 calls
| | V_xc                            :      6.231p                          29216 calls
| JK: D                             :      0.000u      0.000s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      2.067u      0.033s      0.174w     11 calls
| | DFH: compute_JK()               :      2.067u      0.033s      0.173w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.350u      0.000s      0.025w     11 calls
| | | DFH: compute_K                :      1.717u      0.017s      0.133w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.367u      0.083s      0.272w     10 calls
HF: Form C                          :      0.150u      0.133s      0.070w     10 calls

**************************************************************************************
