
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:11:54 2026
Timers Off: Sun Aug  9 16:12:20 2026

Wall Time:       26.58 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.367u      0.017s      0.292w      1 calls
build grid                          :      2.217u      0.017s      0.202w      1 calls
post-process grid                   :      0.150u      0.000s      0.090w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.091w      1 calls
Libint2ERI::Libint2ERI              :      0.200u      0.000s      0.119w     10 calls
DFH: initialize()                   :     19.017u      2.100s      2.879w      1 calls
DFH: AO Construction                :      3.300u      0.017s      0.708w     31 calls
DFH: AO-Met. Contraction            :     14.133u      1.950s      1.500w     31 calls
HF: Form core H                     :      0.167u      0.000s      0.017w      1 calls
HF: Form S/X                        :      0.167u      0.050s      0.078w      1 calls
HF: Guess                           :      0.083u      0.050s      0.035w      1 calls
SAD Guess                           :      0.067u      0.050s      0.034w      1 calls
HF: Form G                          :    268.450u      0.633s     20.456w     12 calls
RV: Form V                          :    218.500u      0.317s     16.506w     12 calls
Properties                          :     71.259p                          47064 calls
Functional                          :      2.527p                          47064 calls
V_xc                                :     58.035p                          47064 calls
JK: D                               :      0.033u      0.017s      0.003w     12 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     12 calls
JK: JK                              :     49.883u      0.300s      3.940w     12 calls
DFH: compute_JK()                   :     49.867u      0.300s      3.940w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     24 calls
DFH: compute_J                      :      4.333u      0.067s      0.334w     24 calls
DFH: compute_K                      :     45.517u      0.100s      3.444w     24 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.002w     12 calls
HF: DIIS                            :      1.217u      0.167s      0.425w     11 calls
HF: Form C                          :      2.467u      0.900s      1.215w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.367u      0.017s      0.292w      1 calls
| build grid                        :      2.217u      0.017s      0.202w      1 calls
| post-process grid                 :      0.150u      0.000s      0.090w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.091w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.060w      1 calls
DFH: initialize()                   :     19.017u      2.100s      2.879w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.059w      9 calls
| DFH: AO Construction              :      3.300u      0.017s      0.708w     31 calls
| DFH: AO-Met. Contraction          :     14.133u      1.950s      1.500w     31 calls
HF: Form core H                     :      0.167u      0.000s      0.017w      1 calls
HF: Form S/X                        :      0.167u      0.050s      0.078w      1 calls
HF: Guess                           :      0.083u      0.050s      0.035w      1 calls
| SAD Guess                         :      0.067u      0.050s      0.034w      1 calls
HF: Form G                          :    268.450u      0.633s     20.456w     12 calls
| RV: Form V                        :    218.500u      0.317s     16.506w     12 calls
| | Properties                      :     71.259p                          47064 calls
| | Functional                      :      2.527p                          47064 calls
| | V_xc                            :     58.035p                          47064 calls
| JK: D                             :      0.033u      0.017s      0.003w     12 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     12 calls
| JK: JK                            :     49.883u      0.300s      3.940w     12 calls
| | DFH: compute_JK()               :     49.867u      0.300s      3.940w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     24 calls
| | | DFH: compute_J                :      4.333u      0.067s      0.334w     24 calls
| | | DFH: compute_K                :     45.517u      0.100s      3.444w     24 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.002w     12 calls
HF: DIIS                            :      1.217u      0.167s      0.425w     11 calls
HF: Form C                          :      2.467u      0.900s      1.215w     11 calls

**************************************************************************************
