
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:08:32 2026
Timers Off: Sun Aug  9 16:08:58 2026

Wall Time:       25.88 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.317u      0.017s      0.282w      1 calls
build grid                          :      2.167u      0.000s      0.198w      1 calls
post-process grid                   :      0.150u      0.017s      0.084w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.092w      1 calls
Libint2ERI::Libint2ERI              :      0.200u      0.000s      0.120w     10 calls
DFH: initialize()                   :     19.533u      2.467s      2.943w      1 calls
DFH: AO Construction                :      3.517u      0.000s      0.744w     30 calls
DFH: AO-Met. Contraction            :     14.433u      2.317s      1.547w     30 calls
HF: Form core H                     :      0.217u      0.000s      0.021w      1 calls
HF: Form S/X                        :      0.233u      0.083s      0.108w      1 calls
HF: Guess                           :      0.083u      0.067s      0.046w      1 calls
SAD Guess                           :      0.083u      0.067s      0.044w      1 calls
HF: Form G                          :    257.083u      0.733s     19.647w     11 calls
RV: Form V                          :    208.967u      0.367s     15.814w     11 calls
Properties                          :     68.207p                          42834 calls
Functional                          :      2.442p                          42834 calls
V_xc                                :     55.663p                          42834 calls
JK: D                               :      0.050u      0.000s      0.003w     11 calls
JK: USO2AO                          :      0.000u      0.017s      0.000w     11 calls
JK: JK                              :     48.067u      0.333s      3.824w     11 calls
DFH: compute_JK()                   :     48.067u      0.333s      3.823w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     22 calls
DFH: compute_J                      :      3.983u      0.033s      0.309w     22 calls
DFH: compute_K                      :     44.067u      0.150s      3.354w     22 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.017s      0.001w     11 calls
HF: Form D                          :      0.067u      0.017s      0.002w     11 calls
HF: DIIS                            :      1.250u      0.167s      0.440w     10 calls
HF: Form C                          :      2.350u      0.850s      1.192w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.317u      0.017s      0.282w      1 calls
| build grid                        :      2.167u      0.000s      0.198w      1 calls
| post-process grid                 :      0.150u      0.017s      0.084w      1 calls
DFH: sparsity prep                  :      0.150u      0.000s      0.092w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.061w      1 calls
DFH: initialize()                   :     19.533u      2.467s      2.943w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.059w      9 calls
| DFH: AO Construction              :      3.517u      0.000s      0.744w     30 calls
| DFH: AO-Met. Contraction          :     14.433u      2.317s      1.547w     30 calls
HF: Form core H                     :      0.217u      0.000s      0.021w      1 calls
HF: Form S/X                        :      0.233u      0.083s      0.108w      1 calls
HF: Guess                           :      0.083u      0.067s      0.046w      1 calls
| SAD Guess                         :      0.083u      0.067s      0.044w      1 calls
HF: Form G                          :    257.083u      0.733s     19.647w     11 calls
| RV: Form V                        :    208.967u      0.367s     15.814w     11 calls
| | Properties                      :     68.207p                          42834 calls
| | Functional                      :      2.442p                          42834 calls
| | V_xc                            :     55.663p                          42834 calls
| JK: D                             :      0.050u      0.000s      0.003w     11 calls
| JK: USO2AO                        :      0.000u      0.017s      0.000w     11 calls
| JK: JK                            :     48.067u      0.333s      3.824w     11 calls
| | DFH: compute_JK()               :     48.067u      0.333s      3.823w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     22 calls
| | | DFH: compute_J                :      3.983u      0.033s      0.309w     22 calls
| | | DFH: compute_K                :     44.067u      0.150s      3.354w     22 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.017s      0.001w     11 calls
HF: Form D                          :      0.067u      0.017s      0.002w     11 calls
HF: DIIS                            :      1.250u      0.167s      0.440w     10 calls
HF: Form C                          :      2.350u      0.850s      1.192w     10 calls

**************************************************************************************
