
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 16:20:23 2026
Timers Off: Sun Aug  9 16:20:29 2026

Wall Time:        5.68 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.433u      0.000s      0.072w      1 calls
build grid                          :      0.383u      0.000s      0.040w      1 calls
post-process grid                   :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.025w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.033w     10 calls
DFH: initialize()                   :      2.150u      0.133s      0.294w      1 calls
DFH: AO Construction                :      0.617u      0.017s      0.049w      1 calls
DFH: AO-Met. Contraction            :      1.267u      0.050s      0.113w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.007w      1 calls
HF: Guess                           :      0.033u      0.033s      0.023w      1 calls
SAD Guess                           :      0.017u      0.033s      0.022w      1 calls
HF: Form G                          :     51.600u      0.200s      3.971w     12 calls
RV: Form V                          :     46.733u      0.150s      3.557w     12 calls
Properties                          :     11.467p                          26868 calls
Functional                          :      1.408p                          26868 calls
V_xc                                :     15.442p                          26868 calls
JK: D                               :      0.017u      0.000s      0.001w     12 calls
JK: USO2AO                          :      0.067u      0.017s      0.009w     12 calls
JK: JK                              :      4.617u      0.033s      0.381w     12 calls
DFH: compute_JK()                   :      4.617u      0.033s      0.381w     12 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     12 calls
DFH: compute_J                      :      0.717u      0.017s      0.056w     12 calls
DFH: compute_K                      :      3.900u      0.000s      0.299w     12 calls
JK: AO2USO                          :      0.100u      0.000s      0.014w     12 calls
HF: Form F                          :      0.000u      0.033s      0.001w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.450u      0.083s      0.300w     11 calls
HF: Form C                          :      0.183u      0.167s      0.119w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.433u      0.000s      0.072w      1 calls
| build grid                        :      0.383u      0.000s      0.040w      1 calls
| post-process grid                 :      0.050u      0.000s      0.031w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.025w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.017w      1 calls
DFH: initialize()                   :      2.150u      0.133s      0.294w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.017w      9 calls
| DFH: AO Construction              :      0.617u      0.017s      0.049w      1 calls
| DFH: AO-Met. Contraction          :      1.267u      0.050s      0.113w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.006w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.007w      1 calls
HF: Guess                           :      0.033u      0.033s      0.023w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.022w      1 calls
HF: Form G                          :     51.600u      0.200s      3.971w     12 calls
| RV: Form V                        :     46.733u      0.150s      3.557w     12 calls
| | Properties                      :     11.467p                          26868 calls
| | Functional                      :      1.408p                          26868 calls
| | V_xc                            :     15.442p                          26868 calls
| JK: D                             :      0.017u      0.000s      0.001w     12 calls
| JK: USO2AO                        :      0.067u      0.017s      0.009w     12 calls
| JK: JK                            :      4.617u      0.033s      0.381w     12 calls
| | DFH: compute_JK()               :      4.617u      0.033s      0.381w     12 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     12 calls
| | | DFH: compute_J                :      0.717u      0.017s      0.056w     12 calls
| | | DFH: compute_K                :      3.900u      0.000s      0.299w     12 calls
| JK: AO2USO                        :      0.100u      0.000s      0.014w     12 calls
HF: Form F                          :      0.000u      0.033s      0.001w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.450u      0.083s      0.300w     11 calls
HF: Form C                          :      0.183u      0.167s      0.119w     11 calls

**************************************************************************************
