
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 12:49:07 2026
Timers Off: Sun Aug  9 12:50:15 2026

Wall Time:       67.93 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      3.850u      0.033s      0.442w      1 calls
build grid                          :      3.667u      0.033s      0.332w      1 calls
post-process grid                   :      0.183u      0.000s      0.111w      1 calls
DFH: sparsity prep                  :      0.167u      0.000s      0.102w      1 calls
Libint2ERI::Libint2ERI              :      0.317u      0.000s      0.195w     11 calls
JK: (A|Q)^-1                        :      2.117u      0.383s      0.739w      1 calls
JK: (A|mn)                          :      5.500u      0.200s      0.445w      1 calls
JK: (Q|mn)                          :     33.050u      0.217s      2.845w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.617s      0.480w      1 calls
HF: Form core H                     :      0.333u      0.017s      0.033w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.017w      1 calls
HF: Guess                           :      0.067u      0.050s      0.032w      1 calls
SAD Guess                           :      0.050u      0.050s      0.030w      1 calls
HF: Form G                          :    674.183u     10.450s     60.438w     12 calls
RV: Form V                          :    538.517u      3.900s     46.248w     12 calls
Properties                          :    193.966p                          56508 calls
Functional                          :      4.759p                          56508 calls
V_xc                                :    170.244p                          56508 calls
JK: D                               :      0.000u      0.000s      0.001w     12 calls
JK: USO2AO                          :      0.533u      0.000s      0.054w     12 calls
JK: JK                              :    133.850u      6.517s     13.993w     12 calls
JK: (Q|mn) Read                     :      0.067u      4.317s      2.565w     24 calls
JK: J                               :      4.367u      0.100s      0.466w     24 calls
JK: J1                              :      2.250u      0.100s      0.250w     24 calls
JK: J2                              :      2.083u      0.000s      0.203w     24 calls
JK: K                               :    129.400u      1.483s     10.590w     24 calls
JK: K1                              :     88.500u      1.150s      7.312w     24 calls
JK: K2                              :     40.900u      0.333s      3.277w     24 calls
JK: AO2USO                          :      0.883u      0.000s      0.092w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.683u      0.250s      0.535w     11 calls
HF: Form C                          :      0.383u      0.317s      0.245w     11 calls

--------------------------------------------------------------------------------------
V: Grid                             :      3.850u      0.033s      0.442w      1 calls
| build grid                        :      3.667u      0.033s      0.332w      1 calls
| post-process grid                 :      0.183u      0.000s      0.111w      1 calls
DFH: sparsity prep                  :      0.167u      0.000s      0.102w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.000s      0.067w      1 calls
Libint2ERI::Libint2ERI              :      0.217u      0.000s      0.127w      2 calls
JK: (A|Q)^-1                        :      2.117u      0.383s      0.739w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      8 calls
JK: (A|mn)                          :      5.500u      0.200s      0.445w      1 calls
JK: (Q|mn)                          :     33.050u      0.217s      2.845w      1 calls
JK: (Q|mn) Write                    :      0.000u      0.617s      0.480w      1 calls
HF: Form core H                     :      0.333u      0.017s      0.033w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.017w      1 calls
HF: Guess                           :      0.067u      0.050s      0.032w      1 calls
| SAD Guess                         :      0.050u      0.050s      0.030w      1 calls
HF: Form G                          :    674.183u     10.450s     60.438w     12 calls
| RV: Form V                        :    538.517u      3.900s     46.248w     12 calls
| | Properties                      :    193.966p                          56508 calls
| | Functional                      :      4.759p                          56508 calls
| | V_xc                            :    170.244p                          56508 calls
| JK: D                             :      0.000u      0.000s      0.001w     12 calls
| JK: USO2AO                        :      0.533u      0.000s      0.054w     12 calls
| JK: JK                            :    133.850u      6.517s     13.993w     12 calls
| | JK: (Q|mn) Read                 :      0.067u      4.317s      2.565w     24 calls
| | JK: J                           :      4.367u      0.100s      0.466w     24 calls
| | | JK: J1                        :      2.250u      0.100s      0.250w     24 calls
| | | JK: J2                        :      2.083u      0.000s      0.203w     24 calls
| | JK: K                           :    129.400u      1.483s     10.590w     24 calls
| | | JK: K1                        :     88.500u      1.150s      7.312w     24 calls
| | | JK: K2                        :     40.900u      0.333s      3.277w     24 calls
| JK: AO2USO                        :      0.883u      0.000s      0.092w     12 calls
HF: Form F                          :      0.000u      0.000s      0.002w     12 calls
HF: Form D                          :      0.000u      0.000s      0.001w     12 calls
HF: DIIS                            :      0.683u      0.250s      0.535w     11 calls
HF: Form C                          :      0.383u      0.317s      0.245w     11 calls

**************************************************************************************
