
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:18:02 2026
Timers Off: Mon Aug 10 18:18:46 2026

Wall Time:       43.34 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      5.817u      0.033s      0.623w      1 calls
build grid                          :      5.600u      0.017s      0.487w      1 calls
post-process grid                   :      0.217u      0.017s      0.136w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.045w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.060w     10 calls
DFH: initialize()                   :     41.417u      1.550s      6.451w      1 calls
DFH: AO Construction                :      6.167u      0.033s      1.103w     30 calls
DFH: AO-Met. Contraction            :     29.467u      1.267s      3.176w     30 calls
HF: Form core H                     :      0.333u      0.017s      0.031w      1 calls
HF: Form S/X                        :      0.217u      0.083s      0.103w      1 calls
HF: Guess                           :      0.100u      0.133s      0.075w      1 calls
SAD Guess                           :      0.100u      0.133s      0.073w      1 calls
HF: Form G                          :    380.250u      5.750s     32.711w     13 calls
RV: Form V                          :    269.717u      1.783s     22.381w     13 calls
Properties                          :    101.353p                          69329 calls
Functional                          :      5.593p                          69329 calls
V_xc                                :     71.705p                          69329 calls
JK: D                               :      0.117u      0.000s      0.009w     13 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     13 calls
JK: JK                              :    110.400u      3.967s     10.313w     13 calls
DFH: compute_JK()                   :    110.400u      3.967s     10.312w     13 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     26 calls
DFH: compute_J                      :      6.150u      1.583s      0.644w     26 calls
DFH: compute_K                      :    104.000u      1.633s      8.963w     26 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.017s      0.002w     13 calls
HF: Form D                          :      0.100u      0.000s      0.019w     13 calls
HF: DIIS                            :      1.367u      0.300s      0.693w     12 calls
HF: Form C                          :      2.200u      1.033s      1.173w     12 calls

--------------------------------------------------------------------------------------
V: Grid                             :      5.817u      0.033s      0.623w      1 calls
| build grid                        :      5.600u      0.017s      0.487w      1 calls
| post-process grid                 :      0.217u      0.017s      0.136w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.045w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.030w      1 calls
DFH: initialize()                   :     41.417u      1.550s      6.451w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.030w      9 calls
| DFH: AO Construction              :      6.167u      0.033s      1.103w     30 calls
| DFH: AO-Met. Contraction          :     29.467u      1.267s      3.176w     30 calls
HF: Form core H                     :      0.333u      0.017s      0.031w      1 calls
HF: Form S/X                        :      0.217u      0.083s      0.103w      1 calls
HF: Guess                           :      0.100u      0.133s      0.075w      1 calls
| SAD Guess                         :      0.100u      0.133s      0.073w      1 calls
HF: Form G                          :    380.250u      5.750s     32.711w     13 calls
| RV: Form V                        :    269.717u      1.783s     22.381w     13 calls
| | Properties                      :    101.353p                          69329 calls
| | Functional                      :      5.593p                          69329 calls
| | V_xc                            :     71.705p                          69329 calls
| JK: D                             :      0.117u      0.000s      0.009w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     13 calls
| JK: JK                            :    110.400u      3.967s     10.313w     13 calls
| | DFH: compute_JK()               :    110.400u      3.967s     10.312w     13 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     26 calls
| | | DFH: compute_J                :      6.150u      1.583s      0.644w     26 calls
| | | DFH: compute_K                :    104.000u      1.633s      8.963w     26 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
HF: Form F                          :      0.000u      0.017s      0.002w     13 calls
HF: Form D                          :      0.100u      0.000s      0.019w     13 calls
HF: DIIS                            :      1.367u      0.300s      0.693w     12 calls
HF: Form C                          :      2.200u      1.033s      1.173w     12 calls

**************************************************************************************
