
Host: choehoyun-ui-MacBookAir.local

Timers On : Sun Aug  9 01:10:12 2026
Timers Off: Sun Aug  9 01:10:27 2026

Wall Time:       14.43 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.250u      0.017s      0.163w      1 calls
build grid                          :      0.200u      0.000s      0.121w      1 calls
post-process grid                   :      0.050u      0.017s      0.041w      1 calls
DFH: sparsity prep                  :      0.067u      0.017s      0.046w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.055w      3 calls
DFH: initialize()                   :      1.483u      0.067s      0.949w      1 calls
DFH: AO Construction                :      0.483u      0.017s      0.309w      1 calls
DFH: AO-Met. Contraction            :      0.750u      0.050s      0.476w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.012w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.017s      0.056w      1 calls
SAD Guess                           :      0.033u      0.017s      0.055w      1 calls
HF: Form G                          :     13.717u      2.133s      9.981w      8 calls
RV: Form V                          :     12.500u      1.850s      9.042w      8 calls
Properties                          :      5.850u      1.800s      4.820w  13360 calls
Functional                          :      0.667u      0.017s      0.404w  13360 calls
V_xc                                :      5.933u      0.017s      3.782w  13360 calls
JK: D                               :      0.000u      0.000s      0.000w      8 calls
JK: USO2AO                          :      0.033u      0.000s      0.006w      8 calls
JK: JK                              :      1.150u      0.283s      0.914w      8 calls
DFH: compute_JK()                   :      1.150u      0.283s      0.914w      8 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      8 calls
DFH: compute_J                      :      0.217u      0.250s      0.288w      8 calls
DFH: compute_K                      :      0.933u      0.033s      0.610w      8 calls
JK: AO2USO                          :      0.033u      0.000s      0.013w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.450u      0.117s      0.785w      7 calls
HF: Form C                          :      0.033u      0.000s      0.005w      7 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.250u      0.017s      0.163w      1 calls
| build grid                        :      0.200u      0.000s      0.121w      1 calls
| post-process grid                 :      0.050u      0.017s      0.041w      1 calls
DFH: sparsity prep                  :      0.067u      0.017s      0.046w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.030w      1 calls
DFH: initialize()                   :      1.483u      0.067s      0.949w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.025w      2 calls
| DFH: AO Construction              :      0.483u      0.017s      0.309w      1 calls
| DFH: AO-Met. Contraction          :      0.750u      0.050s      0.476w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.012w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.001w      1 calls
HF: Guess                           :      0.033u      0.017s      0.056w      1 calls
| SAD Guess                         :      0.033u      0.017s      0.055w      1 calls
HF: Form G                          :     13.717u      2.133s      9.981w      8 calls
| RV: Form V                        :     12.500u      1.850s      9.042w      8 calls
| | Properties                      :      5.850u      1.800s      4.820w  13360 calls
| | Functional                      :      0.667u      0.017s      0.404w  13360 calls
| | V_xc                            :      5.933u      0.017s      3.782w  13360 calls
| JK: D                             :      0.000u      0.000s      0.000w      8 calls
| JK: USO2AO                        :      0.033u      0.000s      0.006w      8 calls
| JK: JK                            :      1.150u      0.283s      0.914w      8 calls
| | DFH: compute_JK()               :      1.150u      0.283s      0.914w      8 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      8 calls
| | | DFH: compute_J                :      0.217u      0.250s      0.288w      8 calls
| | | DFH: compute_K                :      0.933u      0.033s      0.610w      8 calls
| JK: AO2USO                        :      0.033u      0.000s      0.013w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
HF: Form D                          :      0.000u      0.000s      0.000w      8 calls
HF: DIIS                            :      0.450u      0.117s      0.785w      7 calls
HF: Form C                          :      0.033u      0.000s      0.005w      7 calls

**************************************************************************************
