
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:30:48 2026
Timers Off: Mon Aug 10 18:30:50 2026

Wall Time:        1.88 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.117u      0.000s      0.025w      1 calls
build grid                          :      0.083u      0.000s      0.010w      1 calls
post-process grid                   :      0.033u      0.000s      0.014w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.010w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.014w     10 calls
DFH: initialize()                   :      1.500u      0.117s      0.316w      1 calls
DFH: AO Construction                :      0.267u      0.000s      0.022w      1 calls
DFH: AO-Met. Contraction            :      0.683u      0.033s      0.057w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.001w      1 calls
HF: Guess                           :      0.033u      0.033s      0.023w      1 calls
SAD Guess                           :      0.033u      0.033s      0.022w      1 calls
HF: Form G                          :      8.367u      0.100s      0.679w     11 calls
RV: Form V                          :      6.067u      0.017s      0.469w     11 calls
Properties                          :      1.307p                          14256 calls
Functional                          :      0.477p                          14256 calls
V_xc                                :      1.923p                          14256 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w     11 calls
JK: JK                              :      2.300u      0.083s      0.201w     11 calls
DFH: compute_JK()                   :      2.300u      0.083s      0.201w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.250u      0.000s      0.022w     11 calls
DFH: compute_K                      :      2.000u      0.033s      0.154w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.004w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.333u      0.033s      0.207w     10 calls
HF: Form C                          :      0.017u      0.000s      0.007w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.117u      0.000s      0.025w      1 calls
| build grid                        :      0.083u      0.000s      0.010w      1 calls
| post-process grid                 :      0.033u      0.000s      0.014w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.010w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.007w      1 calls
DFH: initialize()                   :      1.500u      0.117s      0.316w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.007w      9 calls
| DFH: AO Construction              :      0.267u      0.000s      0.022w      1 calls
| DFH: AO-Met. Contraction          :      0.683u      0.033s      0.057w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.003w      1 calls
HF: Form S/X                        :      0.000u      0.017s      0.001w      1 calls
HF: Guess                           :      0.033u      0.033s      0.023w      1 calls
| SAD Guess                         :      0.033u      0.033s      0.022w      1 calls
HF: Form G                          :      8.367u      0.100s      0.679w     11 calls
| RV: Form V                        :      6.067u      0.017s      0.469w     11 calls
| | Properties                      :      1.307p                          14256 calls
| | Functional                      :      0.477p                          14256 calls
| | V_xc                            :      1.923p                          14256 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.002w     11 calls
| JK: JK                            :      2.300u      0.083s      0.201w     11 calls
| | DFH: compute_JK()               :      2.300u      0.083s      0.201w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.250u      0.000s      0.022w     11 calls
| | | DFH: compute_K                :      2.000u      0.033s      0.154w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.004w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.333u      0.033s      0.207w     10 calls
HF: Form C                          :      0.017u      0.000s      0.007w     10 calls

**************************************************************************************
