
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:29:48 2026
Timers Off: Mon Aug 10 18:29:52 2026

Wall Time:        4.45 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.483u      0.000s      0.087w      1 calls
build grid                          :      0.417u      0.000s      0.044w      1 calls
post-process grid                   :      0.067u      0.000s      0.042w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.013w      1 calls
Libint2ERI::Libint2ERI              :      0.033u      0.000s      0.018w     10 calls
DFH: initialize()                   :      2.900u      0.133s      0.539w      1 calls
DFH: AO Construction                :      0.450u      0.000s      0.036w      1 calls
DFH: AO-Met. Contraction            :      1.317u      0.033s      0.107w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.009w      1 calls
HF: Guess                           :      0.050u      0.067s      0.044w      1 calls
SAD Guess                           :      0.050u      0.067s      0.043w      1 calls
HF: Form G                          :     26.000u      0.183s      2.174w     11 calls
RV: Form V                          :     20.067u      0.083s      1.605w     11 calls
Properties                          :      4.945p                          23221 calls
Functional                          :      1.546p                          23221 calls
V_xc                                :      6.251p                          23221 calls
JK: D                               :      0.000u      0.000s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      5.933u      0.100s      0.564w     11 calls
DFH: compute_JK()                   :      5.933u      0.100s      0.564w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.400u      0.000s      0.036w     11 calls
DFH: compute_K                      :      5.500u      0.017s      0.481w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.017s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.617u      0.133s      0.409w     10 calls
HF: Form C                          :      0.167u      0.150s      0.111w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.483u      0.000s      0.087w      1 calls
| build grid                        :      0.417u      0.000s      0.044w      1 calls
| post-process grid                 :      0.067u      0.000s      0.042w      1 calls
DFH: sparsity prep                  :      0.033u      0.000s      0.013w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.009w      1 calls
DFH: initialize()                   :      2.900u      0.133s      0.539w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.009w      9 calls
| DFH: AO Construction              :      0.450u      0.000s      0.036w      1 calls
| DFH: AO-Met. Contraction          :      1.317u      0.033s      0.107w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.004w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.009w      1 calls
HF: Guess                           :      0.050u      0.067s      0.044w      1 calls
| SAD Guess                         :      0.050u      0.067s      0.043w      1 calls
HF: Form G                          :     26.000u      0.183s      2.174w     11 calls
| RV: Form V                        :     20.067u      0.083s      1.605w     11 calls
| | Properties                      :      4.945p                          23221 calls
| | Functional                      :      1.546p                          23221 calls
| | V_xc                            :      6.251p                          23221 calls
| JK: D                             :      0.000u      0.000s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      5.933u      0.100s      0.564w     11 calls
| | DFH: compute_JK()               :      5.933u      0.100s      0.564w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.400u      0.000s      0.036w     11 calls
| | | DFH: compute_K                :      5.500u      0.017s      0.481w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.017s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.001w     11 calls
HF: DIIS                            :      0.617u      0.133s      0.409w     10 calls
HF: Form C                          :      0.167u      0.150s      0.111w     10 calls

**************************************************************************************
