
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:29:58 2026
Timers Off: Mon Aug 10 18:29:59 2026

Wall Time:        1.12 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.117u      0.017s      0.025w      1 calls
build grid                          :      0.100u      0.017s      0.010w      1 calls
post-process grid                   :      0.017u      0.000s      0.014w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.002w      1 calls
Libint2ERI::Libint2ERI              :      0.017u      0.000s      0.003w     10 calls
DFH: initialize()                   :      0.117u      0.017s      0.031w      1 calls
DFH: AO Construction                :      0.033u      0.000s      0.003w      1 calls
DFH: AO-Met. Contraction            :      0.033u      0.000s      0.003w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.016w      1 calls
SAD Guess                           :      0.017u      0.033s      0.015w      1 calls
HF: Form G                          :      3.450u      0.033s      0.267w      9 calls
RV: Form V                          :      3.383u      0.033s      0.254w      9 calls
Properties                          :      0.621p                          11898 calls
Functional                          :      0.399p                          11898 calls
V_xc                                :      0.998p                          11898 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.067u      0.000s      0.011w      9 calls
DFH: compute_JK()                   :      0.067u      0.000s      0.011w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.000u      0.000s      0.002w      9 calls
DFH: compute_K                      :      0.067u      0.000s      0.006w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.283u      0.033s      0.195w      8 calls
HF: Form C                          :      0.000u      0.000s      0.004w      8 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.117u      0.017s      0.025w      1 calls
| build grid                        :      0.100u      0.017s      0.010w      1 calls
| post-process grid                 :      0.017u      0.000s      0.014w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.002w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      1 calls
DFH: initialize()                   :      0.117u      0.017s      0.031w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.002w      9 calls
| DFH: AO Construction              :      0.033u      0.000s      0.003w      1 calls
| DFH: AO-Met. Contraction          :      0.033u      0.000s      0.003w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.033s      0.016w      1 calls
| SAD Guess                         :      0.017u      0.033s      0.015w      1 calls
HF: Form G                          :      3.450u      0.033s      0.267w      9 calls
| RV: Form V                        :      3.383u      0.033s      0.254w      9 calls
| | Properties                      :      0.621p                          11898 calls
| | Functional                      :      0.399p                          11898 calls
| | V_xc                            :      0.998p                          11898 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.067u      0.000s      0.011w      9 calls
| | DFH: compute_JK()               :      0.067u      0.000s      0.011w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.002w      9 calls
| | | DFH: compute_K                :      0.067u      0.000s      0.006w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.283u      0.033s      0.195w      8 calls
HF: Form C                          :      0.000u      0.000s      0.004w      8 calls

**************************************************************************************
