
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 19:40:41 2026
Timers Off: Mon Aug 10 19:41:28 2026

Wall Time:       46.54 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      8.350u      0.033s      0.885w      1 calls
build grid                          :      8.000u      0.033s      0.667w      1 calls
post-process grid                   :      0.350u      0.000s      0.218w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.048w      1 calls
Libint2ERI::Libint2ERI              :      0.100u      0.000s      0.064w     10 calls
DFH: initialize()                   :     45.733u      2.500s      7.384w      1 calls
DFH: AO Construction                :      7.333u      0.017s      1.485w     30 calls
DFH: AO-Met. Contraction            :     32.617u      2.233s      3.534w     30 calls
HF: Form core H                     :      0.350u      0.000s      0.034w      1 calls
HF: Form S/X                        :      0.200u      0.100s      0.103w      1 calls
HF: Guess                           :      0.100u      0.117s      0.071w      1 calls
SAD Guess                           :      0.100u      0.100s      0.069w      1 calls
HF: Form G                          :    429.650u      2.317s     34.679w     14 calls
RV: Form V                          :    322.450u      1.200s     25.608w     14 calls
Properties                          :    114.672p                          78218 calls
Functional                          :      6.027p                          78218 calls
V_xc                                :     83.847p                          78218 calls
JK: D                               :      0.000u      0.000s      0.006w     14 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     14 calls
JK: JK                              :    107.200u      1.117s      9.058w     14 calls
DFH: compute_JK()                   :    107.200u      1.117s      9.057w     14 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     28 calls
DFH: compute_J                      :      5.833u      0.017s      0.463w     28 calls
DFH: compute_K                      :    101.117u      0.433s      8.092w     28 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     14 calls
HF: Form F                          :      0.017u      0.000s      0.002w     14 calls
HF: Form D                          :      0.050u      0.000s      0.004w     14 calls
HF: DIIS                            :      1.400u      0.217s      0.592w     13 calls
HF: Form C                          :      2.417u      1.117s      1.306w     13 calls

--------------------------------------------------------------------------------------
V: Grid                             :      8.350u      0.033s      0.885w      1 calls
| build grid                        :      8.000u      0.033s      0.667w      1 calls
| post-process grid                 :      0.350u      0.000s      0.218w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.048w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.032w      1 calls
DFH: initialize()                   :     45.733u      2.500s      7.384w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.032w      9 calls
| DFH: AO Construction              :      7.333u      0.017s      1.485w     30 calls
| DFH: AO-Met. Contraction          :     32.617u      2.233s      3.534w     30 calls
HF: Form core H                     :      0.350u      0.000s      0.034w      1 calls
HF: Form S/X                        :      0.200u      0.100s      0.103w      1 calls
HF: Guess                           :      0.100u      0.117s      0.071w      1 calls
| SAD Guess                         :      0.100u      0.100s      0.069w      1 calls
HF: Form G                          :    429.650u      2.317s     34.679w     14 calls
| RV: Form V                        :    322.450u      1.200s     25.608w     14 calls
| | Properties                      :    114.672p                          78218 calls
| | Functional                      :      6.027p                          78218 calls
| | V_xc                            :     83.847p                          78218 calls
| JK: D                             :      0.000u      0.000s      0.006w     14 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     14 calls
| JK: JK                            :    107.200u      1.117s      9.058w     14 calls
| | DFH: compute_JK()               :    107.200u      1.117s      9.057w     14 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     28 calls
| | | DFH: compute_J                :      5.833u      0.017s      0.463w     28 calls
| | | DFH: compute_K                :    101.117u      0.433s      8.092w     28 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     14 calls
HF: Form F                          :      0.017u      0.000s      0.002w     14 calls
HF: Form D                          :      0.050u      0.000s      0.004w     14 calls
HF: DIIS                            :      1.400u      0.217s      0.592w     13 calls
HF: Form C                          :      2.417u      1.117s      1.306w     13 calls

**************************************************************************************
